,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
41,1.0,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,12.954973600029515,13
55,1.0,0.315,0.23,0.07,0.16399999999999998,0.0625,0.04,0.045,5.985685902885187,6
136,1.0,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4.069017704933681,4
194,1.0,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7.0678297362774805,7
262,1.0,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,3.888748735804337,4
365,1.0,0.38,0.29,0.085,0.2285,0.08800000000000001,0.0465,0.075,7.061965108610586,7
424,1.0,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,5.940839388800388,6
438,1.0,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,9.945131986729645,10
450,1.0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,12.886832379248974,13
613,1.0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,6.983026846264222,7
657,1.0,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9.003627731404098,9
661,1.0,0.605,0.45,0.165,1.2225,0.35700000000000004,0.202,0.385,13.470967005680393,13
745,1.0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,6.973875508978342,7
865,1.0,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4.035214271713542,4
874,1.0,0.54,0.415,0.17,0.879,0.339,0.208,0.255,9.922899612250264,10
887,1.0,0.295,0.215,0.085,0.128,0.049,0.034,0.04,5.921202426477489,6
959,1.0,0.345,0.27,0.11,0.2135,0.08199999999999999,0.0545,0.07,6.926187224743001,7
1004,1.0,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,5.945420162395909,6
1016,1.0,0.35,0.265,0.09,0.197,0.073,0.0365,0.077,6.944439469210555,7
1020,1.0,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4.011354157265829,4
1215,1.0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11.045679017207686,11
1320,1.0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9.035599218494415,9
1323,1.0,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,11.929578607319792,12
1329,1.0,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5.018330835019613,5
1375,1.0,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,16.894990641509203,17
1425,1.0,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,4.919594907710903,5
1454,1.0,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6.045210846686005,6
1466,1.0,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,13.840393504092479,14
1490,1.0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15.197274450658092,15
1588,1.0,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02,4.961174821397756,5
1601,1.0,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,4.900425176329362,5
1628,1.0,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6.047233758704851,6
1676,1.0,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,15.894060747010435,16
1727,1.0,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,5.9314108057088655,6
1774,1.0,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,5.9971057230196525,6
1836,1.0,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14.071132212852643,14
1862,1.0,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,7.978120388952347,8
1878,1.0,0.355,0.275,0.09,0.251,0.097,0.053,0.08,6.927557638370088,7
1901,1.0,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.471,12.137912424283954,12
1929,1.0,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,10.978237234717199,11
2035,1.0,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10.037251789557368,10
2058,1.0,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7.024756886659284,7
2103,1.0,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9.093886832786206,9
2136,1.0,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6.062747688135138,6
2213,1.0,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,12.84184829246481,13
2232,1.0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6.080030881234352,6
