,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
7,1.0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17.265774026003434,17
14,1.0,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815,11.660796219200963,11
26,1.0,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10.23651157856527,10
30,1.0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,8.808416585927423,9
36,1.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045,8.31945926689015,9
47,1.0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13.863163512356504,13
52,1.0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,8.832736833332618,9
65,1.0,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,16.055831976737384,17
84,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,15.478585492219315,17
99,1.0,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11.082955711873582,11
106,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9.803197186157554,9
112,1.0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14.500629215735911,14
120,1.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,15.36054205485743,16
125,1.0,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20.138700339144318,20
129,1.0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10.595742151352747,10
146,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,12.787440210739605,14
157,1.0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,13.053324771421556,12
164,1.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,13.208533725920725,14
166,1.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10.872860777113843,10
169,1.0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18.116160514320224,18
171,1.0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,13.297783877072682,14
176,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,15.895292269433094,17
177,1.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13.916284454754503,13
178,1.0,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,12.063152899660102,13
190,1.0,0.67,0.55,0.155,1.5659999999999998,0.858,0.339,0.354,9.979908560301434,10
193,1.0,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18.643682185600927,18
195,1.0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,17.972920228546005,19
204,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,8.959381058866786,10
218,1.0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,15.05088341735119,14
223,1.0,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13.045611083370902,13
239,1.0,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,12.488198963206736,14
248,1.0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14.58145174648554,14
249,1.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,10.806035174478266,12
252,1.0,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,14.01920320807366,13
270,1.0,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,9.922132542621554,11
288,1.0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,16.52078938887946,17
291,1.0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,18.893328116848313,20
297,1.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,12.234453826358656,13
307,1.0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,13.66910459796934,15
309,1.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,13.918144809401172,15
325,1.0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,12.810487561993384,14
328,1.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,11.33583869101966,12
339,1.0,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11.649672684188733,11
356,1.0,0.395,0.295,0.095,0.2245,0.078,0.054000000000000006,0.08,10.489713750077515,10
358,1.0,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13.676731933266474,13
366,1.0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11.661877381527605,11
369,1.0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14.934785062614797,14
372,1.0,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20.447408696607642,20
374,1.0,0.555,0.42,0.14,0.868,0.33,0.243,0.21,12.634930069657257,13
382,1.0,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15,12.947626775226654,14
389,1.0,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,15.168985661239438,17
398,1.0,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12.536072972678397,12
410,1.0,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,11.526215448467852,12
412,1.0,0.445,0.33,0.1,0.4370000000000001,0.163,0.0755,0.17,12.01062476849477,13
423,1.0,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135,11.822059864977524,12
439,1.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,9.687457630256652,10
442,1.0,0.45,0.35,0.135,0.56,0.231,0.13699999999999998,0.145,11.678725285715561,13
464,1.0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,17.483654843035453,19
465,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,16.506266733733952,17
487,1.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,22.622201388225584,25
497,1.0,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,20.148961285025393,19
511,1.0,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13.259602151453853,13
521,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375,17.740350611646893,20
523,1.0,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11.592354925507204,11
562,1.0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,8.928450428018513,9
563,1.0,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,13.010969643030657,12
565,1.0,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31,16.178623657684522,15
573,1.0,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11.596715753157673,11
577,1.0,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,16.80752171665907,18
585,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57,20.04680849296196,21
606,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,16.820345241752793,18
625,1.0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,9.424278860979335,10
627,1.0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12.765715379341193,12
634,1.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,11.697431342039225,13
639,1.0,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15.885730155987586,15
642,1.0,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14.196951979396754,14
649,1.0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9.661258999778676,9
654,1.0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,14.995905827820346,15
663,1.0,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,10.637014585330784,11
664,1.0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,16.2469042315298,15
