,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
9,1.0,0.05372,0.0,13.92,0,0.4370000000000001,6.549,51.0,5.9604,4,289,16.0,392.85,7.39,27.24356700230929,27.1
13,1.0,0.05646,0.0,12.83,0,0.4370000000000001,6.232,53.7,5.0141,5,398,18.7,386.4,12.34,21.290153750444915,21.2
15,1.0,0.04666,80.0,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61,32.47110830194084,30.3
21,1.0,0.22969,0.0,10.59,0,0.489,6.3260000000000005,52.5,4.3549,4,277,18.6,394.87,10.97,23.473560703122693,24.4
24,1.0,3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,19.1074418397642,19.9
26,1.0,7.83932,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22,20.213709388367086,21.4
27,1.0,0.12816,12.5,6.07,0,0.409,5.885,33.0,6.497999999999998,4,345,18.9,396.9,8.79,21.151350341673396,20.9
32,1.0,1.00245,0.0,8.14,0,0.5379999999999999,6.674,87.3,4.239,4,307,21.0,380.23,11.98,20.89342319640625,21.0
33,1.0,1.61282,0.0,8.14,0,0.5379999999999999,6.096,96.9,3.7598,4,307,21.0,248.31,20.34,13.808009380846219,13.5
35,1.0,0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2,24.826238386267427,23.8
37,1.0,0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1,19.255318785863764,18.3
38,1.0,0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,12.93,20.33289425433759,20.1
40,1.0,0.01432,100.0,1.32,0,0.411,6.816,40.5,8.3248,5,256,15.1,392.9,3.95,32.899846301795826,31.6
45,1.0,0.18836,0.0,6.91,0,0.448,5.7860000000000005,33.3,5.1004,3,233,17.9,396.9,14.15,20.35814189545997,20.0
49,1.0,0.34006,0.0,21.89,0,0.624,6.457999999999998,98.9,2.1185,4,437,21.2,395.04,12.6,19.90756683132637,19.2
51,1.0,0.12744,0.0,6.91,0,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84,27.821272383830436,26.6
55,1.0,0.19073,22.0,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,24.287856484917555,26.2
56,1.0,0.03738,0.0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,21.866348372369856,20.7
58,1.0,0.06127000000000001,40.0,6.41,1,0.447,6.8260000000000005,27.6,4.8628,4,254,17.6,393.45,4.16,34.00614888167794,33.1
64,1.0,0.03768,80.0,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,34.45695899777957,34.6
73,1.0,0.00906,90.0,2.97,0,0.4,7.087999999999999,20.8,7.3073,1,285,15.3,394.72,7.85,31.200299698595213,32.2
77,1.0,0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,21.942560304462337,21.7
79,1.0,9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,15.305448130670438,14.9
81,1.0,0.44178,0.0,6.2,0,0.504,6.5520000000000005,21.4,3.3751,8,307,17.4,380.34,3.76,30.83387100040747,31.5
82,1.0,0.04981,21.0,5.64,0,0.439,5.997999999999998,21.4,6.8147,4,243,16.8,396.9,8.43,24.16994389898157,23.4
83,1.0,0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,22.464591882692005,22.6
88,1.0,0.13554000000000002,12.5,6.07,0,0.409,5.5939999999999985,36.8,6.497999999999998,4,345,18.9,396.9,13.09,17.83223970732925,17.4
91,1.0,0.02187,60.0,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,31.74747558370181,31.1
92,1.0,0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,25.287394128114244,24.8
95,1.0,2.15505,0.0,19.58,0,0.871,5.627999999999999,100.0,1.5166,5,403,14.7,169.27,16.65,16.398727834919477,15.6
101,1.0,7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,24.56,12.927483923921507,12.3
104,1.0,0.84054,0.0,8.14,0,0.5379999999999999,5.599,85.7,4.4546,4,307,21.0,303.42,16.51,13.793843798534471,13.9
115,1.0,11.1604,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27,13.248235930242284,13.4
119,1.0,0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98,33.16184290137102,32.0
123,1.0,1.25179,0.0,8.14,0,0.5379999999999999,5.57,98.1,3.7979,4,307,21.0,376.57,21.02,12.713363373823558,13.6
124,1.0,0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,22.895012864656064,23.1
127,1.0,5.20177,0.0,18.1,1,0.77,6.127000000000002,83.4,2.7227,24,666,20.2,395.43,11.48,22.19704425008056,22.7
132,1.0,0.13058,0.0,10.01,0,0.547,5.872000000000001,73.1,2.4775,6,432,17.8,338.63,15.37,20.384024280309724,20.4
138,1.0,0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86,32.349693303939766,33.1
140,1.0,0.7842,0.0,8.14,0,0.5379999999999999,5.99,81.7,4.2579,4,307,21.0,386.75,14.67,17.104714411416463,17.5
141,1.0,0.13117,0.0,8.56,0,0.52,6.127000000000002,85.2,2.1224,5,384,20.9,387.69,14.09,20.58208116253016,20.4
145,1.0,0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,24.341853414027696,24.3
147,1.0,0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47,34.55257139473732,33.4
149,1.0,0.06262999999999999,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,9.67,23.22895742701904,22.4
151,1.0,0.12932000000000002,0.0,13.92,0,0.4370000000000001,6.678,31.1,5.9604,4,289,16.0,396.9,6.27,28.256296077882254,28.6
153,1.0,1.80028,0.0,19.58,0,0.605,5.877000000000002,79.2,2.4259,5,403,14.7,227.61,12.14,23.07470703671264,23.8
165,1.0,0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,24.72109758416888,24.6
171,1.0,0.15875999999999998,0.0,10.81,0,0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88,21.66688705042408,21.7
179,1.0,0.05188,0.0,4.49,0,0.449,6.015,45.1,4.4272,3,247,18.5,395.99,12.86,22.046474320093026,22.5
180,1.0,0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,22.463927868302676,22.2
182,1.0,0.13262000000000002,0.0,8.56,0,0.52,5.851,96.7,2.1069,5,384,20.9,394.05,16.47,18.4508123819041,19.5
183,1.0,0.07977999999999999,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19,29.72616600674177,29.1
184,1.0,0.7258,0.0,8.14,0,0.5379999999999999,5.727,69.5,3.7965,4,307,21.0,390.95,11.28,18.607361402556435,18.2
185,1.0,0.20608,22.0,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,17.0191518862599,17.6
187,1.0,0.10574,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07,14.15151696740795,13.6
190,1.0,0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264,13.0,387.89,8.1,35.270118526218674,36.5
191,1.0,0.0837,45.0,3.44,0,0.4370000000000001,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,34.094946736796,34.9
196,1.0,0.26363000000000003,0.0,8.56,0,0.52,6.229,91.2,2.5451,5,384,20.9,391.23,15.55,19.64658624005751,19.4
198,1.0,9.72418,0.0,18.1,0,0.74,6.4060000000000015,97.2,2.0651,24,666,20.2,385.96,19.52,17.12574889523291,17.1
201,1.0,0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18.0,396.9,6.19,31.746002818591872,33.2
209,1.0,0.14932,25.0,5.13,0,0.453,5.7410000000000005,66.2,7.2254,8,284,19.7,395.11,13.15,18.221602327008483,18.7
210,1.0,6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666,20.2,396.9,13.99,19.7828183848345,19.5
213,1.0,0.15936,0.0,6.91,0,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44,24.561087712653705,24.7
214,1.0,0.13587,0.0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,23.04580405014506,24.4
217,1.0,0.32543,0.0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39,18.715127309098293,18.0
226,1.0,0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13,22.792918757115043,24.7
229,1.0,0.19539,0.0,10.81,0,0.413,6.245,6.2,5.2873,4,305,19.2,377.17,7.54,23.876672816095404,23.4
230,1.0,0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18.0,357.98,6.65,28.391355516980198,28.4
231,1.0,16.8118,0.0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81,7.763672752446549,7.2
233,1.0,0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437,21.2,392.11,17.19,15.166824250306941,16.2
236,1.0,0.03113,0.0,4.39,0,0.442,6.0139999999999985,48.5,8.0136,3,352,18.8,385.64,10.53,17.462837440098195,17.5
237,1.0,0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1,18.570338864256296,17.5
238,1.0,0.01778,95.0,1.47,0,0.403,7.135,13.9,7.6534,3,402,17.0,384.3,4.45,30.59369724686985,32.9
239,1.0,5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98,19.566234241301945,19.1
241,1.0,0.29916,20.0,6.96,0,0.464,5.856,42.1,4.4289999999999985,3,223,18.6,388.65,13.0,22.017783138474158,21.1
243,1.0,0.1403,22.0,5.86,0,0.431,6.487,13.0,7.3967,7,330,19.1,396.28,5.9,24.399508424146394,24.4
246,1.0,0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,30.601293215588818,32.5
247,1.0,4.668830000000002,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01,13.026070120927992,12.7
250,1.0,0.5401100000000001,20.0,3.97,0,0.647,7.2029999999999985,81.8,2.1121,5,264,13.0,392.8,9.59,34.23628576085399,33.8
252,1.0,0.02763,75.0,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32,30.831307536791773,30.8
262,1.0,0.28392,0.0,7.38,0,0.493,5.707999999999998,74.3,4.7211,5,287,19.6,391.13,11.74,19.66039878057688,18.5
263,1.0,0.23912,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92,21.274258347498694,21.2
264,1.0,8.20058,0.0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2,3.5,16.94,13.23446100753524,13.5
267,1.0,0.06663999999999999,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,30.42437385588808,29.4
270,1.0,0.62976,0.0,8.14,0,0.5379999999999999,5.949,61.8,4.7075,4,307,21.0,396.9,8.26,19.888632455872724,20.4
274,1.0,5.82401,0.0,18.1,0,0.532,6.242000000000001,64.7,3.4242,24,666,20.2,396.9,10.74,23.200600258426938,23.0
277,1.0,0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,27.957085971631194,28.7
282,1.0,12.8023,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79,11.49182860011541,10.8
