,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
258,1.0,9.4,2.9,5.5,2.2,5.0,1.7,1.19,9.962,3.12,6.8999999999999995,10.3,4.0461963275797075,4
260,1.0,8.4,2.2,2.8000000000000003,18.8,2.8000000000000003,5.5,1.3,9.98,2.96,3.5,11.6,5.065540566620257,5
339,1.0,6.0,1.4000000000000001,3.7,1.2,3.2,6.3,1.48,9.9185,3.32,4.4,11.2,5.015160257585734,5
530,1.0,6.3,6.0,4.4,11.0,5.0,5.0,2.45,9.972,3.19,5.699999999999999,9.3,4.014787304720869,4
637,1.0,6.4,3.1,3.1,12.9,4.5,5.5,1.61,9.9546,3.02,5.8999999999999995,10.2,4.987486612959771,5
786,1.0,6.5,4.8,0.2,0.9,4.3,3.2,0.99,9.922600000000001,3.14,4.699999999999999,9.8,4.036377608162383,4
826,1.0,5.0,6.1,1.2,1.3,0.9000000000000001,6.5,1.0,9.874,3.26,3.7,13.5,5.020478247183547,5
845,1.0,6.6,3.3000000000000003,3.2,15.6,5.4,6.2,2.27,9.9734,3.25,5.6000000000000005,10.4,4.950936860558528,5
894,1.0,9.2,3.5,3.9000000000000004,0.9,4.2,1.5,0.61,9.924,2.96,2.8000000000000003,10.4,4.01698071249686,4
912,1.0,6.9,2.6,4.9,1.6,5.800000000000001,3.9,1.66,9.965,3.65,5.2,9.4,3.9691316721392695,4
952,1.0,7.4,2.7,2.8000000000000003,1.8,4.0,4.5,1.21,9.904300000000001,3.02,4.0,11.9,4.958627072695634,5
1009,1.0,8.0,3.7,3.1,4.7,3.8,0.3,1.27,9.9186,2.9,7.199999999999999,12.1,4.955128759831666,5
1052,1.0,7.1,2.3000000000000003,2.8000000000000003,1.9,4.6,3.3,1.03,9.8997,3.12,3.1,12.0,5.024754856851587,5
1094,1.0,6.9,1.7000000000000002,2.5,1.6,4.7,3.4,1.32,9.914,3.16,4.8,11.4,5.002678639593711,5
1098,1.0,6.0,1.4000000000000001,3.7,1.2,3.2,6.3,1.48,9.9185,3.32,4.4,11.2,5.015160257585734,5
1111,1.0,6.6,3.5,3.4000000000000004,4.9,3.2,0.9,1.25,9.9253,3.32,8.100000000000001,12.0,5.062309766980718,5
1152,1.0,7.5,1.7000000000000002,3.4000000000000004,1.4,3.5000000000000004,1.3,1.02,9.918,3.05,7.4,11.0,5.008861285274037,5
1326,1.0,6.9,2.3000000000000003,3.2,16.4,4.5,6.2,1.53,9.972,3.22,4.2,10.5,5.034724125363169,5
1529,1.0,5.8,2.8000000000000003,2.7,2.6,5.4,3.0,1.56,9.914,3.53,4.2,12.4,5.01896886502152,5
1547,1.0,6.6,2.2,3.4000000000000004,11.6,5.0,5.9,1.4,9.9526,3.22,4.0,10.8,5.0029187728484885,5
1767,1.0,7.4,4.5,3.2,7.1,4.3999999999999995,1.7,1.17,9.962,3.32,4.1,10.4,3.9511410890135323,4
1964,1.0,7.2,1.3,4.6000000000000005,1.3,4.3999999999999995,4.8,1.11,9.9127,2.97,4.5,11.1,5.003204426584489,5
1983,1.0,8.6,3.5999999999999996,2.6,11.1,3.0,4.35,1.71,9.948,3.03,4.9,12.0,4.907878583082322,5
2067,1.0,9.0,3.8,5.300000000000001,2.1,10.2,1.9,0.76,9.9001,2.93,5.699999999999999,12.9,4.988770737159882,5
2176,1.0,9.2,2.2,4.0,2.4,5.4,1.8,1.51,9.952,3.04,4.6000000000000005,9.3,4.0541078403722395,4
2326,1.0,6.4,3.1,3.1,12.9,4.5,5.5,1.61,9.9546,3.02,5.8999999999999995,10.2,4.987486612959771,5
2328,1.0,7.9,2.0,3.9000000000000004,1.0,4.1000000000000005,3.7,1.54,9.9093,3.08,4.3,11.9,4.982809001496548,5
2364,1.0,7.6,1.9,4.1,1.1,4.0,3.8,1.43,9.907,2.92,4.2,11.4,4.9609760925579,5
2464,1.0,6.9,1.9,3.8,1.15,2.3,3.0,1.05,9.9047,3.11,3.8,11.4,4.9528998932257196,5
2475,1.0,6.0,2.1,3.0,8.7,3.6000000000000005,4.7,1.27,9.9368,3.18,3.9000000000000004,10.6,4.986280996828384,5
2685,1.0,6.0,2.1,3.0,8.7,3.6000000000000005,4.7,1.27,9.9368,3.18,3.9000000000000004,10.6,4.986280996828384,5
2901,1.0,5.9,2.6,2.4,2.4,4.6,2.7,1.32,9.9234,3.63,7.3,11.3,5.021383485996523,5
3081,1.0,7.7,1.7999999999999998,5.300000000000001,1.2,4.1000000000000005,4.2,1.67,9.908,3.11,4.4,11.9,5.0960742112118,5
3135,1.0,7.1,2.8000000000000003,3.5,3.5,2.8000000000000003,3.5,0.91,9.9022,2.96,3.3000000000000003,12.1,5.015270429625872,5
3186,1.0,8.8,1.9,3.0,5.0,2.8000000000000003,3.4,1.2,9.924199999999999,2.94,4.699999999999999,11.2,4.949745147206158,5
3394,1.0,7.2,3.4000000000000004,3.4000000000000004,12.6,4.8,0.7,0.41,9.942,3.19,4.0,11.7,4.916871691873524,5
3552,1.0,7.6,1.9,4.1,1.1,4.0,3.8,1.43,9.907,2.92,4.2,11.4,4.9609760925579,5
3564,1.0,7.1,2.6,3.2,16.2,4.3999999999999995,3.1,1.7,9.9644,3.17,3.7,11.2,5.05326291992202,5
3601,1.0,6.4,1.7999999999999998,7.4,11.9,4.6,5.4,1.68,9.978,3.58,6.800000000000001,10.1,4.938029246607584,5
3650,1.0,6.9,2.0,4.0,7.7,3.2,5.1,1.76,9.939,3.22,2.7,11.4,4.914767952110452,5
3821,1.0,8.0,6.6000000000000005,7.199999999999999,17.55,4.2,6.2,2.33,9.999,2.92,6.800000000000001,9.4,4.033574369663,4
3843,1.0,6.4,2.2,3.0,11.2,4.6,5.3,1.49,9.947899999999999,3.21,3.4000000000000004,10.8,4.989504690035972,5
4139,1.0,7.3,4.9,3.2,5.2,4.3,1.8,1.04,9.952,3.24,4.5,10.7,3.942974683140733,4
4251,1.0,9.1,5.8999999999999995,3.8,1.6,6.6000000000000005,3.4,1.82,9.968,3.23,3.8,8.5,3.003098462277734,3
4262,1.0,9.3,2.0,3.3000000000000003,1.7,5.0,2.8,1.78,9.953999999999999,3.16,4.3,9.0,4.000455496314499,4
