,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
7,1.0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17.326031874356797,17
14,1.0,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815,11.69171969738333,11
26,1.0,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10.195820135631102,10
30,1.0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,8.806124135271407,9
36,1.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045,8.265509354887318,9
47,1.0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13.895897307346154,13
52,1.0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,8.791703510452734,9
65,1.0,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,16.044602562813324,17
84,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,15.511778275037901,17
99,1.0,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11.044934843097117,11
106,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9.76687043792808,9
112,1.0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14.50771050443858,14
120,1.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,15.348677054499072,16
125,1.0,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20.284505579269258,20
129,1.0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10.546598512042497,10
146,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,12.767577175621362,14
157,1.0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,13.053806014350208,12
164,1.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,13.215145390262851,14
166,1.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10.84920646827324,10
169,1.0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18.16324576709707,18
171,1.0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,13.257232779849504,14
176,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,15.897713911772293,17
177,1.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13.935642091331516,13
178,1.0,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,12.04422956485683,13
190,1.0,0.67,0.55,0.155,1.5659999999999998,0.858,0.339,0.354,10.00008292220892,10
193,1.0,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18.72845871700207,18
195,1.0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,18.060767219826058,19
204,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,8.943549802768507,10
205,1.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11.958884560420762,11
218,1.0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,15.114067466718334,14
223,1.0,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13.025722589406021,13
239,1.0,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,12.547413927377796,14
248,1.0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14.653821806339018,14
249,1.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,10.760750866845507,12
252,1.0,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,14.079077081707792,13
270,1.0,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,9.885070741178435,11
288,1.0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,16.574915938628294,17
291,1.0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,19.009926449178803,20
297,1.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,12.231202922709258,13
307,1.0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,13.699134219206698,15
309,1.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,13.980929214733093,15
