,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
12,1.0,0.0,1.0,0.505,0.41,0.125,0.642,0.289,0.133,0.155,8.73093863440372,9.0
22,1.0,0.0,0.0,0.475,0.36,0.145,0.6325,0.2825,0.13699999999999998,0.19,8.208138060688013,8.0
26,1.0,1.0,0.0,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,7.937559913640198,8.0
30,1.0,0.0,0.0,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8.063482779383891,8.0
41,1.0,0.0,1.0,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10.362360206362517,10.0
56,1.0,1.0,0.0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,9.982791151418686,10.0
58,1.0,1.0,0.0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10.024707798383426,10.0
63,1.0,0.0,0.0,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,8.62159277025155,9.0
66,1.0,1.0,0.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,10.848294730836688,11.0
70,1.0,0.0,0.0,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,6.887355215245661,7.0
75,1.0,0.0,1.0,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10.059181461265963,10.0
96,1.0,0.0,0.0,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037000000000000005,6.1145204808127085,6.0
115,1.0,1.0,0.0,0.66,0.53,0.17,1.3259999999999998,0.519,0.2625,0.44,12.583528102037672,13.0
120,1.0,1.0,0.0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11.199949753525782,11.0
122,1.0,1.0,0.0,0.63,0.485,0.185,1.167,0.5479999999999999,0.2485,0.34,10.223309983693264,10.0
128,1.0,1.0,0.0,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11.122387836552646,11.0
151,1.0,0.0,0.0,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6.104782444957396,6.0
163,1.0,0.0,0.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,8.944821272536814,9.0
165,1.0,0.0,1.0,0.38,0.235,0.1,0.258,0.1055,0.054000000000000006,0.08,7.281520637627607,7.0
169,1.0,0.0,1.0,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11.051253882005257,11.0
175,1.0,1.0,0.0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,10.799740835622359,11.0
177,1.0,0.0,0.0,0.475,0.355,0.115,0.5195,0.279,0.08800000000000001,0.1325,6.959878154836029,7.0
182,1.0,0.0,1.0,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,7.961997251432219,8.0
189,1.0,1.0,0.0,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925,10.030447177057761,10.0
202,1.0,0.0,1.0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11.455443071039367,11.0
208,1.0,0.0,1.0,0.65,0.525,0.19,1.3685,0.5975,0.29600000000000004,0.4,11.382783332002212,11.0
214,1.0,0.0,0.0,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,5.9170087636258755,6.0
216,1.0,0.0,1.0,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,9.851171844681147,10.0
217,1.0,1.0,0.0,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10.36954719462627,10.0
218,1.0,0.0,1.0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,8.799150429360783,9.0
219,1.0,0.0,1.0,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,9.62713167808141,10.0
234,1.0,0.0,0.0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5.21705398341786,5.0
236,1.0,0.0,1.0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10.104665173913512,10.0
257,1.0,1.0,0.0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,5.983201218290956,6.0
265,1.0,1.0,0.0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,10.602749373146182,11.0
276,1.0,1.0,0.0,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,9.630417684207845,10.0
281,1.0,0.0,0.0,0.575,0.44,0.15,0.983,0.486,0.215,0.239,7.929203652446944,8.0
286,1.0,0.0,1.0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8.327306694041429,8.0
290,1.0,0.0,0.0,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,5.879110971101337,6.0
301,1.0,0.0,1.0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,8.804913203606848,9.0
302,1.0,0.0,1.0,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425,11.446005381274063,12.0
306,1.0,0.0,0.0,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.093,7.0313471746998735,7.0
307,1.0,0.0,1.0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,9.994150002102685,10.0
313,1.0,1.0,0.0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10.260688808898124,10.0
314,1.0,1.0,0.0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16.649635848284618,16.0
317,1.0,0.0,0.0,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,8.971992301206642,9.0
