,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
27,1.0,0.0,0.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9.402982875484314,9.0
86,1.0,1.0,0.0,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,18.856841651644842,19.0
110,1.0,0.0,1.0,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,17.253146088875702,18.0
132,1.0,0.0,1.0,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,20.533638186045067,21.0
136,1.0,1.0,0.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15.472818137783102,15.0
193,1.0,0.0,0.0,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,12.790332169753938,13.0
259,1.0,1.0,0.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24,19.310682488550476,19.0
325,1.0,1.0,0.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16.44934285491914,16.0
326,1.0,1.0,0.0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,17.91806709329123,18.0
350,1.0,0.0,1.0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16.35988190825624,16.0
356,1.0,1.0,0.0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17.106212234986096,17.0
450,1.0,1.0,0.0,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23.08901779440211,23.0
511,1.0,0.0,1.0,0.74,0.535,0.185,1.65,0.7340000000000001,0.4505,0.335,13.360224925370511,13.0
577,1.0,0.0,1.0,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15.280448381534804,15.0
667,1.0,1.0,0.0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17.557865055378247,17.0
695,1.0,0.0,0.0,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13.178177558856914,13.0
736,1.0,1.0,0.0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15.613131150116928,15.0
761,1.0,0.0,1.0,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18.369242259562164,18.0
765,1.0,0.0,1.0,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,12.578069798898284,13.0
797,1.0,0.0,1.0,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,14.276735324131112,15.0
849,1.0,0.0,1.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16.17647283437245,16.0
888,1.0,1.0,0.0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12.23030260003873,12.0
955,1.0,0.0,1.0,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19.42002684243527,19.0
