,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
460,1.0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,10.893347852711768,12.0
474,1.0,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19.644959252621273,19.0
571,1.0,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23.214122602092864,23.0
800,1.0,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19.234035739458484,19.0
1247,1.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16.009825352351072,16.0
1328,1.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,16.873849270696667,17.0
1388,1.0,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,22.795453584670092,23.0
2224,1.0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19.420971753971084,19.0
2245,1.0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,25.94377131177225,26.0
2331,1.0,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,19.748237514491322,20.0
2418,1.0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21.250302768294706,21.0
2537,1.0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,22.929369587584915,23.0
2627,1.0,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19.04747573988831,19.0
2664,1.0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,17.520499035200363,18.0
2904,1.0,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18.11871917959457,18.0
2936,1.0,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,21.753828385234954,22.0
3162,1.0,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,21.969175700891167,22.0
3266,1.0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18.170362473807685,18.0
