,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
264,1.0,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26,18.94971473657452,19.0
292,1.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15.111847013860313,15.0
448,1.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,10.934663796908051,11.0
750,1.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,15.807979327120382,16.0
776,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,15.833195761955924,16.0
786,1.0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,14.986600907968409,15.0
968,1.0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,22.856185296583547,23.0
1271,1.0,0.525,0.41,0.175,0.8740000000000001,0.3585,0.207,0.205,17.488224261301088,18.0
1287,1.0,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22.351782238892724,22.0
1288,1.0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18.3261521552334,18.0
1364,1.0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11.265820801388815,11.0
1404,1.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19.26460402374796,19.0
1789,1.0,0.585,0.455,0.125,1.027,0.391,0.212,0.25,16.838527390782083,17.0
1901,1.0,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,16.48800445664631,17.0
2046,1.0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20.425561308950083,20.0
2061,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,13.722342396266113,14.0
2081,1.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,19.892259793347332,20.0
2110,1.0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,8.866178653174996,9.0
2284,1.0,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17.130810844222296,17.0
2356,1.0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14.162647782847413,14.0
2433,1.0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12.300206833712451,12.0
3249,1.0,0.485,0.38,0.14,0.6729999999999999,0.2175,0.13,0.195,18.28019509591154,18.0
3333,1.0,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14.021860162827304,14.0
3350,1.0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19.30875315035646,19.0
3425,1.0,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15.38225903180672,15.0
3428,1.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,22.952216452878762,23.0
3729,1.0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,17.909359154785967,18.0
3755,1.0,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,18.772198016954476,19.0
