,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
4,1.0,0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76,45.78031765139069,45.4
6,1.0,1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32,50.545000202571266,50.0
8,1.0,0.06047,0.0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,30.230034284739464,29.6
11,1.0,0.31533,0.0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,44.996630304643794,44.8
34,1.0,0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,34.8966568498145,35.4
48,1.0,0.01538,90.0,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11,43.252668174215586,44.0
60,1.0,0.0136,75.0,4.0,0,0.41,5.888,47.6,7.3197,3,469,21.1,396.9,14.8,17.771517749626316,18.9
74,1.0,0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35,20.7192301261742,20.1
107,1.0,0.80271,0.0,8.14,0,0.5379999999999999,5.456,36.6,3.7965,4,307,21.0,288.99,11.69,20.467063260488718,20.2
134,1.0,0.1265,25.0,5.13,0,0.453,6.7620000000000005,43.4,7.9809,8,284,19.7,395.58,9.5,25.77605807892641,25.0
139,1.0,0.61154,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264,13.0,389.7,5.12,50.92987929997549,50.0
161,1.0,0.25199,0.0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06,22.07286418104571,22.5
173,1.0,0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264,13.0,384.54,7.44,48.84220384820063,50.0
174,1.0,11.9511,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666,20.2,332.09,12.13,27.938537632119,27.9
199,1.0,14.4383,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666,20.2,179.36,19.78,27.62111341498231,27.5
206,1.0,0.06888,0.0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,34.02990135030031,36.2
207,1.0,0.08221,22.0,5.86,0,0.431,6.957000000000002,6.8,8.9067,7,330,19.1,386.09,3.53,29.321461877512274,29.6
245,1.0,0.09068,45.0,3.44,0,0.4370000000000001,6.9510000000000005,21.5,6.4798,5,398,15.2,377.68,5.1,37.646018210008975,37.0
251,1.0,0.06211000000000001,40.0,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98,23.412080318904952,22.9
256,1.0,0.0795,60.0,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49,23.490708376171607,24.1
265,1.0,0.08187,0.0,2.89,0,0.445,7.82,36.9,3.4952,2,276,18.0,393.53,3.57,42.112613630446866,43.8
280,1.0,0.06588,0.0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,40.54679475581267,39.8
304,1.0,0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,48.7265450776064,48.5
332,1.0,0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,24.99367644056334,24.5
334,1.0,1.83377,0.0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92,49.4549997974292,50.0
382,1.0,3.77498,0.0,18.1,0,0.655,5.952000000000001,84.7,2.8715,24,666,20.2,22.01,17.15,18.968995365814592,19.0
388,1.0,0.33983,22.0,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,23.99738662358551,24.3
411,1.0,1.22358,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,40.64938965951564,41.3
412,1.0,5.29305,0.0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76,22.996207652768348,23.2
418,1.0,0.0315,95.0,1.47,0,0.403,6.975,15.3,7.6534,3,402,17.0,396.9,4.56,35.28497734699087,34.9
429,1.0,0.5201399999999999,20.0,3.97,0,0.647,8.398,91.5,2.2885,5,264,13.0,386.86,5.91,48.20643756700936,48.8
437,1.0,0.97617,0.0,21.89,0,0.624,5.7570000000000014,98.4,2.346,4,437,21.2,262.76,17.31,15.99199063593873,15.6
450,1.0,0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,43.99533707454323,42.3
