,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
10,1.0,0.06724,0.0,3.24,0,0.46,6.332999999999998,17.2,5.2146,4,430,16.9,375.21,7.34,22.406033663708058,22.6
12,1.0,0.04544,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,19.927834474686964,19.8
28,1.0,0.08199,0.0,13.92,0,0.4370000000000001,6.009,42.3,5.5027,4,289,16.0,396.9,10.4,21.909395828669965,21.7
30,1.0,8.792119999999999,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16,11.257936999878705,11.7
31,1.0,0.77299,0.0,8.14,0,0.5379999999999999,6.495,94.4,4.4547,4,307,21.0,387.94,12.8,17.98308003141748,18.4
39,1.0,13.9134,0.0,18.1,0,0.713,6.207999999999998,95.0,2.2222,24,666,20.2,100.63,15.17,12.415755664098391,11.7
50,1.0,0.10612,30.0,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4,20.405085783711957,20.1
51,1.0,0.12744,0.0,6.91,0,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84,26.73362639851198,26.6
52,1.0,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07,26.125831972908845,24.8
53,1.0,0.12802,0.0,8.56,0,0.52,6.474,97.1,2.4329,5,384,20.9,395.24,12.27,19.708331446679708,19.8
56,1.0,0.03738,0.0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,21.00386025599778,20.7
57,1.0,0.10084,0.0,10.01,0,0.547,6.715,81.6,2.6775,6,432,17.8,395.59,10.16,22.786793128667444,22.8
59,1.0,0.17134000000000002,0.0,10.01,0,0.547,5.928,88.2,2.4631,6,432,17.8,344.91,15.76,17.402288290889356,18.3
66,1.0,0.09849,0.0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,379.38,17.58,18.552545683659993,18.8
67,1.0,0.04932,33.0,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53,27.908896074989496,28.2
70,1.0,10.0623,0.0,18.1,0,0.584,6.832999999999998,94.3,2.0882,24,666,20.2,81.33,19.69,14.456451077716427,14.1
72,1.0,0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51,21.154983416005624,20.6
75,1.0,0.11504,0.0,2.89,0,0.445,6.1629999999999985,69.6,3.4952,2,276,18.0,391.83,11.34,21.895536493651907,21.4
76,1.0,0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9,22.443280068383565,21.6
78,1.0,0.07022,0.0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,22.783280243750266,23.2
85,1.0,0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,22.687799896103172,23.1
87,1.0,0.11069,0.0,13.89,1,0.55,5.9510000000000005,93.8,2.8893,5,276,16.4,396.9,17.92,21.123172014896184,21.5
94,1.0,0.17171,25.0,5.13,0,0.453,5.966,93.4,6.8185,8,284,19.7,378.08,14.44,16.007071573102035,16.0
97,1.0,1.34284,0.0,19.58,0,0.605,6.066,100.0,1.7573,5,403,14.7,353.89,6.43,23.9292448687546,24.3
98,1.0,10.233,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03,14.125674068502466,14.6
100,1.0,0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36,22.59519399155162,23.1
103,1.0,8.24809,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74,17.83147137671522,17.8
108,1.0,7.022589999999999,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7,13.777774708369076,14.2
111,1.0,9.33889,0.0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,60.72,24.08,10.120996264839627,9.5
118,1.0,0.08447,0.0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,22.7973499948156,22.6
121,1.0,0.16211,20.0,6.96,0,0.464,6.24,16.3,4.4289999999999985,3,223,18.6,396.9,6.59,25.225843425691398,25.2
122,1.0,0.11027,25.0,5.13,0,0.453,6.456,67.8,7.2255,8,284,19.7,396.9,6.73,21.27207873240346,22.2
128,1.0,0.65665,20.0,3.97,0,0.647,6.8420000000000005,100.0,2.0107,5,264,13.0,391.93,6.9,29.156602302177074,30.1
135,1.0,0.09512,0.0,12.83,0,0.4370000000000001,6.2860000000000005,45.0,4.5026,5,398,18.7,383.23,8.94,21.489296147453956,21.4
143,1.0,0.05425,0.0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,25.093806335749743,24.6
146,1.0,0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1,315,16.4,392.89,6.57,21.448035965107046,21.9
149,1.0,0.06262999999999999,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,9.67,22.117040686346225,22.4
150,1.0,0.03502,80.0,4.95,0,0.411,6.8610000000000015,27.9,5.1167,4,245,19.2,396.9,3.33,29.25779801974011,28.5
156,1.0,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14,23.65868893429944,23.2
169,1.0,0.053020000000000005,0.0,3.41,0,0.489,7.079,63.1,3.4145,2,270,17.8,396.06,5.7,27.56673392201722,28.7
177,1.0,0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,28.017979968595263,29.1
194,1.0,0.08387,0.0,12.83,0,0.4370000000000001,5.874,36.6,4.5026,5,398,18.7,396.06,9.1,20.224807672062678,20.3
204,1.0,0.06617,0.0,3.24,0,0.46,5.8679999999999986,25.8,5.2146,4,430,16.9,382.44,9.97,19.48908887306071,19.3
