,y_predicted,y_actual,Relative Error
802,5.144816411559077,5,0.02896328231181542
2618,5.149848860855656,5,0.029969772171131125
2967,5.08835597892849,5,0.017671195785698045
1970,4.8425898902859785,5,0.03148202194280429
412,4.2289704970379205,4,0.057242624259480124
1406,5.013157134992127,5,0.002631426998425468
3025,4.793853594003195,5,0.04122928119936091
1749,5.819869032782265,6,0.03002182786962256
1699,5.212667000946567,5,0.0425334001893134
1676,4.916706657882997,5,0.016658668423400514
4152,5.153629151160004,5,0.030725830232000817
2879,5.845230499963861,6,0.025794916672689776
1455,4.877490142704573,5,0.024501971459085326
4332,5.028845200672691,5,0.0057690401345382725
2791,4.819063477427051,5,0.03618730451458987
2479,4.946657350060661,5,0.010668529987867714
3070,4.858075301201694,5,0.028384939759661165
3301,5.847283636426027,6,0.02545272726232876
1436,5.05817839411057,5,0.01163567882211396
1011,5.063536306652821,5,0.012707261330564278
4161,4.878793996079537,5,0.024241200784092597
1119,5.07033490860951,5,0.014066981721902039
2571,4.932244296125788,5,0.013551140774842452
2520,5.800248802133524,6,0.03329186631107935
2365,4.90926737654388,5,0.01814652469122393
4316,6.050067839823953,6,0.008344639970658818
513,5.861476697088392,6,0.023087217151934663
1456,5.153629151160004,5,0.030725830232000817
1685,5.299792687071175,5,0.05995853741423503
3628,5.235898202846215,5,0.04717964056924302
2579,4.85308173548691,5,0.029383652902617997
1069,5.05817839411057,5,0.01163567882211396
1386,4.982869406123967,5,0.0034261187752065323
428,5.28013541306936,5,0.056027082613871924
3851,5.188064635639648,5,0.03761292712792965
2942,5.117354779700406,5,0.02347095594008124
3545,4.975271176722771,5,0.004945764655445828
718,4.928693417210724,5,0.014261316557855253
3789,5.8286667996661095,6,0.028555533388981758
3849,5.813903875923415,6,0.031016020679430767
1836,4.885847295483984,5,0.0228305409032032
331,4.179721469845276,4,0.044930367461319065
2388,5.867096707928596,6,0.02215054867856736
3820,4.950312946093192,5,0.009937410781361677
4067,4.967261312447732,5,0.006547737510453544
4061,4.818141401127832,5,0.036371719774433584
1573,5.8917566355869155,6,0.018040560735514077
1130,4.20561522348558,4,0.051403805871395036
3286,4.958839011070012,5,0.008232197785997642
251,5.0804739271340225,5,0.01609478542680449
3928,4.848457936883904,5,0.03030841262321928
3999,5.026976359329495,5,0.0053952718658990765
1760,5.006418669850348,5,0.0012837339700695338
2891,4.837669937064675,5,0.03246601258706505
4377,5.1510338357600745,5,0.03020676715201489
2106,5.185492237203107,5,0.037098447440621386
1044,4.997607898446574,5,0.0004784203106851237
169,6.182266209394584,6,0.030377701565763953
160,5.830552369128014,6,0.02824127181199761
3310,5.054348475398768,5,0.010869695079753683
2842,5.814732153110498,6,0.030877974481583692
2749,5.077628706476872,5,0.015525741295374474
3642,6.214049009115655,6,0.03567483485260917
564,5.164528808387587,5,0.032905761677517374
413,5.806076784093307,6,0.032320535984448874
3330,6.141907885715256,6,0.02365131428587593
3511,5.062845131362025,5,0.012569026272404926
437,4.976363932985947,5,0.004727213402810548
3362,4.993597036950234,5,0.0012805926099531463
3258,4.916106434361154,5,0.01677871312776915
1484,5.045992742280248,5,0.009198548456049593
4012,5.045762568875091,5,0.009152513775018179
2383,5.213357750224191,5,0.042671550044838115
1902,4.936371284174072,5,0.012725743165185576
30,4.85726202803275,5,0.028547594393450025
275,5.043464501663692,5,0.008692900332738418
2028,4.856779695542201,5,0.028644060891559776
4319,4.856779695542201,5,0.028644060891559776
2553,4.266570177965349,4,0.06664254449133722
1854,4.918230495410484,5,0.016353900917903275
517,4.939839143282995,5,0.012032171343400932
2107,4.9198976072930805,5,0.016020478541383908
3513,4.923535489210991,5,0.015292902157801791
4209,5.806076784093307,6,0.032320535984448874
2169,6.097034156934882,6,0.01617235948914697
4050,5.912678811030389,6,0.014553531494935138
139,4.166591472226003,4,0.04164786805650067
443,3.9682030210632036,4,0.007949244734199112
46,4.873982356517985,5,0.025203528696403056
1724,4.978879288665468,5,0.004224142266906483
3573,5.296250256204075,5,0.05925005124081508
1945,5.833112728108489,6,0.02781454531525185
3461,4.967468076695297,5,0.006506384660940512
3991,4.950390732325559,5,0.009921853534888215
608,5.125674076344126,5,0.02513481526882515
2599,5.1828713901699075,5,0.0365742780339815
1850,5.014820558555215,5,0.0029641117110429604
148,5.007239919452758,5,0.0014479838905515408
276,5.070541926902678,5,0.014108385380535538
4265,4.898172659011351,5,0.020365468197729795
2897,5.154924995926876,5,0.030984999185375273
1169,4.848203584035048,5,0.03035928319299046
2594,5.238477733830365,5,0.047695546766072995
434,5.287311354385224,5,0.05746227087704483
1273,5.240922639447945,5,0.048184527889588935
2417,5.200036666181461,5,0.0400073332362922
2707,4.911058461886796,5,0.017788307622640786
3922,4.850272386377753,5,0.029945522724449346
3836,5.84440611090497,6,0.02593231484917169
2626,5.127142929451935,5,0.02542858589038701
1698,5.209571235090266,5,0.04191424701805317
3606,4.919668829940434,5,0.01606623401191314
2596,4.865710309066117,5,0.026857938186776665
3565,4.895150596360878,5,0.020969880727824373
3740,4.900608943981922,5,0.019878211203615593
2592,4.9611823528721,5,0.0077635294255799184
3508,4.815684981852115,5,0.03686300362957695
1984,5.267904494558707,5,0.053580898911741316
3111,5.8159191045166665,6,0.03068014924722225
2401,4.936592106540161,5,0.012681578691967843
1920,5.889625729289548,6,0.018395711785075264
1859,4.9290134906650565,5,0.014197301866988709
2076,5.833096037831723,6,0.02781732702804618
2821,5.843733965379556,6,0.02604433910340731
2057,6.040286520626893,6,0.006714420104482126
41,4.997606716444892,5,0.00047865671102158557
2817,4.982184846926373,5,0.0035630306147254485
772,4.819441058206564,5,0.036111788358687134
2194,4.857370445993894,5,0.028525910801221244
2145,4.978420033196585,5,0.004315993360683024
532,5.153629151160004,5,0.030725830232000817
976,4.854330202697923,5,0.029133959460415325
2134,5.027821680024147,5,0.005564336004829329
1494,4.9830025158539115,5,0.0033994968292176964
3933,4.995290075846299,5,0.000941984830740239
1211,5.1969028724624025,5,0.03938057449248049
3113,4.836666773845025,5,0.03266664523099507
1566,5.059632787492944,5,0.011926557498588864
1644,4.942435617640257,5,0.01151287647194863
22,4.966544459156381,5,0.006691108168723758
2041,5.041804821379458,5,0.008360964275891548
2857,5.0696555175242395,5,0.013931103504847896
1278,5.771649492615353,6,0.03805841789744117
1866,5.024564056094988,5,0.0049128112189976035
782,4.952672145832992,5,0.00946557083340167
2534,5.1125538790414,5,0.02251077580827996
4060,5.232548433544366,5,0.04650968670887323
4035,5.952189346341129,6,0.007968442276478527
1932,4.218839347321449,4,0.054709836830362235
3083,4.078400884756206,4,0.01960022118905158
1541,5.793502266747652,6,0.03441628887539139
2168,5.027821680024147,5,0.005564336004829329
2559,4.8296343192246525,5,0.0340731361550695
2040,5.150790409465628,5,0.030158081893125653
2527,4.91017670011297,5,0.017964659977405973
1818,5.208141880760962,5,0.04162837615219246
2335,4.882039733239935,5,0.023592053352012955
3237,5.067976624212207,5,0.013595324842441414
1024,5.835709533867032,6,0.027381744355494675
2238,4.96023424321578,5,0.007953151356844046
429,4.853403042194117,5,0.029319391561176644
