,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
0,1.0,7.4,4.4,2.0,11.5,4.9,4.4,1.57,9.98,3.27,4.4,9.0,5.206754129683802,5
1,1.0,7.1,2.5,3.1,2.3,5.0,3.2,1.56,9.914,3.14,5.1,11.4,6.130209913395063,6
2,1.0,6.8,2.8000000000000003,4.4,9.3,3.1,3.5,1.37,9.946,3.16,3.5999999999999996,10.4,5.874308767992034,6
3,1.0,6.4,2.9,5.699999999999999,1.0,6.0,1.5,1.2,9.924,3.06,4.1,9.5,5.138545990320424,5
4,1.0,7.8,4.3,4.9,13.0,3.3000000000000003,3.7,1.58,9.955,3.14,3.5,11.3,5.997164212260145,6
8,1.0,7.2,2.4,2.9,3.0,3.6000000000000005,1.7,1.17,9.9411,3.36,6.800000000000001,10.1,5.81175190097386,6
15,1.0,7.7,3.8,4.0,2.0,3.8,2.8,1.52,9.906,3.18,3.2,12.9,6.194392620973346,6
18,1.0,7.0,2.0,4.9,5.9,3.8,3.9,1.28,9.938,3.21,4.8,10.8,6.109599904462726,6
20,1.0,7.1,1.7999999999999998,3.9000000000000004,15.25,4.7,4.5,1.58,9.9946,3.34,7.7,9.1,6.118823141535515,6
23,1.0,6.3,2.4,2.2,11.9,5.0,6.5,1.79,9.9659,3.06,5.8,9.3,5.859715791300516,6
28,1.0,6.4,1.7999999999999998,3.2,9.6,5.2,2.4,0.9,9.963,3.35,4.9,9.4,5.801761016934989,6
31,1.0,6.4,1.9,3.5,10.2,4.3,4.0,1.06,9.9632,3.16,5.0,9.7,5.855828618871939,6
35,1.0,6.6,3.0,2.5,8.0,3.6000000000000005,2.1,1.24,9.9362,3.06,3.8,10.8,5.845343575526087,6
36,1.0,7.7,3.9000000000000004,3.0,5.2,3.7000000000000006,2.9,1.31,9.943,3.38,4.4,11.0,5.76486944339932,6
37,1.0,7.2,3.3000000000000003,3.4000000000000004,2.0,4.3999999999999995,6.1,1.71,9.8947,3.25,5.300000000000001,13.3,6.82237686489988,7
38,1.0,5.8,3.5999999999999996,3.2,1.7,3.3000000000000003,2.2,0.96,9.898,3.03,3.8,11.2,5.739541108509755,6
50,1.0,6.6,5.6000000000000005,2.2,8.9,3.4000000000000004,2.7,1.33,9.967500000000001,3.2,5.1,9.1,4.8654014931044,5
52,1.0,6.7,2.7,2.6,2.3,4.3,6.1,1.81,9.939400000000001,3.45,6.3,10.6,5.999397979840538,6
54,1.0,6.5,3.5999999999999996,3.1,13.55,5.3,2.0,1.13,9.9544,3.2,5.6000000000000005,11.0,6.1669327356569426,6
58,1.0,6.2,2.2,2.8000000000000003,2.2,4.0,2.4,1.25,9.917,3.19,4.8,10.5,5.871410306987656,6
60,1.0,7.2,2.3000000000000003,3.2,8.5,5.800000000000001,4.7,1.86,9.956,3.19,4.0,9.9,5.789329353388993,6
61,1.0,7.5,1.7999999999999998,3.1,6.5,2.9000000000000004,5.3,1.6,9.9276,3.03,3.8,10.9,6.249577749060535,6
63,1.0,7.5,2.3000000000000003,2.9,2.6,3.1,2.4,0.98,9.9194,3.0,5.4,10.9,5.9543346048398575,6
64,1.0,7.0,2.1,2.8000000000000003,8.6,4.5,3.7,2.21,9.953999999999999,3.25,5.4,10.4,6.09011564041846,6
73,1.0,5.6,2.9,0.5,0.8,3.8,1.1,0.3,9.924,3.36,3.5,9.2,5.177089147463619,5
74,1.0,6.2,2.1,1.7999999999999998,11.6,4.3999999999999995,6.1,1.55,9.9655,3.14,5.2,9.4,5.91064930699973,6
75,1.0,5.7,3.5999999999999996,3.4000000000000004,4.2,2.6,2.1,0.77,9.907,3.41,4.5,11.9,6.260923526020321,6
77,1.0,7.8,3.0,3.5999999999999996,4.6,2.4,2.0,1.98,9.9222,3.06,6.6000000000000005,11.9,6.307382100753017,6
79,1.0,6.8,3.1,2.5,10.5,4.3,3.0,1.65,9.972,3.36,5.5,10.55,5.899755947357761,6
84,1.0,8.2,2.6,3.3000000000000003,2.6,5.3,1.1,0.71,9.9402,2.89,4.9,9.5,5.188261283807421,5
86,1.0,9.0,2.6,3.4000000000000004,6.7,2.9000000000000004,2.1,1.62,9.9497,3.08,5.0,10.6,5.867142950013545,6
87,1.0,8.0,3.5999999999999996,3.9000000000000004,1.6,2.4,2.6,0.93,9.9116,3.15,4.9,11.9,6.037471952643699,6
92,1.0,5.5,6.2,3.3000000000000003,1.7,3.7000000000000006,2.4,1.18,9.8758,3.15,3.9000000000000004,13.55,6.108398553827072,6
95,1.0,6.6,1.7999999999999998,2.8000000000000003,1.7,4.1000000000000005,5.3,1.61,9.9207,3.13,4.5,10.2,5.876176096307518,6
98,1.0,7.2,3.2,3.0,8.25,2.0,1.4,1.04,9.9362,2.99,4.4,11.4,5.984290943509436,6
105,1.0,7.3,1.7999999999999998,2.9,1.0,3.6000000000000005,2.6,1.01,9.9,3.09,3.7,11.7,6.257475990701536,6
106,1.0,6.7,1.3,2.9,5.3,5.1,3.1,1.22,9.943999999999999,3.44,3.7,9.7,5.883299862122911,6
114,1.0,7.5,7.05,1.0,13.0,4.3999999999999995,4.4,2.14,9.9741,3.1,5.0,9.1,4.856776913840051,5
117,1.0,6.5,2.1,3.5,5.7,4.3,4.7,1.97,9.9392,3.24,5.0,10.1,5.94711979074944,6
118,1.0,6.5,3.7,3.0,2.2,3.3000000000000003,3.9,1.07,9.8894,3.22,5.300000000000001,13.5,6.732613929542126,7
119,1.0,5.4,2.05,1.6,12.55,5.1,3.1,1.15,9.9564,3.4,3.8,10.8,6.301463865100928,6
126,1.0,6.3,2.5,2.3000000000000003,14.9,3.9,4.7,1.42,9.9705,3.14,3.5,9.7,5.902067585808638,6
128,1.0,7.4,2.1,3.0,8.1,4.7,1.3,1.14,9.940999999999999,3.12,3.5,10.5,5.912983365049556,6
130,1.0,6.2,4.4,1.7999999999999998,7.7,9.6,2.8,2.1,9.9771,3.56,7.199999999999999,9.2,5.247624008039509,5
131,1.0,7.0,2.0,3.1,8.0,5.0,2.9,2.13,9.9596,3.28,5.699999999999999,10.4,6.006568335096105,6
136,1.0,7.0,2.1,2.8000000000000003,8.7,4.5,3.7,2.22,9.953999999999999,3.25,5.4,10.4,6.0974155972426445,6
142,1.0,5.6,2.5,1.9,2.4,4.9,4.2,1.66,9.92,3.25,4.3,10.4,5.8063748096368215,6
144,1.0,6.9,3.0,3.5999999999999996,0.9,3.7000000000000006,4.0,1.56,9.8968,3.08,3.5999999999999996,12.1,6.165239949789196,6
147,1.0,6.7,4.699999999999999,3.4000000000000004,8.9,4.3,3.1,1.72,9.963999999999999,3.22,6.0,9.2,5.194296743543433,5
150,1.0,7.0,3.9000000000000004,3.1,5.3,16.9,3.2,1.62,9.965,3.2,4.8,9.4,4.930578530216138,5
151,1.0,6.0,2.7,3.2,3.6,3.5000000000000004,3.6,1.33,9.9215,3.23,4.6000000000000005,10.8,5.941049719215485,6
152,1.0,6.5,2.7,2.6,8.2,4.2,2.1,1.33,9.9612,3.43,6.4,9.8,5.8173324842081655,6
154,1.0,5.8,3.0,3.8,4.9,3.9,2.2,0.86,9.8963,3.23,5.8,13.1,6.820888493662494,7
162,1.0,9.2,2.7,3.4000000000000004,10.5,4.3,4.9,2.28,9.974,3.04,4.1,10.4,5.816653237721312,6
164,1.0,6.1,3.8,2.0,6.6,3.3000000000000003,2.5,1.37,9.938,3.3,6.8999999999999995,10.4,5.859499846022587,6
170,1.0,6.5,2.4,2.9,8.2,4.3,3.2,1.56,9.9453,3.13,7.0,10.1,6.033798729183488,6
174,1.0,7.9,3.5,2.4,15.6,7.200000000000001,4.4,2.29,9.9785,3.03,5.8999999999999995,10.5,6.030394278329709,6
176,1.0,6.1,2.8000000000000003,2.4,19.95,7.400000000000001,3.2,1.74,9.9922,3.19,4.4,9.3,5.87225901211356,6
182,1.0,8.1,2.4,3.3000000000000003,10.2,4.8,4.6,1.41,9.972,3.16,4.8,10.3,5.898380065508704,6
185,1.0,7.1,2.1,3.3000000000000003,1.2,3.9,3.4,0.97,9.911200000000001,3.11,7.5,11.2,6.29476091084031,6
192,1.0,7.7,2.6,5.1,2.6,4.5,2.6,1.59,9.912600000000001,3.0,5.0,11.2,6.008302191247935,6
193,1.0,5.7,2.1,3.2,0.9,3.8,3.8,1.21,9.907399999999999,3.24,4.6000000000000005,10.6,5.9696633411765845,6
196,1.0,8.0,2.2,2.8000000000000003,14.0,5.3,8.3,1.97,9.981,3.14,4.5,9.8,6.097397766480228,6
198,1.0,6.4,2.5,3.3000000000000003,1.7,3.7000000000000006,3.5,1.13,9.9164,3.23,6.6000000000000005,10.6,6.024360879743227,6
200,1.0,6.0,2.6,1.5,1.2,5.3,3.5,1.24,9.9347,3.08,4.6000000000000005,8.8,5.068510183498361,5
