,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
5,1.0,7.0,1.2,2.9,10.3,3.9,4.1,0.98,9.9564,3.19,3.8,9.8,7.283568608172189,8
6,1.0,7.0,2.0,3.4000000000000004,2.1,4.9,1.2,1.36,9.922,3.25,4.6000000000000005,11.6,7.239844508639678,7
10,1.0,7.4,2.0,2.8000000000000003,9.1,4.7,2.9,0.95,9.953199999999999,3.16,4.699999999999999,9.8,7.039994032613663,7
16,1.0,6.4,1.6,2.5,1.4,5.7,2.1,1.25,9.909099999999999,3.23,4.4,11.1,7.303779387589188,7
19,1.0,8.0,1.4000000000000001,4.9,1.5,3.5000000000000004,4.2,1.2,9.928,3.26,4.0,10.6,6.993541339678075,7
21,1.0,6.3,1.7000000000000002,3.2,1.0,4.0,3.9,1.18,9.8886,3.31,4.0,13.1,8.135971308250646,8
25,1.0,6.2,2.8000000000000003,2.2,7.3,4.1000000000000005,2.6,1.57,9.957,3.44,6.4,9.8,6.819787079457498,7
27,1.0,9.0,1.7000000000000002,4.9,1.0,3.9,4.6,1.31,9.93,3.09,5.1,10.5,6.838996211734269,7
44,1.0,6.8,1.7999999999999998,3.0,12.8,6.2,1.9,1.71,9.9808,3.0,5.2,9.0,6.720984004377627,7
53,1.0,5.9,4.8,3.0,1.5,3.7000000000000006,1.9,0.78,9.9057,3.47,4.2,11.9,6.852351721885412,7
55,1.0,6.8,2.8000000000000003,6.0,1.1,13.200000000000001,4.2,1.27,9.934,3.09,4.4,9.1,6.027831105549652,6
57,1.0,7.3,4.2,3.8,6.8,4.5,2.9,1.22,9.925,3.19,3.7,12.6,7.389873334611337,7
59,1.0,6.2,2.0,2.6,1.1,4.7,4.2,1.19,9.9158,3.48,6.0,11.0,7.346937868135868,7
72,1.0,6.9,1.9,2.8000000000000003,5.0,5.800000000000001,1.4,1.46,9.952,3.29,3.5999999999999996,9.1,6.428681937211493,6
76,1.0,6.1,2.7,3.1,1.5,3.5000000000000004,1.7,0.83,9.9076,3.32,4.4,11.1,7.012472300214299,7
80,1.0,6.1,5.5,1.5,9.8,3.1,1.9,1.25,9.957,3.36,4.699999999999999,10.2,6.349596537491323,6
81,1.0,7.3,2.2,4.0,14.75,4.2,4.45,1.295,9.998000000000001,3.36,4.1,9.1,6.857100158930194,7
