,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
27,1.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9.052089700605503,9.0
104,1.0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,18.967144198411738,19.0
221,1.0,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,12.009737538173649,12.0
344,1.0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,11.909305866093803,12.0
353,1.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,17.800967949984702,18.0
537,1.0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,11.96318468971191,12.0
649,1.0,0.47,0.375,0.105,0.513,0.232,0.142,0.13,11.066781887009805,11.0
913,1.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,16.936195223751092,17.0
1037,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,16.920579552844163,17.0
1160,1.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,14.88163161707536,15.0
1209,1.0,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006,10.013296484766467,10.0
1296,1.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,14.952421698893449,15.0
1380,1.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12.21799298993375,12.0
1426,1.0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,13.868064993116555,14.0
1446,1.0,0.445,0.33,0.1,0.4370000000000001,0.163,0.0755,0.17,12.803252269803554,13.0
1498,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,9.944647490488002,10.0
1520,1.0,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10.097538354737607,10.0
1654,1.0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13.013031633308112,13.0
1675,1.0,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13,12.126946273157907,12.0
1786,1.0,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245,13.768852640172284,14.0
1856,1.0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,13.983758028526513,14.0
1887,1.0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,10.83375551248756,11.0
1936,1.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14.109066756273275,14.0
2033,1.0,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14.007881621506176,14.0
2086,1.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12.068658810095888,12.0
2127,1.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15.030865895356998,15.0
2473,1.0,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,10.970810460284564,11.0
2478,1.0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,11.967581986029243,12.0
3019,1.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,15.997311262634724,16.0
3187,1.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25.14121606961227,25.0
3191,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12.130872476785786,12.0
3364,1.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10.216327108093212,10.0
3387,1.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,11.955687195334175,12.0
3454,1.0,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13.18473499899504,13.0
3465,1.0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,14.87145599853558,15.0
3540,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15.151331150792188,15.0
3679,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,13.818788501737998,14.0
3689,1.0,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586,10.91878955871541,11.0
