,y_predicted,y_actual,Relative Error
116,8.057411285106753,7.920446505142607,0.017292557922740436
275,7.6990879816161195,7.415175109613295,0.038288087308248446
382,6.846175282940051,6.96979066990159,0.017735882297779924
211,8.40525913687271,8.422442854870427,0.002040229692716842
221,7.578763817588511,7.4360278163518485,0.01919519463372442
342,6.965925738979819,7.16703787691222,0.028060705327128267
105,7.369025190020308,7.495541943884256,0.01687893347954325
350,7.332679200565668,7.208600337960199,0.017212615041518456
20,5.982057848404275,6.089044875446846,0.01757041198267072
334,6.691693153599469,6.723832440821209,0.004779906028981047
210,6.729781329005193,6.821107472256465,0.013388755949488141
38,5.747162591637623,5.717027701406222,0.0052710764763285334
194,8.444574845801412,8.63141433550626,0.021646451258429764
30,7.767448162185292,7.490529402060711,0.036969184053719566
28,5.535077809600703,5.384495062789089,0.027965992178589662
328,6.012171383824231,6.091309882077698,0.012992032877249203
200,8.12875258513461,8.619027497297505,0.05688285741246578
296,7.583594630682146,7.501082124259871,0.01100008039578911
355,7.005839540615323,7.1204443723924875,0.01609517970837779
297,5.923111459405872,5.8888779583328805,0.005813246821417042
377,6.864734072296715,6.927557906278317,0.009068684063205849
153,8.982878718537796,8.653819788948063,0.03802470326571622
59,7.178278602416693,7.074116816197362,0.014724352018167873
158,7.015655051955713,6.962243464266207,0.007671605849988164
208,8.466746668835802,8.52158353971753,0.00643505642186628
270,6.74485796620726,6.56244409369372,0.027796636422218576
381,6.938220749961736,6.755768921984255,0.027006818925341854
373,7.25747806635782,7.183111701743281,0.010352945589930176
209,7.242174871532812,7.550661243105336,0.04085554385772629
96,7.196303513958281,7.087573705557973,0.01534090690514351
231,7.362407490572192,7.213768308118642,0.02060492881179261
371,7.633049033790908,7.903226808730733,0.03418575494269743
366,6.9485705476769954,6.952728644624869,0.0005980525287849081
218,6.740926020155181,6.825460036255307,0.012385101612360276
330,6.99514373836546,7.282761179605593,0.03949291129380541
14,6.473350424050854,6.70196036600254,0.034110906282193224
204,8.243080651295251,8.471777327885755,0.0269951236605009
15,5.90538038262698,5.7745515455444085,0.022656103430840055
337,7.400128993266839,7.520234556474628,0.01597098631775818
315,6.126069295596391,6.186208623900494,0.009721516353611721
279,6.7047049206303555,6.548219102762372,0.023897462105684494
207,8.275470214145201,8.357962965845681,0.009869958988521676
345,7.120283848205418,6.90975328164481,0.030468608353913986
90,7.2200354487837615,7.288244401020124,0.009358763027597677
205,8.489568323617886,8.428799040653642,0.007209720230740247
199,8.015660003604658,7.884952945759814,0.016576770811946723
384,6.509923866444731,6.419994928147142,0.014007633853932448
202,7.396213319752713,7.234177179749849,0.022398696628061727
36,5.536098382935298,5.393627546352362,0.02641465977369661
332,7.128488854407276,7.112327444710911,0.0022723095670157305
147,7.654791004439217,7.3727463664043285,0.038255030624692626
212,7.739493733252933,7.630461261783627,0.014289106218962684
372,7.183326262217405,7.498315870766981,0.042008047404030795
309,7.002245359255751,7.1929342212158,0.026510580535771575
