,y_predicted,y_actual,Relative Error
0,4,5,0.1950084977290672
1,5,6,0.2279234067814427
2,4,6,0.3113568828233739
3,4,7,0.3582120122820066
4,4,5,0.19897363664034606
5,4,5,0.19897363664034606
6,5,6,0.19325302928748156
7,4,6,0.29620204932167543
8,4,7,0.3649327682454376
9,5,5,0.015562676663741469
10,5,5,0.026153923598918282
11,5,5,0.036197713719355734
12,5,5,0.0103062455614495
13,5,5,0.03875616350378515
14,6,6,0.040693957513860735
15,5,7,0.2171129672939669
16,5,6,0.16540640304163198
17,6,6,0.05227734193327945
18,5,5,0.036955164352709416
19,5,4,0.2460196109370776
20,5,5,0.028498820087454742
21,5,4,0.3082394927038634
22,5,6,0.1727974243954038
23,5,6,0.10346709251562174
24,4,5,0.16403315162016482
25,6,6,0.07857504028717728
26,5,5,0.01026986465081272
27,5,7,0.2176736917593625
28,5,6,0.1029831429059233
29,5,6,0.1727974243954038
30,5,5,0.03569789595721975
31,5,4,0.2460196109370776
32,4,4,0.07056422613429181
33,5,6,0.16986960303009013
34,5,5,0.01503889254513755
35,5,5,0.006679964284796824
36,5,5,0.014423352805308019
37,4,4,0.04435805060034359
38,6,6,0.011240426111101877
39,6,6,0.002049612438945155
40,5,5,0.022740732456611745
41,5,5,0.002543155259849428
42,5,6,0.20907587381161985
43,6,6,0.02537094305911269
44,5,4,0.35617352656180845
45,6,6,0.04638129078712542
46,6,7,0.17995524845479455
47,5,5,0.06291521570019754
48,6,6,0.014102251232933996
49,5,5,0.0829787259315026
50,5,5,0.030252162741523137
51,5,5,0.031586013623537926
52,6,6,0.053675879256594186
53,5,5,0.03668650876123554
54,5,5,0.010757780076201406
55,5,4,0.3584393853222185
56,5,4,0.3615567590951194
57,6,6,0.05451340695553849
58,5,5,0.08089188918983066
59,5,6,0.11198452097358154
60,5,5,0.02630797641229634
61,5,6,0.20394286371635492
62,6,5,0.12670037295995762
63,5,5,0.01917417344857384
64,6,6,0.02794779340354333
65,5,5,0.07636205679896886
66,6,6,0.0018027622781260355
67,6,6,0.04160034748655465
68,5,6,0.09667310122834824
69,5,6,0.1794346711770527
70,6,7,0.16393167337113834
71,5,6,0.13875441897948612
72,5,6,0.15228933882231996
73,5,5,0.027183636624957864
74,6,6,0.004254489250920497
75,6,6,0.022268803455713318
76,6,8,0.23420602309569505
77,6,5,0.2368299603529996
78,5,8,0.3128359439856846
79,5,6,0.11585984991945372
80,6,7,0.09633038755697307
81,6,6,0.014475818499337063
82,6,7,0.09633038755697307
