,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
2,1.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07
7,1.0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41
9,1.0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345
13,1.0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225
14,1.0,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815
20,1.0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278
26,1.0,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08
30,1.0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865
36,1.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045
40,1.0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26
47,1.0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295
50,1.0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39
51,1.0,0.555,0.44,0.15,1.092,0.416,0.212,0.4405
52,1.0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044
56,1.0,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369
65,1.0,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645
67,1.0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195
70,1.0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355
84,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255
88,1.0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2
97,1.0,0.545,0.41,0.12,0.7929999999999999,0.434,0.1405,0.19
99,1.0,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113
106,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059
112,1.0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225
120,1.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425
121,1.0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315
123,1.0,0.465,0.38,0.13,0.454,0.1895,0.08,0.155
125,1.0,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525
127,1.0,0.525,0.395,0.165,0.782,0.285,0.1405,0.285
129,1.0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155
137,1.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47
143,1.0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055
144,1.0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188
146,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185
150,1.0,0.59,0.485,0.12,0.911,0.39,0.182,0.29
157,1.0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21
164,1.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27
166,1.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225
169,1.0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485
171,1.0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25
