,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
110,1.0,7.2,2.4,3.5999999999999996,2.0,2.9000000000000004,2.1,0.63,9.9076,3.13,6.3,12.5,6.035800721823989,6
127,1.0,7.3,3.4000000000000004,2.1,3.2,5.0,1.4,1.36,9.936,3.25,4.4,10.2,5.019799734840944,5
133,1.0,7.1,3.5999999999999996,2.4,1.8,2.5,3.2,1.02,9.902999999999999,3.34,5.8999999999999995,12.8,6.003865315284344,6
141,1.0,5.8,4.1499999999999995,1.3,1.4,4.0,1.1,0.64,9.922,3.29,5.2,10.5,4.9780231757551405,5
168,1.0,7.8,3.4000000000000004,2.7,1.2,4.0,2.5,1.06,9.932,3.01,5.5,10.4,4.959032030373976,5
184,1.0,6.8,3.0,2.4,6.6,12.3,3.5,1.16,9.953,3.07,4.8,9.4,4.976566566464186,5
199,1.0,7.5,2.2,3.3000000000000003,6.7,3.6000000000000005,4.5,1.38,9.939,3.2,6.800000000000001,11.4,5.9645673823658,6
279,1.0,8.7,2.2,4.2,2.3,5.3,2.7,1.14,9.94,2.99,4.3,10.0,5.049083330922372,5
364,1.0,7.2,2.0,2.2,1.6,4.3999999999999995,1.7,1.01,9.947099999999999,3.37,5.300000000000001,10.0,5.053735012230561,5
380,1.0,8.2,3.0,4.4,12.4,4.3,5.2,1.54,9.9452,3.04,3.3000000000000003,12.0,6.020302886277449,6
400,1.0,7.2,3.4000000000000004,3.0,8.4,5.1,4.0,1.67,9.9756,3.48,6.2,9.7,5.079375426129985,5
404,1.0,9.8,3.1,4.9,15.4,4.6,1.3,1.19,10.004,3.18,4.5,9.5,4.979743382958873,5
495,1.0,8.8,3.3000000000000003,3.5999999999999996,2.1,3.4000000000000004,1.9,1.25,9.916599999999999,2.96,9.8,12.7,6.012991528028778,6
498,1.0,7.1,3.2,4.0,1.5,3.4000000000000004,1.3,0.84,9.943999999999999,3.42,6.0,10.4,5.008947489463225,5
565,1.0,6.7,3.1,3.3000000000000003,2.0,3.3000000000000003,1.2,0.74,9.9064,3.29,6.5,12.5,5.96995369026979,6
622,1.0,7.4,3.1,2.6,8.6,4.8,4.7,2.06,9.963999999999999,3.26,3.5999999999999996,9.1,4.9857792947867665,5
635,1.0,6.4,4.1,0.1,6.1,4.8,2.0,0.7,9.9362,3.19,4.2,10.0,4.983591928173979,5
659,1.0,7.2,3.1,2.4,1.4,5.7,1.7,1.17,9.928,3.16,3.5,10.5,4.995392550962208,5
692,1.0,6.4,1.9,4.2,2.9,3.2,3.2,0.83,9.908,3.3,4.1,11.7,6.011547790920417,6
693,1.0,7.4,3.8,2.7,7.5,4.1000000000000005,2.4,1.6,9.9535,3.17,4.3,10.0,4.9994966182489975,5
719,1.0,6.3,2.4,3.5,2.3,3.9,4.3,1.09,9.9056,3.34,4.4,11.8,5.990209530608752,6
721,1.0,7.7,3.0,2.3000000000000003,2.0,6.800000000000001,2.8,1.38,9.9382,3.11,6.2,9.8,5.022381879287565,5
771,1.0,6.4,3.9000000000000004,2.1,1.2,4.1000000000000005,3.5,1.36,9.9225,3.15,4.6000000000000005,10.2,4.973729402614055,5
844,1.0,8.5,1.7000000000000002,7.4,3.6,5.0,2.9,1.28,9.928,3.28,4.0,12.4,6.004931394636543,6
909,1.0,7.5,3.5,3.7,2.5,6.6000000000000005,2.9,0.89,9.8964,3.14,4.2,12.7,5.974689189834834,6
938,1.0,8.2,3.2,2.6,2.1,6.2,2.6,0.87,9.8974,3.1,4.699999999999999,12.8,6.011195588742453,6
943,1.0,6.2,3.0,3.1,1.2,4.8,1.9,1.25,9.8999,3.32,5.4,12.6,6.001167349250153,6
968,1.0,6.2,3.5999999999999996,1.4000000000000001,8.9,3.6000000000000005,3.8,1.55,9.9622,3.27,5.0,9.4,5.00026322202487,5
1034,1.0,6.3,2.8000000000000003,3.4000000000000004,8.1,3.8,4.4,1.29,9.924800000000001,3.26,2.9,12.1,6.005740718940331,6
1042,1.0,7.7,3.1,2.3000000000000003,2.0,6.9,2.9,1.34,9.9382,3.11,6.2,9.8,5.0041136100713,5
1043,1.0,8.3,2.7,3.9000000000000004,2.4,5.800000000000001,1.6,1.07,9.955,3.28,5.8999999999999995,10.3,4.970049976447086,5
1067,1.0,7.6,2.7,3.3000000000000003,2.0,5.8999999999999995,1.9,1.75,9.943999999999999,3.22,5.6000000000000005,9.9,5.010997807311185,5
1158,1.0,6.6,4.0,3.0,5.3,3.8,2.0,1.25,9.9204,3.36,7.3,12.6,5.998756702554687,6
1260,1.0,8.0,3.0,3.5999999999999996,11.0,3.4000000000000004,0.8,0.7,9.9354,3.05,4.1,12.2,5.975523246047032,6
1285,1.0,9.3,3.4000000000000004,4.9,7.3,5.2,3.0,1.46,9.98,3.17,6.1,10.2,4.896696934401433,5
1335,1.0,7.1,4.3,2.5,2.8,3.6000000000000005,4.3,1.32,9.8975,3.21,4.699999999999999,13.4,6.038179392389225,6
1341,1.0,6.1,2.7,3.2,1.1,3.4000000000000004,2.4,1.1,9.898,3.36,4.0,12.5,5.982046368661315,6
1365,1.0,7.9,3.4000000000000004,4.4,6.5,2.7,4.7,1.26,9.9124,2.96,3.7,12.5,6.009402732096078,6
1370,1.0,9.7,1.4000000000000001,5.8999999999999995,1.5,4.9,2.3,1.42,9.958,2.98,6.2,9.5,4.956806109164262,5
1395,1.0,7.6,3.5,4.699999999999999,13.3,3.7000000000000006,4.2,1.16,9.9822,3.04,5.0,9.2,5.01600742220586,5
1419,1.0,7.5,2.6,2.6,18.35,8.4,3.3,1.39,10.011000000000001,3.17,3.9000000000000004,8.8,5.019923590830302,5
1422,1.0,8.0,2.3000000000000003,4.6000000000000005,1.5,3.0,3.0,1.25,9.907,3.23,4.699999999999999,12.5,6.039498428697385,6
1445,1.0,8.2,3.0,4.4,12.4,4.3,5.2,1.54,9.9452,3.04,3.3000000000000003,12.0,6.020302886277449,6
1512,1.0,7.2,2.0,2.2,1.6,4.3999999999999995,1.7,1.01,9.947099999999999,3.37,5.300000000000001,10.0,5.053735012230561,5
1561,1.0,7.1,4.2,2.0,2.8,3.8,2.8,1.09,9.8968,3.23,4.699999999999999,13.4,6.017619585023795,6
1617,1.0,7.9,3.5999999999999996,5.300000000000001,12.9,4.9,6.3,1.39,9.9792,2.94,4.5,9.1,5.000208639779487,5
1717,1.0,7.2,2.0,3.0,2.0,3.9,4.3,1.88,9.911,3.3,4.1,12.0,6.000658387625123,6
1730,1.0,5.0,2.55,2.2,2.7,4.3,4.6,1.53,9.9238,3.75,7.6,11.3,6.02072557042581,6
1763,1.0,9.1,2.7,3.2,1.1,3.1,1.5,1.51,9.936,3.03,4.1,10.6,4.9931926509803475,5
1871,1.0,6.6,2.7,2.5,1.2,3.3000000000000003,3.6,1.11,9.8918,3.16,3.7,12.4,5.998500977625952,6
1895,1.0,7.3,3.4000000000000004,2.2,1.4,4.3999999999999995,4.3,1.76,9.9286,3.14,4.6000000000000005,9.9,5.003676935035173,5
1905,1.0,8.2,3.7,2.7,1.7,2.8000000000000003,1.0,0.59,9.923,2.97,4.8,10.4,4.964709790615672,5
1970,1.0,9.6,2.5,5.4,1.3,4.0,1.6,1.6,9.938,2.94,4.3,10.5,5.029832833098936,5
2049,1.0,8.1,2.4,3.2,10.5,3.0,3.4,1.05,9.9407,3.11,4.2,11.8,6.0185322211222285,6
2081,1.0,6.4,4.1,0.1,6.1,4.8,2.0,0.7,9.9362,3.19,4.2,10.0,4.983591928173979,5
2146,1.0,6.2,4.6000000000000005,2.5,4.4,6.6000000000000005,6.2,2.07,9.939,3.25,5.2,9.8,4.982123410787267,5
2313,1.0,7.6,3.5999999999999996,4.8,13.5,3.8,4.4,1.16,9.982,3.04,4.8,9.2,5.009160984381651,5
2329,1.0,7.2,2.0,3.0,2.0,3.9,4.3,1.88,9.911,3.3,4.1,12.0,6.000658387625123,6
2427,1.0,7.2,2.0,2.5,4.5,4.3999999999999995,3.1,1.09,9.949,3.23,3.5999999999999996,9.4,5.028435441517075,5
2488,1.0,7.9,3.4000000000000004,4.4,6.5,2.7,4.7,1.26,9.9124,2.96,3.7,12.5,6.009402732096078,6
2614,1.0,7.2,6.15,1.0,1.4,6.800000000000001,2.5,1.54,9.9499,3.2,4.8,9.7,4.0579694091779,4
2663,1.0,8.2,2.5,4.6000000000000005,3.75,5.0,1.4,1.02,9.9524,3.28,5.8,9.7,5.060328857926351,5
2664,1.0,7.0,3.2,2.9,4.9,3.6000000000000005,4.1,1.5,9.9168,3.38,4.3,12.2,5.9755403495602195,6
2698,1.0,8.1,3.3000000000000003,2.2,5.2,4.7,2.4,1.51,9.9527,3.22,4.699999999999999,10.3,5.02293115190659,5
2724,1.0,6.8,3.2,2.3000000000000003,3.3,2.6,3.1,0.99,9.896,3.1,4.0,12.4,5.990551498219219,6
2730,1.0,6.3,2.9,1.4000000000000001,7.05,4.5,5.0,1.77,9.9564,3.23,4.2,9.0,4.975835256308045,5
2777,1.0,7.8,1.3,3.0,1.8,4.0,4.3,1.79,9.955,3.43,4.1,9.0,4.990905791429611,5
2880,1.0,7.6,2.7,2.9,2.5,5.8999999999999995,3.7,1.15,9.9328,3.09,3.7,9.8,5.032576533920661,5
2891,1.0,6.8,4.6000000000000005,2.6,6.3,14.7,4.9,1.59,9.9434,3.14,4.699999999999999,10.0,4.984576557519318,5
2948,1.0,7.5,2.9,3.1,8.95,5.5,2.0,1.51,9.968,3.08,5.4,9.3,4.984909520804052,5
2956,1.0,6.8,3.2,4.3,1.6,5.0,0.4,0.65,9.9346,3.27,4.699999999999999,10.7,5.015387107045797,5
2972,1.0,7.4,3.1,2.6,8.6,4.8,4.7,2.06,9.963999999999999,3.26,3.5999999999999996,9.1,4.9857792947867665,5
3018,1.0,6.1,2.7,3.2,1.1,3.4000000000000004,2.4,1.1,9.898,3.36,4.0,12.5,5.982046368661315,6
3023,1.0,6.4,3.7,2.0,5.6,11.700000000000001,6.1,1.83,9.9459,3.24,4.3,9.5,5.013949607010886,5
3038,1.0,7.2,3.4000000000000004,3.0,8.4,5.1,4.0,1.67,9.9756,3.48,6.2,9.7,5.079375426129985,5
3069,1.0,9.4,4.2,3.2,6.5,2.7,2.0,1.67,9.947899999999999,3.08,4.3,10.6,5.039010986411199,5
3141,1.0,6.6,4.1,3.1,1.6,4.2,1.8,1.01,9.9195,3.13,4.1,10.5,4.976545328863438,5
3149,1.0,5.8,6.0,0.0,1.3,4.3999999999999995,7.2,1.97,9.9202,3.56,4.3,10.9,4.976239466559804,5
3325,1.0,8.5,1.7000000000000002,3.1,1.0,2.4,1.3,0.91,9.93,2.79,3.7,10.1,5.001073721476843,5
3356,1.0,9.4,1.6,2.3000000000000003,1.6,4.2,1.4,0.67,9.942,3.07,3.2,9.5,4.87636120782048,5
3359,1.0,6.9,1.7999999999999998,3.0,2.0,3.8,3.9,1.9,9.914,3.32,3.7,12.2,5.9830307513405785,6
3402,1.0,7.5,3.3000000000000003,3.5999999999999996,2.6,5.1,2.6,1.26,9.9097,3.32,5.300000000000001,12.7,5.977262245251524,6
3484,1.0,7.5,4.1,2.3000000000000003,14.8,5.4,2.8,1.74,9.989799999999999,3.18,4.9,9.7,4.992468476105415,5
3507,1.0,9.8,1.6,4.6000000000000005,1.8,4.6,2.3,1.3,9.9587,3.04,6.7,9.6,4.990873680382947,5
3518,1.0,6.4,5.5,2.6,9.6,2.7,2.0,1.04,9.924,3.22,7.3,13.1,6.012156345217335,6
3520,1.0,7.6,2.7,2.9,2.5,5.8999999999999995,3.7,1.15,9.9328,3.09,3.7,9.8,5.032576533920661,5
3608,1.0,6.1,3.7,2.0,7.6,3.1,4.9,1.7,9.9558,3.22,4.8,9.5,4.99593384139547,5
3624,1.0,8.6,2.6,4.1,2.2,4.9,2.9,1.11,9.940999999999999,2.96,4.4,10.0,4.940459407780963,5
3657,1.0,7.0,2.5,3.3000000000000003,2.1,2.1,1.7,0.76,9.9021,3.26,4.5,12.3,5.989231008479521,6
3694,1.0,6.6,4.0,4.6000000000000005,6.2,5.6000000000000005,4.2,2.41,9.968,3.5,6.0,9.9,4.973978690077729,5
3726,1.0,7.8,2.7,2.8000000000000003,1.8,5.0,2.1,1.27,9.934,3.15,4.4,9.9,5.01384551631503,5
3741,1.0,7.2,2.9,1.7999999999999998,8.2,4.2,4.1,1.8,9.9644,3.16,4.9,9.1,4.988687860081512,5
3762,1.0,6.8,3.2,3.9000000000000004,9.6,2.6,3.4,1.24,9.9286,3.18,3.5,12.1,5.9938577105453135,6
3775,1.0,6.4,4.3,3.2,1.4,4.8,1.0,0.67,9.92,3.08,4.1,11.4,4.993790631224897,5
3817,1.0,6.3,3.1,3.0,10.0,4.6,4.9,2.12,9.962,3.74,5.5,11.9,5.93721794820928,6
3822,1.0,8.5,1.7000000000000002,3.1,1.0,2.4,1.3,0.91,9.93,2.79,3.7,10.1,5.001073721476843,5
3911,1.0,6.8,3.0,2.4,6.6,12.3,3.5,1.16,9.953,3.07,4.8,9.4,4.976566566464186,5
3950,1.0,8.2,2.4,3.0,2.3,5.0,2.3,1.06,9.9397,2.98,5.0,10.0,5.015875113338325,5
4044,1.0,6.4,2.0,3.2,3.1,4.1000000000000005,1.8,1.26,9.914,3.43,4.2,12.0,5.994030987594272,6
4055,1.0,6.2,3.5999999999999996,1.4000000000000001,8.9,3.6000000000000005,3.8,1.55,9.9622,3.27,5.0,9.4,5.00026322202487,5
4078,1.0,6.6,3.7,0.7000000000000001,1.4,4.8,5.8,1.44,9.922,3.17,3.8,10.0,5.00711424144032,5
