,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
0,1.0,0.58,0.43,0.13,0.7979999999999999,0.365,0.173,0.2285,9.603629915878434,10
3,1.0,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7.13770682727619,7
11,1.0,0.54,0.415,0.135,0.7090000000000001,0.3195,0.174,0.185,9.208182002988096,9
12,1.0,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11.471294075723762,11
15,1.0,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6.065964399712765,6
17,1.0,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,8.71390657517712,9
22,1.0,0.54,0.435,0.175,0.892,0.322,0.174,0.335,12.967670185349501,13
25,1.0,0.665,0.525,0.18,1.5785,0.6779999999999999,0.229,0.456,13.636684536914503,14
27,1.0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10.084159336410748,10
31,1.0,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12.545888372388276,12
32,1.0,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,11.561176008402983,12
35,1.0,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,12.88919694273001,13
37,1.0,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,8.620229001660157,9
39,1.0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12.374604339457346,12
42,1.0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10.01694032626336,10
45,1.0,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,13.75119800567634,14
48,1.0,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9.277767110334654,9
53,1.0,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11.244039820913553,11
58,1.0,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,9.816808880477868,10
81,1.0,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,9.784481227743193,10
91,1.0,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,9.856125199696555,10
100,1.0,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,11.451108510389552,12
101,1.0,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,11.990844737198106,12
103,1.0,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9.090104318144967,9
108,1.0,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,10.617920310898961,11
109,1.0,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,8.784307948535162,9
115,1.0,0.59,0.45,0.125,0.86,0.4370000000000001,0.1515,0.245,9.271469104802174,9
117,1.0,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9.251272492901379,9
118,1.0,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,8.737774634172407,9
124,1.0,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8.264727246908997,8
130,1.0,0.26,0.2,0.065,0.096,0.044,0.027000000000000003,0.03,6.029689984863899,6
138,1.0,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,7.8263825970450425,8
141,1.0,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10.158818913977953,10
142,1.0,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10.481361019904785,10
147,1.0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10.44719480178567,10
149,1.0,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9.202476745827258,9
155,1.0,0.55,0.43,0.145,0.7120000000000001,0.3025,0.152,0.225,10.477942294536238,10
162,1.0,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,10.651628996832422,11
170,1.0,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,6.753013590791,7
172,1.0,0.19,0.13,0.045,0.0265,0.009000000000000001,0.005,0.009000000000000001,5.095114126933939,5
180,1.0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,8.996189764878439,9
181,1.0,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10.157942164669493,10
191,1.0,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,9.982360440921854,10
192,1.0,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425,12.461744316114828,12
207,1.0,0.64,0.505,0.155,1.1955,0.5565,0.211,0.34600000000000003,11.24225605575058,11
208,1.0,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9.426004312176438,9
209,1.0,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002,8.696087267460722,9
211,1.0,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9.36077991471442,9
217,1.0,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,7.804553866960832,8
219,1.0,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6.212237962174731,6
220,1.0,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,9.903428792281373,10
221,1.0,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.16899999999999998,9.352238500974202,9
228,1.0,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8.4008488202273,8
230,1.0,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15.145997545873456,15
236,1.0,0.63,0.49,0.155,1.229,0.535,0.29,0.335,10.893061280185055,11
247,1.0,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11.323736223338052,11
250,1.0,0.605,0.46,0.17,1.122,0.34700000000000003,0.3045,0.315,13.196521066271625,13
255,1.0,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,9.871328742319502,10
257,1.0,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,8.795827034285292,9
259,1.0,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7.002391209073409,7
260,1.0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11.156061607797993,11
267,1.0,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8.391149768332335,8
268,1.0,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,9.77062723148288,10
271,1.0,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8.35231926730416,8
275,1.0,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,12.81198378938419,13
277,1.0,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11.4884062837633,11
283,1.0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11.255717710736855,11
286,1.0,0.58,0.445,0.16,0.984,0.49,0.201,0.27,9.42685344667691,9
296,1.0,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,10.983297471328642,11
298,1.0,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11.517129874377927,11
299,1.0,0.625,0.47,0.175,1.179,0.605,0.258,0.271,8.743230097784679,9
303,1.0,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12.11614812637863,12
304,1.0,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13.154972886246007,13
311,1.0,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11.158907284367519,11
312,1.0,0.185,0.135,0.04,0.027000000000000003,0.0105,0.0055,0.009000000000000001,5.073457519048552,5
316,1.0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,7.80137973932482,8
318,1.0,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,8.61114186242457,9
319,1.0,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7.350718301820488,7
333,1.0,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9.175711479117375,9
337,1.0,0.53,0.43,0.13,0.7045,0.34600000000000003,0.1415,0.189,9.143743751459038,9
338,1.0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,10.429242868732402,11
343,1.0,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,7.830287677667106,8
344,1.0,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11.226631278962167,11
353,1.0,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10.059545064355058,10
354,1.0,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,10.878057148033417,11
362,1.0,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9.068994028608042,9
375,1.0,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8.389900132953278,8
386,1.0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,8.70391886258807,9
