,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
5,1.0,0.76162,20.0,3.97,0,0.647,5.56,62.8,1.9865,5,264,13.0,392.4,10.45,22.669913732967025,22.8
12,1.0,0.04544,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,18.673715777991113,19.8
19,1.0,0.03537,34.0,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5,23.932909895991216,22.0
28,1.0,0.08199,0.0,13.92,0,0.4370000000000001,6.009,42.3,5.5027,4,289,16.0,396.9,10.4,20.862429039110232,21.7
30,1.0,8.792119999999999,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16,11.717111332614488,11.7
39,1.0,13.9134,0.0,18.1,0,0.713,6.207999999999998,95.0,2.2222,24,666,20.2,100.63,15.17,12.496826425610006,11.7
42,1.0,0.03466,35.0,6.06,0,0.4379,6.0310000000000015,23.3,6.6407,1,304,16.9,362.25,7.83,19.92891040072088,19.4
43,1.0,0.05023,35.0,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43,16.994544431841607,17.1
50,1.0,0.10612,30.0,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4,19.707324005042427,20.1
52,1.0,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07,24.833199434284957,24.8
53,1.0,0.12802,0.0,8.56,0,0.52,6.474,97.1,2.4329,5,384,20.9,395.24,12.27,19.633261882117267,19.8
57,1.0,0.10084,0.0,10.01,0,0.547,6.715,81.6,2.6775,6,432,17.8,395.59,10.16,22.223895733700225,22.8
59,1.0,0.17134000000000002,0.0,10.01,0,0.547,5.928,88.2,2.4631,6,432,17.8,344.91,15.76,16.967252306554197,18.3
65,1.0,1.2074200000000002,0.0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,17.961478703834455,17.4
67,1.0,0.04932,33.0,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53,27.37139138680572,28.2
70,1.0,10.0623,0.0,18.1,0,0.584,6.832999999999998,94.3,2.0882,24,666,20.2,81.33,19.69,14.481407504093921,14.1
71,1.0,6.39312,0.0,18.1,0,0.584,6.162000000000001,97.4,2.206,24,666,20.2,302.76,24.1,12.682238328200837,13.3
75,1.0,0.11504,0.0,2.89,0,0.445,6.1629999999999985,69.6,3.4952,2,276,18.0,391.83,11.34,21.222647517757345,21.4
76,1.0,0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9,21.94034368242575,21.6
78,1.0,0.07022,0.0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,21.775921921366727,23.2
87,1.0,0.11069,0.0,13.89,1,0.55,5.9510000000000005,93.8,2.8893,5,276,16.4,396.9,17.92,20.265958238707533,21.5
94,1.0,0.17171,25.0,5.13,0,0.453,5.966,93.4,6.8185,8,284,19.7,378.08,14.44,15.859591190315369,16.0
97,1.0,1.34284,0.0,19.58,0,0.605,6.066,100.0,1.7573,5,403,14.7,353.89,6.43,23.770088686914004,24.3
98,1.0,10.233,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03,15.597514376305245,14.6
103,1.0,8.24809,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74,17.94672787244926,17.8
108,1.0,7.022589999999999,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7,14.774427433653205,14.2
109,1.0,4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24,666,20.2,353.04,14.64,16.61844649359903,16.8
111,1.0,9.33889,0.0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,60.72,24.08,9.556725223740507,9.5
112,1.0,0.04203,28.0,15.04,0,0.464,6.442,53.6,3.6659,4,270,18.2,395.01,8.16,24.521639994138685,22.9
114,1.0,0.26169000000000003,0.0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,396.3,11.72,19.855217376995487,19.4
118,1.0,0.08447,0.0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,22.444525273510692,22.6
120,1.0,9.18702,0.0,18.1,0,0.7,5.5360000000000005,100.0,1.5804,24,666,20.2,396.9,23.6,10.601295662601881,11.3
128,1.0,0.65665,20.0,3.97,0,0.647,6.8420000000000005,100.0,2.0107,5,264,13.0,391.93,6.9,27.850063195716537,30.1
135,1.0,0.09512,0.0,12.83,0,0.4370000000000001,6.2860000000000005,45.0,4.5026,5,398,18.7,383.23,8.94,20.93793872600061,21.4
136,1.0,0.00632,18.0,2.31,0,0.5379999999999999,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.93242933716101,24.0
143,1.0,0.05425,0.0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,24.670374561695674,24.6
150,1.0,0.03502,80.0,4.95,0,0.411,6.8610000000000015,27.9,5.1167,4,245,19.2,396.9,3.33,28.13272250534094,28.5
152,1.0,0.07151,0.0,4.49,0,0.449,6.121,56.8,3.7476,3,247,18.5,395.15,8.44,22.57860359810923,22.2
156,1.0,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14,22.65698666880136,23.2
160,1.0,0.17142000000000002,0.0,6.91,0,0.448,5.682,33.8,5.1004,3,233,17.9,396.9,10.21,19.533505288514185,19.3
162,1.0,8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85,11.494907836952013,11.5
164,1.0,67.9208,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666,20.2,384.97,22.98,4.919314182470802,5.0
168,1.0,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6,22.655501526621805,22.3
178,1.0,0.7904100000000001,0.0,9.9,0,0.544,6.122000000000001,52.8,2.6403,4,304,18.4,396.9,5.98,23.344164539336944,22.1
188,1.0,0.03932,0.0,3.41,0,0.489,6.405,73.9,3.0921,2,270,17.8,393.55,8.2,23.433659857777155,22.0
192,1.0,1.41385,0.0,19.58,1,0.871,6.129,96.0,1.7494,5,403,14.7,321.02,15.12,17.28529868307987,17.0
194,1.0,0.08387,0.0,12.83,0,0.4370000000000001,5.874,36.6,4.5026,5,398,18.7,396.06,9.1,19.852029578264368,20.3
195,1.0,0.06466000000000001,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97,23.81629857929679,22.5
197,1.0,5.7081800000000005,0.0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74,22.95446388203228,23.7
202,1.0,4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68,16.734333742538,16.7
204,1.0,0.06617,0.0,3.24,0,0.46,5.8679999999999986,25.8,5.2146,4,430,16.9,382.44,9.97,18.390167749428013,19.3
