,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
17,1.0,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,10.948087179255648,11.0
59,1.0,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12.002889729311194,12.0
78,1.0,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6.006111932468137,6.0
159,1.0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9.023705022462854,9.0
246,1.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10.012119892727979,10.0
348,1.0,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10.053642111172415,10.0
365,1.0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006,8.048474287812457,8.0
382,1.0,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,9.873902531113384,10.0
528,1.0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,14.955495354120366,15.0
562,1.0,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,9.8750171568668,10.0
624,1.0,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,10.959139126069239,11.0
727,1.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11.070740627693059,11.0
796,1.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13.083603307942118,13.0
799,1.0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,16.95561701975713,17.0
881,1.0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13.000824182965875,13.0
1044,1.0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,13.982630273270509,14.0
1067,1.0,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,8.905029104657983,9.0
1068,1.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,9.918172791967033,10.0
1086,1.0,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11.083287271539827,11.0
1143,1.0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11.033310123446125,11.0
1250,1.0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,14.998577988411004,15.0
1332,1.0,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6.011724044535101,6.0
1368,1.0,0.65,0.5,0.17,1.4045,0.6940000000000001,0.318,0.3235,10.988717731574425,11.0
1436,1.0,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13.078484118056865,13.0
1473,1.0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15.005062451300066,15.0
1672,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,11.874960195330434,12.0
1674,1.0,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,6.428451214358206,7.0
1733,1.0,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,9.822726983646724,10.0
1886,1.0,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10.115806273459444,10.0
1995,1.0,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,8.96780277595185,9.0
2069,1.0,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12.010696961262624,12.0
2105,1.0,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9.006246029274312,9.0
2131,1.0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10.08520849151288,10.0
2215,1.0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,11.959117794461882,12.0
2296,1.0,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14.087897670881933,14.0
2463,1.0,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11.01120731603457,11.0
2523,1.0,0.61,0.48,0.16,1.234,0.598,0.238,0.315,11.927653852926262,12.0
2596,1.0,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14.022772284923978,14.0
2690,1.0,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,10.99620413274379,11.0
2743,1.0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15.05515386945595,15.0
2831,1.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,9.924304413747578,10.0
2988,1.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13.03178527160696,13.0
3069,1.0,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12.04260999903773,12.0
3131,1.0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11.078599491161373,11.0
3135,1.0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11.061897989708894,11.0
3214,1.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,13.817433510336878,14.0
3381,1.0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12.045566743460729,12.0
3582,1.0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14.010675928431715,14.0
