,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
9,1.0,0.425,0.345,0.125,0.425,0.16,0.0795,0.154
15,1.0,0.35,0.26,0.09,0.198,0.0725,0.056,0.06
27,1.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045
36,1.0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175
42,1.0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32
47,1.0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425
69,1.0,0.595,0.48,0.165,1.262,0.4835,0.28300000000000003,0.41
85,1.0,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135
104,1.0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355
197,1.0,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
215,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37
221,1.0,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17
267,1.0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106
273,1.0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41
342,1.0,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135
344,1.0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
353,1.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32
361,1.0,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135
408,1.0,0.65,0.545,0.165,1.5659999999999998,0.6645,0.3455,0.415
433,1.0,0.67,0.55,0.155,1.5659999999999998,0.858,0.339,0.354
457,1.0,0.515,0.425,0.14,0.7659999999999999,0.304,0.1725,0.255
479,1.0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044
490,1.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35
537,1.0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09
557,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32
634,1.0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063
639,1.0,0.505,0.395,0.135,0.5915,0.28800000000000003,0.1315,0.185
643,1.0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
649,1.0,0.47,0.375,0.105,0.513,0.232,0.142,0.13
684,1.0,0.49,0.38,0.13,0.539,0.229,0.1355,0.165
692,1.0,0.745,0.585,0.19,1.966,0.8435,0.4370000000000001,0.5855
693,1.0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605
717,1.0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475
745,1.0,0.465,0.36,0.08,0.488,0.191,0.125,0.155
778,1.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435
802,1.0,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245
830,1.0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16
884,1.0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215
913,1.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345
914,1.0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35
919,1.0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38
929,1.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19
930,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
932,1.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503
933,1.0,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042
934,1.0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255
949,1.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173
950,1.0,0.37,0.29,0.09,0.241,0.11,0.045,0.069
986,1.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465
990,1.0,0.615,0.525,0.155,1.1375,0.3670000000000001,0.236,0.37
1013,1.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341
1037,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255
1048,1.0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31
1055,1.0,0.535,0.42,0.16,0.72,0.275,0.16399999999999998,0.225
1090,1.0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21
1160,1.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29
1209,1.0,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006
1214,1.0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29
1244,1.0,0.345,0.265,0.09,0.163,0.0615,0.037000000000000005,0.0485
1263,1.0,0.545,0.42,0.13,0.879,0.374,0.1695,0.23
1264,1.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
1296,1.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295
1380,1.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
1382,1.0,0.575,0.425,0.14,0.8635,0.393,0.227,0.2
1384,1.0,0.64,0.495,0.165,1.307,0.6779999999999999,0.292,0.266
1394,1.0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195
1420,1.0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26
1426,1.0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17
1434,1.0,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735
1445,1.0,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235
1446,1.0,0.445,0.33,0.1,0.4370000000000001,0.163,0.0755,0.17
1478,1.0,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685
1498,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045
1507,1.0,0.33,0.235,0.09,0.163,0.0615,0.034,0.055
1512,1.0,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275
1520,1.0,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07
1545,1.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145
1561,1.0,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2
1619,1.0,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085
1634,1.0,0.54,0.405,0.125,0.8909999999999999,0.4815,0.1915,0.202
