,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
9,1.0,6.5,2.2,2.5,17.1,5.0,4.4,1.38,10.001,3.3,3.7,8.8,4.87028786246517,5
12,1.0,7.2,2.1,3.5999999999999996,15.7,4.5,6.8,1.83,9.9922,3.25,7.6,9.4,5.326449691301067,5
13,1.0,6.6,5.45,0.4,2.5,3.1,4.8,1.11,9.906,3.14,3.2,11.9,5.0120499236457325,5
22,1.0,7.2,1.6,3.5,1.2,3.1,2.7,0.84,9.928,3.33,3.4000000000000004,9.9,4.943440984416207,5
24,1.0,6.8,2.7,1.2,1.3,4.0,8.7,1.68,9.92,3.18,4.1,10.0,5.095583661346371,5
29,1.0,7.4,2.0,16.599999999999998,2.1,2.1999999999999997,3.4,1.13,9.916500000000001,3.26,5.5,12.2,5.962039813861828,6
30,1.0,7.2,1.4000000000000001,3.5,1.2,3.6000000000000005,1.5,0.73,9.938,3.46,3.9000000000000004,9.9,4.8567073994770045,5
33,1.0,7.0,2.3000000000000003,4.2,18.05,5.0,3.5,1.44,9.999,3.22,4.2,8.8,4.954823308993224,5
41,1.0,6.7,3.0,7.4,5.0,3.8,3.5,1.57,9.945,3.21,4.6000000000000005,9.9,4.961793776556624,5
43,1.0,8.2,1.7000000000000002,3.2,1.5,5.0,1.7,1.01,9.94,3.14,5.8,9.5,4.759849686369099,5
45,1.0,7.7,3.8,2.3000000000000003,10.8,3.0,2.8,0.95,9.9164,2.93,4.1,13.6,5.992769665756408,6
46,1.0,6.7,2.7,2.5,8.0,5.3,5.4,2.02,9.961,3.22,4.3,9.3,4.858441665362604,5
47,1.0,6.2,3.2,2.4,4.1,5.1,3.4,1.49,9.9306,3.36,5.2,11.0,5.205996919673806,5
56,1.0,6.7,2.4,3.2,9.0,2.3,2.0,1.09,9.9262,3.34,3.5,12.6,5.866678513951198,6
62,1.0,6.2,2.9,2.9,5.6,4.6,3.5,1.78,9.9313,3.25,5.1,10.5333333333,5.265083432984096,5
65,1.0,5.7,2.2,3.3000000000000003,1.9,3.6000000000000005,3.7,1.1,9.8945,3.26,5.8,12.4,5.984188455007037,6
67,1.0,6.1,2.6,2.8000000000000003,1.7,4.3,2.4,0.98,9.8918,3.14,4.4,12.5,5.790252754812984,6
70,1.0,6.4,2.4,2.7,1.5,4.0,3.5,1.05,9.8914,3.13,3.0,12.4,5.750709573241529,6
78,1.0,6.5,2.3000000000000003,3.5999999999999996,16.3,3.8,4.3,1.33,9.9924,3.26,4.1,8.8,4.938817486581045,5
85,1.0,7.5,1.7000000000000002,3.7,1.5,6.0,1.8,0.75,9.936,3.54,8.8,10.7,5.289423787809635,5
88,1.0,8.2,3.1,4.3,7.0,4.7,1.8,0.87,9.962800000000001,3.23,6.4,10.6,4.878639721984372,5
89,1.0,7.1,3.7,3.0,6.2,4.0,4.9,1.39,9.9021,3.17,2.7,13.6,5.981271189492563,6
91,1.0,6.8,2.1,6.2,6.4,4.1000000000000005,0.7,1.13,9.9358,2.96,5.8999999999999995,10.2,5.25864115055807,5
