,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
7,1.0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17.24738255108452,17
14,1.0,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815,11.517225742117073,11
26,1.0,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10.263388509378773,10
30,1.0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,8.434636177656847,9
36,1.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045,8.40788664880684,9
47,1.0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13.787784227312514,13
52,1.0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,8.914512235374191,9
56,1.0,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12.618396509914632,12
65,1.0,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,16.02514684766284,17
84,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,15.404848354999459,17
99,1.0,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11.067925429641933,11
112,1.0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14.492207728497702,14
120,1.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,15.199745963218831,16
125,1.0,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20.137292871660897,20
129,1.0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10.61297401788782,10
146,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,12.810757901026053,14
164,1.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,13.177089418235479,14
166,1.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10.722597322793206,10
169,1.0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18.04776274584039,18
171,1.0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,13.266812155963844,14
176,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,15.886716589877654,17
177,1.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13.92696192978233,13
178,1.0,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,12.107007066237237,13
190,1.0,0.67,0.55,0.155,1.5659999999999998,0.858,0.339,0.354,9.66801711036935,10
193,1.0,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18.60926081008837,18
195,1.0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,18.02682554330062,19
204,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,9.020650172647048,10
218,1.0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,15.031367750700607,14
223,1.0,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,12.889298015396648,13
248,1.0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14.471030783494568,14
249,1.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,10.806130035894574,12
252,1.0,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13.827727701352314,13
