,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
9,1.0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18.58052303520028,18
20,1.0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17.81695508635791,17
121,1.0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20.011002394131534,20
127,1.0,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,18.786696320653313,19
150,1.0,0.59,0.485,0.12,0.911,0.39,0.182,0.29,17.304100000396033,16
186,1.0,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16.530676758447573,16
214,1.0,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18.498760647766893,18
240,1.0,0.59,0.455,0.155,1.0659999999999998,0.382,0.2275,0.415,20.674871360857168,20
242,1.0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16.741009747441645,16
330,1.0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.16899999999999998,16.127894876868965,18
341,1.0,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7.0106698170947945,7
351,1.0,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19.064327030413764,19
360,1.0,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,19.915858267363898,20
384,1.0,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16.772594422845465,16
402,1.0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18.067804416120843,18
427,1.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,14.311241538603975,16
473,1.0,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15.927745568886204,15
475,1.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18.958455618056302,18
513,1.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24,19.09801983579976,19
525,1.0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,16.024758008507604,15
566,1.0,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,16.24101978980157,17
609,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,13.766555614488194,14
623,1.0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15.533662996611145,15
633,1.0,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,18.79974106946708,19
667,1.0,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,17.93147065163698,20
689,1.0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,22.42511981160463,23
710,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,15.259068431045488,16
719,1.0,0.585,0.455,0.125,1.027,0.391,0.212,0.25,16.76483741230184,17
740,1.0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,16.30231951578108,17
749,1.0,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12.511680298066805,12
764,1.0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,11.055281502221046,12
773,1.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15.982576247484072,15
778,1.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16.298698720188458,16
794,1.0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16.61398777000511,16
801,1.0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11.388799425156,11
811,1.0,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,14.103524850754464,13
931,1.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,18.920586195545088,20
950,1.0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15.778828596883697,15
963,1.0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13.583793668714918,13
981,1.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,22.196899441592954,23
1041,1.0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18.227285843873066,18
1045,1.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16.680847413822836,16
1114,1.0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,11.797269936289036,13
1157,1.0,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,15.53099554240291,15
1195,1.0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,16.864133162630377,19
1202,1.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15.449890791969253,15
1208,1.0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14.126651819853596,14
1284,1.0,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,16.043595775761844,15
1346,1.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16.99425486914679,16
1348,1.0,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19.21794024936633,19
1357,1.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,15.171843562333558,16
1371,1.0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,18.20928765220756,19
1405,1.0,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,13.325170380109988,13
1408,1.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11.154880687113224,11
1419,1.0,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13.75881885841089,13
1437,1.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,14.358358719954444,16
1482,1.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,15.658186339999412,17
1508,1.0,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23.414627413072974,23
1562,1.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14.996021810198897,14
1592,1.0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14.883997962006827,14
1595,1.0,0.505,0.41,0.135,0.657,0.29100000000000004,0.133,0.195,15.703778350995442,15
1613,1.0,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,17.52983679138652,20
1651,1.0,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13.31357055149422,13
1703,1.0,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13.356352460254657,13
1714,1.0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17.290131063104074,17
1806,1.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15.247459825679309,15
1817,1.0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,19.518370271674172,20
1873,1.0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,19.918594406504237,21
1877,1.0,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15.890062958115475,15
1883,1.0,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,14.195266624351774,15
1895,1.0,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12.658532136643787,12
1902,1.0,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12.70586673816037,12
1934,1.0,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,13.698850757397873,14
1959,1.0,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,15.788546527959173,17
1984,1.0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,17.2680110322787,19
2061,1.0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20.936227287483003,20
2095,1.0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17.639278362227948,17
2164,1.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19.001360987473177,19
2217,1.0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,15.083231565992191,14
2229,1.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16.573234848165427,16
2240,1.0,0.485,0.38,0.14,0.6729999999999999,0.2175,0.13,0.195,17.251493606171614,18
2329,1.0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,17.611281246318534,18
2352,1.0,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,22.998385119442244,23
2361,1.0,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20.98406637589352,20
2397,1.0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,16.86839068011923,17
2426,1.0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17.66692457343312,17
2445,1.0,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,16.75285183787522,17
2465,1.0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17.47350417989403,17
2497,1.0,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20.704965681072256,20
2512,1.0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19.673590245035655,19
2535,1.0,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,17.576471545270568,19
2552,1.0,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18.516708759108752,18
2563,1.0,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15.77480711395393,15
2599,1.0,0.46,0.355,0.14,0.4935,0.21600000000000005,0.133,0.115,13.855951961604106,13
2605,1.0,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13.450099714421285,13
2632,1.0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,26.516879413251168,27
2640,1.0,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,14.880521998009074,15
2648,1.0,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,11.99926533039737,13
2682,1.0,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14.404991493246857,14
2718,1.0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16.54559999529828,16
2720,1.0,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,15.95946161226082,17
2732,1.0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15.456463055425877,15
2758,1.0,0.52,0.395,0.18,0.64,0.158,0.11,0.245,20.53862076257079,22
2816,1.0,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21.382428580565477,21
2819,1.0,0.5,0.38,0.155,0.655,0.2405,0.14300000000000002,0.205,16.815090237681616,17
2828,1.0,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19.98560847189215,19
2892,1.0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18.713824418555824,18
3024,1.0,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,14.143677902925544,15
3058,1.0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12.846448458782358,12
3077,1.0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17.216965626153183,17
3079,1.0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,17.12395631150349,18
3082,1.0,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19.342014082552662,19
