,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1,1.0,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10.459559597672262,10
6,1.0,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,7.94917289083202,8
16,1.0,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,3.907272963198664,4
21,1.0,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5.532757271499894,5
23,1.0,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,5.8478820722251585,6
24,1.0,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8.752631181401792,8
33,1.0,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9.744629381445888,9
34,1.0,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,6.82205238593009,7
44,1.0,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7.012028561447079,7
46,1.0,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,10.474581255811264,10
54,1.0,0.615,0.475,0.155,1.027,0.447,0.25,0.285,8.977069293569444,9
57,1.0,0.64,0.525,0.175,1.382,0.6459999999999999,0.3115,0.37,9.287138399691798,9
59,1.0,0.655,0.54,0.215,1.5555,0.695,0.29600000000000004,0.444,10.65487045318417,11
61,1.0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,9.729993777124001,10
63,1.0,0.585,0.46,0.145,0.8465,0.339,0.16699999999999998,0.295,9.73910429060079,10
66,1.0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6.10720186113511,6
69,1.0,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8.704157252002235,8
71,1.0,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,10.161663239438674,11
74,1.0,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9.877035249039233,9
78,1.0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,7.715360736865469,8
79,1.0,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5.139759293812673,5
80,1.0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,7.632969992028643,8
