,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
6,1.0,7.0,2.0,3.4000000000000004,2.1,4.9,1.2,1.36,9.922,3.25,4.6000000000000005,11.6,6.9874729895553145,7
10,1.0,7.4,2.0,2.8000000000000003,9.1,4.7,2.9,0.95,9.953199999999999,3.16,4.699999999999999,9.8,6.74630537938323,7
14,1.0,6.5,1.7999999999999998,4.1,14.2,3.9,4.7,1.29,9.9678,3.28,7.199999999999999,10.3,7.292112267958757,7
16,1.0,6.4,1.6,2.5,1.4,5.7,2.1,1.25,9.909099999999999,3.23,4.4,11.1,6.993353598005115,7
17,1.0,7.1,4.4,3.7,2.7,4.1000000000000005,3.5,1.28,9.896,3.07,4.3,13.5,7.207154038377567,7
19,1.0,8.0,1.4000000000000001,4.9,1.5,3.5000000000000004,4.2,1.2,9.928,3.26,4.0,10.6,6.90475072480956,7
21,1.0,6.3,1.7000000000000002,3.2,1.0,4.0,3.9,1.18,9.8886,3.31,4.0,13.1,7.789862289525985,8
27,1.0,9.0,1.7000000000000002,4.9,1.0,3.9,4.6,1.31,9.93,3.09,5.1,10.5,6.774692271675718,7
40,1.0,6.4,3.3000000000000003,2.8000000000000003,1.1,3.8,3.0,1.1,9.917,3.12,4.2,10.5,6.2431155568607295,6
53,1.0,5.9,4.8,3.0,1.5,3.7000000000000006,1.9,0.78,9.9057,3.47,4.2,11.9,6.708350533603394,7
55,1.0,6.8,2.8000000000000003,6.0,1.1,13.200000000000001,4.2,1.27,9.934,3.09,4.4,9.1,5.793511133480109,6
57,1.0,7.3,4.2,3.8,6.8,4.5,2.9,1.22,9.925,3.19,3.7,12.6,7.082093074315253,7
59,1.0,6.2,2.0,2.6,1.1,4.7,4.2,1.19,9.9158,3.48,6.0,11.0,7.11814267314638,7
66,1.0,6.7,4.4,3.1,1.9,3.0,4.1,1.04,9.9,3.29,6.2,12.6,7.157014526942348,7
72,1.0,6.9,1.9,2.8000000000000003,5.0,5.800000000000001,1.4,1.46,9.952,3.29,3.5999999999999996,9.1,6.20849254162934,6
76,1.0,6.1,2.7,3.1,1.5,3.5000000000000004,1.7,0.83,9.9076,3.32,4.4,11.1,6.828255010667064,7
80,1.0,6.1,5.5,1.5,9.8,3.1,1.9,1.25,9.957,3.36,4.699999999999999,10.2,6.087029753432006,6
82,1.0,8.4,2.0,3.1,2.8,5.4,1.6,0.89,9.941600000000001,2.96,4.5,9.5,6.190423947445737,6
99,1.0,7.0,2.3000000000000003,3.5,1.4,3.6000000000000005,3.1,1.13,9.911999999999999,3.16,4.8,10.8,6.772416224975785,7
100,1.0,5.1,4.2,0.1,1.5,1.7000000000000002,2.5,1.02,9.894,3.38,3.5999999999999996,12.3,6.912042625193962,7
103,1.0,6.5,2.2,3.2,2.2,2.8000000000000003,3.6,0.92,9.9076,3.27,5.8999999999999995,11.9,7.3203265688651555,7
111,1.0,5.8,1.7000000000000002,3.5999999999999996,1.3,3.6000000000000005,1.1,0.7,9.9202,3.43,6.800000000000001,10.4,6.86991215149655,7
116,1.0,7.7,2.8000000000000003,3.9000000000000004,8.9,3.6000000000000005,0.8,1.17,9.935,3.06,3.8,12.0,7.166605583103802,7
137,1.0,6.9,4.5,2.7,4.7,3.5000000000000004,1.7,0.8,9.9058,3.12,3.5999999999999996,12.5,6.94957814348291,7
159,1.0,7.9,3.3000000000000003,2.8000000000000003,31.6,5.3,3.5,1.76,10.103,3.15,3.8,8.8,6.086607389157962,6
161,1.0,7.6,4.8,3.3000000000000003,7.0,2.4,1.4,1.3,9.918,3.25,4.5,12.5,7.143683630515952,7
163,1.0,7.5,2.4,4.9,9.4,4.8,5.0,1.49,9.962,3.17,5.8999999999999995,10.5,6.825566858905958,7
172,1.0,6.5,1.9,3.0,0.8,4.3,3.3,1.44,9.936,3.42,3.9000000000000004,9.1,6.200559119731267,6
183,1.0,8.1,2.0,4.9,11.8,4.8,4.6,2.12,9.968,3.09,4.6000000000000005,10.0,6.804847206180085,7
189,1.0,5.9,2.9,2.5,12.0,5.7,4.8,2.24,9.981,3.23,4.1,9.0,6.050669819284678,6
195,1.0,6.3,2.7,2.5,5.8,3.8,5.2,1.55,9.95,3.28,3.8,9.4,6.211122083193672,6
201,1.0,6.4,2.8000000000000003,4.3,7.1,4.5,6.0,2.21,9.952,3.09,4.5,9.4,6.10423577088487,6
203,1.0,7.7,3.2,6.2,10.6,3.6000000000000005,5.6,1.53,9.978,3.13,4.4,8.9,6.038302249827183,6
206,1.0,7.0,1.1,3.2,4.6,5.7,5.9,1.44,9.956,3.55,4.4,9.4,6.781886328876368,7
208,1.0,7.2,2.1,3.7,1.6,4.9,2.3,0.94,9.924,3.16,4.8,10.9,6.711510112106197,7
224,1.0,7.7,4.4,2.4,11.2,3.1,4.1,1.67,9.948,3.12,4.3,11.3,6.818834846847508,7
