,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
17,1.0,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,10.52683857909058,11.0
59,1.0,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,11.667830351178234,12.0
78,1.0,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6.237877356854391,6.0
159,1.0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,8.645360798309017,9.0
246,1.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,9.722852382121161,10.0
348,1.0,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,9.720571957147152,10.0
365,1.0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006,7.931390498954376,8.0
382,1.0,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,9.292678407220567,10.0
528,1.0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,14.76621074815711,15.0
562,1.0,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,9.659034471116831,10.0
624,1.0,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,10.575474246124248,11.0
727,1.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,10.764270292303102,11.0
796,1.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,12.748071187112998,13.0
799,1.0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,16.7599475396977,17.0
881,1.0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,12.754587038462377,13.0
1044,1.0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,13.760810137899043,14.0
1067,1.0,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,8.412904368125163,9.0
1068,1.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,9.710177326465768,10.0
1086,1.0,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,10.781850312129418,11.0
1143,1.0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,10.783801898025418,11.0
1250,1.0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,14.792138808375054,15.0
1332,1.0,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6.148306927269798,6.0
1368,1.0,0.65,0.5,0.17,1.4045,0.6940000000000001,0.318,0.3235,10.561041759786118,11.0
1436,1.0,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,12.706282331180544,13.0
1473,1.0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,14.79962995571029,15.0
1672,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,11.533463878426504,12.0
1674,1.0,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,5.967767007941644,7.0
1733,1.0,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,9.597866170449052,10.0
1886,1.0,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,9.607598566599432,10.0
1995,1.0,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,8.783882898883562,9.0
2069,1.0,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,11.617400014215281,12.0
2105,1.0,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,8.683253925404259,9.0
2131,1.0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,9.794451716042053,10.0
2215,1.0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,11.58679987717269,12.0
2296,1.0,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,13.743959343344082,14.0
2463,1.0,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,10.552696986950792,11.0
2523,1.0,0.61,0.48,0.16,1.234,0.598,0.238,0.315,11.580590797569723,12.0
2596,1.0,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,13.872955362404413,14.0
2690,1.0,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,10.535494788967743,11.0
2743,1.0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,14.853256570912562,15.0
2831,1.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,9.604240626340726,10.0
2988,1.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235,12.666943635902884,13.0
3069,1.0,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,11.635740856163185,12.0
3131,1.0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,10.851087602842274,11.0
3135,1.0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,10.717445524448587,11.0
3214,1.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,13.618254876197192,14.0
3381,1.0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,11.720025479349168,12.0
3582,1.0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,13.69754033104808,14.0
2110,1.0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,7.684404556194378,9.0
3,1.0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,8.766952866007035,9.0
5,1.0,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,18.09133209238203,16.0
6,1.0,0.725,0.56,0.185,1.7919999999999998,0.873,0.3670000000000001,0.435,12.033337244649083,11.0
10,1.0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12.317328330250767,12.0
18,1.0,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13.590482219868141,13.0
25,1.0,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8.3203016734,8.0
31,1.0,0.655,0.53,0.19,1.4280000000000002,0.493,0.318,0.565,19.22284940366039,18.0
33,1.0,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12.630112606941385,12.0
38,1.0,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,12.039836250642635,11.0
44,1.0,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,8.93427770328087,9.0
48,1.0,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10.542083576938976,10.0
51,1.0,0.55,0.445,0.155,0.9905,0.544,0.17800000000000002,0.218,9.598852472653,9.0
53,1.0,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,10.880097974041226,11.0
54,1.0,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998,9.049202555877182,9.0
61,1.0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11.12160317075058,11.0
76,1.0,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11.475032154114952,11.0
84,1.0,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,13.475254316032474,12.0
89,1.0,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,8.935435672529255,9.0
93,1.0,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7.287335937945417,7.0
98,1.0,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10.863148651551736,10.0
107,1.0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7.846100531819902,7.0
108,1.0,0.585,0.45,0.15,0.997,0.4055,0.28300000000000003,0.251,11.696245282164885,11.0
113,1.0,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,12.690472727150297,13.0
118,1.0,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,10.01493724106017,9.0
123,1.0,0.59,0.475,0.155,0.857,0.35600000000000004,0.174,0.28,13.548165432241273,13.0
124,1.0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,20.006241777899348,19.0
129,1.0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,11.61861045041843,12.0
138,1.0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,19.199618996694177,17.0
139,1.0,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,9.55525967399372,9.0
145,1.0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11.406053746777262,11.0
146,1.0,0.41,0.325,0.1,0.3555,0.146,0.07200000000000001,0.105,9.70701207100489,9.0
147,1.0,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002,10.839245684411875,11.0
148,1.0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11.345728033718851,11.0
154,1.0,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10.701433677975192,10.0
167,1.0,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7.769841672946312,7.0
180,1.0,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13.551868888750155,13.0
183,1.0,0.68,0.58,0.2,1.787,0.585,0.453,0.6,20.613195431366726,19.0
188,1.0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9.254348701177989,9.0
194,1.0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,11.837450763829608,12.0
199,1.0,0.58,0.455,0.12,0.94,0.399,0.257,0.265,10.9823228037617,11.0
200,1.0,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10.252727414267504,10.0
201,1.0,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10.544066293851806,10.0
203,1.0,0.44,0.34,0.1,0.451,0.188,0.087,0.13,9.877048690483008,10.0
205,1.0,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,10.969608989554832,11.0
213,1.0,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10.949070350318966,10.0
229,1.0,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10.528459908689877,10.0
230,1.0,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18,8.791184130259447,8.0
