,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
0,1.0,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,8.529150895492068,9.0
8,1.0,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10.494836317752641,10.0
12,1.0,0.505,0.41,0.125,0.642,0.289,0.133,0.155,8.451469339774528,9.0
20,1.0,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,8.353712134776739,9.0
23,1.0,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11.197259091959362,11.0
24,1.0,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,8.266555581344127,9.0
26,1.0,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,7.690367993037563,8.0
28,1.0,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8.3143155302497,8.0
30,1.0,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8.317775532084504,8.0
34,1.0,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,9.716782723004608,10.0
37,1.0,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,9.334239796110722,10.0
41,1.0,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10.375211572401128,10.0
55,1.0,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8.31441825945652,8.0
56,1.0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,9.974731367133671,10.0
57,1.0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,9.612462657893314,10.0
58,1.0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,9.925456716872631,10.0
62,1.0,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505,6.539572356375107,7.0
63,1.0,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9.157919488867321,9.0
64,1.0,0.48,0.35,0.105,0.635,0.35200000000000004,0.127,0.135,6.3222864268976515,6.0
65,1.0,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,7.287065356101909,8.0
66,1.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,10.895605857894896,11.0
67,1.0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,9.409499733165525,10.0
70,1.0,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7.164019118634327,7.0
72,1.0,0.56,0.42,0.14,0.8370000000000001,0.414,0.214,0.2,7.809361619529551,8.0
75,1.0,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,9.889369940712244,10.0
77,1.0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10.455360076467926,10.0
80,1.0,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,8.043413556101934,9.0
81,1.0,0.455,0.355,0.105,0.3720000000000001,0.138,0.0765,0.135,8.43984243976557,9.0
82,1.0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8.062595836455287,8.0
