,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
21,1.0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.16899999999999998,17.79024553206708,18.0
432,1.0,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15.474435924891257,15.0
448,1.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,10.943306530957514,11.0
460,1.0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,11.613382659078262,12.0
474,1.0,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,20.141295128242653,19.0
483,1.0,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,27.961594361447766,29.0
496,1.0,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23.653520423206498,23.0
571,1.0,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,22.68761892340201,23.0
800,1.0,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19.440161307574257,19.0
1247,1.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16.28226512280204,16.0
1328,1.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17.325450416441257,17.0
1364,1.0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11.365160540806189,11.0
1388,1.0,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,22.653756059772913,23.0
1508,1.0,0.49,0.39,0.15,0.573,0.225,0.124,0.17,19.886140498753488,21.0
1722,1.0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,12.306569957203187,13.0
2200,1.0,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11.62147172758258,11.0
2224,1.0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19.16400941106737,19.0
2245,1.0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26.45802381442043,26.0
2289,1.0,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,19.883556399994845,21.0
2418,1.0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21.83925355864809,21.0
2537,1.0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23.223367663021172,23.0
2648,1.0,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,12.623778399872077,13.0
2664,1.0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,17.498976289407395,18.0
2936,1.0,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,21.63584119707393,22.0
3162,1.0,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22.531543688841676,22.0
3266,1.0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,17.45333880823682,18.0
3518,1.0,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6.15050258431739,6.0
