,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1,1.0,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.219,7.735607779448102,8.0
2,1.0,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6.463172895517801,6.0
32,1.0,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,9.941016396550229,10.0
35,1.0,0.51,0.37,0.21,1.183,0.508,0.292,0.343,8.287349341010728,9.0
40,1.0,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,9.79779524698283,10.0
46,1.0,0.545,0.43,0.155,0.8035,0.409,0.14400000000000002,0.228,7.433211806797198,7.0
49,1.0,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7.456217382782253,7.0
52,1.0,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,9.2821499615002,10.0
60,1.0,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,4.73602667632632,5.0
73,1.0,0.33,0.265,0.09,0.18,0.068,0.036000000000000004,0.06,5.6503043195686535,6.0
74,1.0,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,9.406581311579519,9.0
79,1.0,0.43,0.33,0.095,0.32,0.118,0.065,0.123,6.762399917179211,7.0
83,1.0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,9.698652931304887,10.0
87,1.0,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10.244014014304407,10.0
94,1.0,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7.245973389752108,7.0
97,1.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6.390552631638396,6.0
117,1.0,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,12.211049505038911,11.0
135,1.0,0.725,0.6,0.2,1.737,0.6970000000000001,0.3585,0.595,12.02772177858272,11.0
158,1.0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12.7750089185194,12.0
170,1.0,0.57,0.44,0.19,1.018,0.447,0.207,0.265,8.452486379266405,9.0
185,1.0,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24,8.19292303066716,8.0
186,1.0,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,8.392554754731163,9.0
191,1.0,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.3720000000000001,9.373098156499612,10.0
192,1.0,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,6.541006245378427,7.0
195,1.0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,4.910593368378102,5.0
206,1.0,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365,4.963127202625448,5.0
210,1.0,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,9.420962006782524,10.0
226,1.0,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.416,9.403988999488389,10.0
228,1.0,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004,9.501284406000114,9.0
231,1.0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,8.686907455983839,9.0
238,1.0,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,10.158567437460484,11.0
243,1.0,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,5.613980068127448,6.0
268,1.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,4.964360804414238,5.0
274,1.0,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,7.802448963593902,8.0
277,1.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12.4718178882237,12.0
279,1.0,0.435,0.325,0.11,0.4335,0.17800000000000002,0.0985,0.155,6.783269017173044,7.0
282,1.0,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13.172723585299677,13.0
287,1.0,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,9.38231699633851,10.0
293,1.0,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,8.30934360608974,9.0
294,1.0,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,12.260345542983792,13.0
295,1.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6.0551881291329686,6.0
305,1.0,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,5.818145851422837,6.0
309,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,5.94592412407415,6.0
315,1.0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8.29916532060851,8.0
