,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
2,1.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07
13,1.0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225
19,1.0,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17
29,1.0,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595
40,1.0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26
50,1.0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39
51,1.0,0.555,0.44,0.15,1.092,0.416,0.212,0.4405
60,1.0,0.36,0.265,0.09,0.2065,0.078,0.057,0.06
67,1.0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195
70,1.0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355
73,1.0,0.635,0.505,0.155,1.2895,0.594,0.314,0.345
75,1.0,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04
85,1.0,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045
88,1.0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2
92,1.0,0.675,0.525,0.175,1.402,0.483,0.3205,0.465
106,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059
123,1.0,0.465,0.38,0.13,0.454,0.1895,0.08,0.155
128,1.0,0.52,0.41,0.14,0.6990000000000001,0.3395,0.129,0.1945
131,1.0,0.58,0.44,0.18,0.8540000000000001,0.3665,0.1635,0.245
134,1.0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055
137,1.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47
144,1.0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188
151,1.0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078
153,1.0,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515
183,1.0,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525
184,1.0,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425
187,1.0,0.615,0.475,0.175,1.194,0.5589999999999999,0.259,0.3165
189,1.0,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965
200,1.0,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215
203,1.0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135
206,1.0,0.575,0.47,0.165,0.853,0.292,0.179,0.35
226,1.0,0.42,0.33,0.125,0.463,0.18600000000000005,0.11,0.145
229,1.0,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353
232,1.0,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385
244,1.0,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815
265,1.0,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175
269,1.0,0.68,0.58,0.2,1.787,0.585,0.453,0.6
279,1.0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205
285,1.0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345
290,1.0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725
293,1.0,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253
305,1.0,0.44,0.305,0.115,0.379,0.162,0.091,0.11
313,1.0,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195
320,1.0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065
324,1.0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1
340,1.0,0.45,0.36,0.16,0.5670000000000001,0.174,0.1245,0.225
345,1.0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22
348,1.0,0.565,0.44,0.175,0.8735,0.414,0.21,0.21
350,1.0,0.46,0.355,0.14,0.491,0.207,0.115,0.174
352,1.0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11
361,1.0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23
363,1.0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13
367,1.0,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285
370,1.0,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535
376,1.0,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15
379,1.0,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375
380,1.0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213
390,1.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07
408,1.0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355
414,1.0,0.665,0.525,0.18,1.429,0.6715,0.29,0.4
425,1.0,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22
434,1.0,0.55,0.445,0.155,0.9905,0.544,0.17800000000000002,0.218
448,1.0,0.47,0.35,0.13,0.466,0.1845,0.099,0.145
451,1.0,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135
453,1.0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07
455,1.0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675
457,1.0,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115
459,1.0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34
466,1.0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925
470,1.0,0.535,0.405,0.125,0.927,0.26,0.1425,0.345
471,1.0,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575
478,1.0,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275
488,1.0,0.48,0.38,0.145,0.59,0.232,0.141,0.23
491,1.0,0.44,0.32,0.105,0.3875,0.1755,0.07400000000000001,0.12
497,1.0,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
506,1.0,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41
512,1.0,0.635,0.48,0.235,1.064,0.413,0.228,0.36
516,1.0,0.67,0.545,0.2,1.7025,0.833,0.374,0.41
519,1.0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998
532,1.0,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295
535,1.0,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345
537,1.0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24
540,1.0,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18
543,1.0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18
548,1.0,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745
550,1.0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075
556,1.0,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43
557,1.0,0.415,0.325,0.14,0.417,0.1535,0.1015,0.14400000000000002
558,1.0,0.355,0.265,0.085,0.201,0.069,0.053,0.0695
565,1.0,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31
568,1.0,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000005
569,1.0,0.43,0.35,0.11,0.406,0.1675,0.081,0.135
575,1.0,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285
592,1.0,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48
593,1.0,0.58,0.445,0.15,0.8865,0.383,0.209,0.255
599,1.0,0.355,0.29,0.09,0.3275,0.134,0.086,0.09
600,1.0,0.635,0.48,0.19,1.467,0.5825,0.303,0.42
626,1.0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535
629,1.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365
641,1.0,0.555,0.45,0.145,0.915,0.4,0.246,0.285
645,1.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575
646,1.0,0.63,0.495,0.16,1.093,0.4970000000000001,0.221,0.315
653,1.0,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04
659,1.0,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306
660,1.0,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545
664,1.0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3
670,1.0,0.345,0.255,0.1,0.197,0.071,0.051,0.06
676,1.0,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265
677,1.0,0.55,0.42,0.155,0.912,0.495,0.1805,0.205
683,1.0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057
687,1.0,0.54,0.415,0.155,0.7020000000000001,0.322,0.16699999999999998,0.19
713,1.0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075
716,1.0,0.385,0.28,0.085,0.2175,0.097,0.038,0.067
722,1.0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317
723,1.0,0.585,0.455,0.225,1.055,0.3815,0.221,0.365
725,1.0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26
726,1.0,0.51,0.395,0.145,0.6185,0.21600000000000005,0.1385,0.24
730,1.0,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095
743,1.0,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345
747,1.0,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325
752,1.0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195
754,1.0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255
766,1.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16
768,1.0,0.295,0.215,0.075,0.116,0.037000000000000005,0.0295,0.04
771,1.0,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845
776,1.0,0.575,0.45,0.135,0.8715,0.45,0.162,0.225
781,1.0,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26
797,1.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155
808,1.0,0.555,0.44,0.15,0.755,0.307,0.1525,0.26
814,1.0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14
824,1.0,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325
830,1.0,0.61,0.47,0.165,1.1785,0.5660000000000001,0.2785,0.294
835,1.0,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345
839,1.0,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068
843,1.0,0.41,0.3,0.09,0.28,0.141,0.0575,0.075
844,1.0,0.545,0.42,0.125,0.9745,0.353,0.174,0.305
854,1.0,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035
867,1.0,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08
875,1.0,0.5,0.38,0.11,0.5605,0.28,0.106,0.15
881,1.0,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725
883,1.0,0.585,0.45,0.15,0.997,0.4055,0.28300000000000003,0.251
884,1.0,0.335,0.25,0.075,0.18600000000000005,0.0945,0.038,0.0445
897,1.0,0.555,0.425,0.13,0.7665,0.264,0.168,0.275
903,1.0,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785
907,1.0,0.575,0.425,0.135,0.7965,0.364,0.196,0.239
913,1.0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005
917,1.0,0.635,0.5,0.175,1.477,0.684,0.3005,0.39
932,1.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24
934,1.0,0.41,0.315,0.095,0.306,0.121,0.0735,0.09
936,1.0,0.665,0.54,0.175,1.347,0.4955,0.254,0.415
943,1.0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275
948,1.0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42
960,1.0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26
967,1.0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365
974,1.0,0.57,0.48,0.18,0.9395,0.399,0.2,0.295
976,1.0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065
977,1.0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28
983,1.0,0.45,0.335,0.105,0.425,0.1865,0.091,0.115
985,1.0,0.525,0.405,0.16,0.792,0.316,0.1455,0.28
1001,1.0,0.605,0.475,0.15,1.15,0.575,0.232,0.297
1002,1.0,0.56,0.44,0.155,0.8109999999999999,0.3685,0.17800000000000002,0.235
1014,1.0,0.545,0.44,0.14,0.8395,0.35600000000000004,0.1905,0.2385
1027,1.0,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725
