,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
30,1.0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865
36,1.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045
65,1.0,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645
84,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255
120,1.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425
146,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185
164,1.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27
171,1.0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25
176,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325
190,1.0,0.67,0.55,0.155,1.5659999999999998,0.858,0.339,0.354
195,1.0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57
204,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06
270,1.0,0.335,0.26,0.09,0.1835,0.078,0.024,0.065
288,1.0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35
291,1.0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43
297,1.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345
328,1.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293
374,1.0,0.555,0.42,0.14,0.868,0.33,0.243,0.21
382,1.0,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15
410,1.0,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075
412,1.0,0.445,0.33,0.1,0.4370000000000001,0.163,0.0755,0.17
439,1.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435
464,1.0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355
465,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37
487,1.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51
585,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57
606,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32
625,1.0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605
663,1.0,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083
698,1.0,0.55,0.435,0.145,0.843,0.328,0.1915,0.255
733,1.0,0.585,0.47,0.165,1.409,0.8,0.229,0.295
769,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175
775,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325
789,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
791,1.0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06
807,1.0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324
876,1.0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11
896,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315
947,1.0,0.585,0.45,0.15,1.047,0.4315,0.276,0.315
956,1.0,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3
979,1.0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48
986,1.0,0.35,0.26,0.09,0.198,0.0725,0.056,0.06
988,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18
993,1.0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32
999,1.0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26
1029,1.0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425
1039,1.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35
1046,1.0,0.745,0.585,0.19,1.966,0.8435,0.4370000000000001,0.5855
1166,1.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195
1186,1.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
1220,1.0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52
1260,1.0,0.505,0.395,0.135,0.5915,0.28800000000000003,0.1315,0.185
1285,1.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255
1356,1.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25
1359,1.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
1410,1.0,0.37,0.29,0.09,0.241,0.11,0.045,0.069
1431,1.0,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685
1433,1.0,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735
1462,1.0,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135
1486,1.0,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25
1585,1.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503
1587,1.0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295
1591,1.0,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245
1608,1.0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32
1657,1.0,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042
1677,1.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32
1706,1.0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275
1733,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045
1753,1.0,0.48,0.39,0.15,0.6275,0.276,0.134,0.185
1756,1.0,0.315,0.25,0.09,0.203,0.0615,0.037000000000000005,0.0795
1767,1.0,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17
1785,1.0,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19
1840,1.0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12
1852,1.0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11
1860,1.0,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42
1904,1.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395
2042,1.0,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006
2069,1.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19
2090,1.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285
2093,1.0,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
2110,1.0,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13
2116,1.0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106
2131,1.0,0.575,0.44,0.16,0.9615,0.483,0.166,0.275
2141,1.0,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105
2199,1.0,0.655,0.525,0.185,1.259,0.487,0.2215,0.445
2204,1.0,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07
2209,1.0,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085
2216,1.0,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36
2244,1.0,0.43,0.34,0.0,0.428,0.2065,0.086,0.115
2317,1.0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3
2369,1.0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25
2378,1.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341
2389,1.0,0.425,0.345,0.125,0.425,0.16,0.0795,0.154
2429,1.0,0.38,0.285,0.1,0.2665,0.115,0.061,0.075
2559,1.0,0.635,0.515,0.17,1.275,0.509,0.28600000000000003,0.34
2630,1.0,0.535,0.42,0.16,0.72,0.275,0.16399999999999998,0.225
2683,1.0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21
2689,1.0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09
2705,1.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195
2811,1.0,0.47,0.375,0.105,0.513,0.232,0.142,0.13
2852,1.0,0.49,0.42,0.125,0.609,0.239,0.1435,0.22
2856,1.0,0.515,0.405,0.14,0.8505,0.312,0.146,0.315
2860,1.0,0.51,0.38,0.13,0.584,0.224,0.1355,0.185
2910,1.0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215
2911,1.0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462
2914,1.0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28
2917,1.0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17
2971,1.0,0.345,0.265,0.09,0.163,0.0615,0.037000000000000005,0.0485
2972,1.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465
2988,1.0,0.4,0.31,0.11,0.314,0.138,0.057,0.1
2990,1.0,0.545,0.44,0.165,0.7440000000000001,0.2875,0.204,0.25
3062,1.0,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07
3070,1.0,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205
3101,1.0,0.485,0.355,0.13,0.581,0.245,0.132,0.168
3104,1.0,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455
3112,1.0,0.47,0.37,0.12,0.5795,0.293,0.227,0.14
3127,1.0,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2
3267,1.0,0.61,0.48,0.165,1.244,0.6345,0.257,0.305
3286,1.0,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985
3305,1.0,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42
3353,1.0,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
3373,1.0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
3426,1.0,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135
3481,1.0,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28
3537,1.0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331
3550,1.0,0.33,0.235,0.09,0.163,0.0615,0.034,0.055
3561,1.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29
3610,1.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173
3736,1.0,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615
