,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
7,1.0,6.6,3.2,2.6,7.7,5.4,5.6,2.09,9.961,3.17,4.5,8.8,4.968407761270171,5
11,1.0,7.3,4.3,3.7,4.6,2.8000000000000003,1.7,1.14,9.91,3.23,4.3,13.2,5.943841170083502,6
42,1.0,6.4,3.0,2.7,5.0,5.800000000000001,2.7,1.51,9.9198,3.22,4.9,12.2,5.962108714336779,6
43,1.0,8.2,1.7000000000000002,3.2,1.5,5.0,1.7,1.01,9.94,3.14,5.8,9.5,5.104497099671107,5
51,1.0,9.8,3.5999999999999996,4.5,1.6,4.2,1.1,1.24,9.943999999999999,2.93,4.6000000000000005,10.8,4.871837856852721,5
70,1.0,6.4,2.4,2.7,1.5,4.0,3.5,1.05,9.8914,3.13,3.0,12.4,6.058246334871697,6
110,1.0,7.2,2.4,3.5999999999999996,2.0,2.9000000000000004,2.1,0.63,9.9076,3.13,6.3,12.5,6.063367530285177,6
112,1.0,7.5,3.3000000000000003,3.9000000000000004,12.4,6.5,2.9,1.19,9.974,3.16,3.9000000000000004,9.4,5.0737953970449325,5
127,1.0,7.3,3.4000000000000004,2.1,3.2,5.0,1.4,1.36,9.936,3.25,4.4,10.2,5.06168368803219,5
132,1.0,6.2,3.5,2.9,3.9,4.1000000000000005,2.2,0.79,9.9005,3.1,5.8999999999999995,12.066666666700002,5.972196511694975,6
133,1.0,7.1,3.5999999999999996,2.4,1.8,2.5,3.2,1.02,9.902999999999999,3.34,5.8999999999999995,12.8,6.035685524953081,6
138,1.0,6.9,4.0,3.7,8.9,5.3,3.6,1.48,9.96,3.16,5.0,9.3,4.965270370840273,5
141,1.0,5.8,4.1499999999999995,1.3,1.4,4.0,1.1,0.64,9.922,3.29,5.2,10.5,5.036103149759157,5
158,1.0,7.3,2.6,2.4,1.7,5.0,1.0,1.12,9.9286,3.11,4.3,9.9,5.057463341347173,5
168,1.0,7.8,3.4000000000000004,2.7,1.2,4.0,2.5,1.06,9.932,3.01,5.5,10.4,5.0372301308375995,5
175,1.0,7.2,4.0,2.4,8.5,5.5,4.5,1.51,9.9626,3.2,5.2,9.2,4.927795148423058,5
184,1.0,6.8,3.0,2.4,6.6,12.3,3.5,1.16,9.953,3.07,4.8,9.4,5.042643304941578,5
199,1.0,7.5,2.2,3.3000000000000003,6.7,3.6000000000000005,4.5,1.38,9.939,3.2,6.800000000000001,11.4,5.977243210516804,6
210,1.0,8.0,2.5,3.5,1.1,5.4,1.3,1.36,9.9366,3.08,5.5,9.5,4.955884482718403,5
279,1.0,8.7,2.2,4.2,2.3,5.3,2.7,1.14,9.94,2.99,4.3,10.0,5.087063219448453,5
286,1.0,6.6,2.7,3.1,5.3,13.699999999999998,3.5,1.63,9.951,3.2,3.8,9.3,5.020818711516199,5
296,1.0,8.0,3.2,3.5999999999999996,4.6,4.2,5.6,1.78,9.928,3.29,4.699999999999999,12.0,5.86939176107829,6
309,1.0,6.3,3.0,9.1,8.2,3.4000000000000004,5.0,1.99,9.939400000000001,3.39,4.9,11.7,6.026099587524058,6
319,1.0,6.4,2.8000000000000003,2.7,11.0,4.2,4.5,1.48,9.9786,3.14,4.6000000000000005,8.7,4.950848032013198,5
333,1.0,6.9,3.5,5.5,11.95,3.8,2.2,1.11,9.9687,3.11,2.9,9.7,5.034671931396602,5
356,1.0,6.5,2.9,3.0,9.15,5.1,2.5,1.66,9.9339,3.24,5.6000000000000005,11.333333333299999,5.963775691376654,6
364,1.0,7.2,2.0,2.2,1.6,4.3999999999999995,1.7,1.01,9.947099999999999,3.37,5.300000000000001,10.0,5.096219512838303,5
380,1.0,8.2,3.0,4.4,12.4,4.3,5.2,1.54,9.9452,3.04,3.3000000000000003,12.0,6.05188232245105,6
395,1.0,6.8,3.2,1.7999999999999998,7.5,4.1000000000000005,7.1,2.23,9.959,3.14,4.1,8.9,5.010249559289704,5
398,1.0,6.6,2.4,2.9,2.0,2.3,1.9,0.86,9.9,3.25,4.5,12.5,6.073340029799709,6
400,1.0,7.2,3.4000000000000004,3.0,8.4,5.1,4.0,1.67,9.9756,3.48,6.2,9.7,5.1133593277342015,5
402,1.0,8.0,2.7,3.3000000000000003,1.2,5.0,4.1,1.03,9.9002,3.0,4.5,12.4,5.9641910846919615,6
404,1.0,9.8,3.1,4.9,15.4,4.6,1.3,1.19,10.004,3.18,4.5,9.5,4.967106276298125,5
410,1.0,7.5,4.2,1.4000000000000001,10.7,4.6,1.8,0.95,9.959,3.22,3.3000000000000003,10.7,5.158990649356042,5
413,1.0,7.8,3.0,7.4,1.8,3.3000000000000003,3.3,1.56,9.91,3.29,5.2,12.8,6.078758143469102,6
416,1.0,6.4,4.5,0.7000000000000001,1.1,3.0,1.0,1.31,9.905000000000001,2.97,2.8000000000000003,10.8,5.017000022757415,5
425,1.0,7.5,2.1,6.800000000000001,10.9,4.5,3.8,1.33,9.978,3.0,3.5999999999999996,8.7,4.97560870874544,5
432,1.0,7.6,2.6,5.8,7.9,4.1000000000000005,6.2,1.8,9.966000000000001,3.07,3.8,9.0,5.017505386413191,5
457,1.0,6.8,3.2,1.7999999999999998,7.5,4.1000000000000005,7.1,2.23,9.959,3.14,4.1,8.9,5.010249559289704,5
461,1.0,6.8,3.3000000000000003,4.4,7.0,5.0,2.9,1.55,9.955,3.14,4.2,9.5,4.992863195194005,5
465,1.0,6.8,1.5,4.1,12.9,4.3999999999999995,7.95,1.82,9.9742,3.24,7.800000000000001,10.2,6.059877169693323,6
495,1.0,8.8,3.3000000000000003,3.5999999999999996,2.1,3.4000000000000004,1.9,1.25,9.916599999999999,2.96,9.8,12.7,6.061966556024004,6
498,1.0,7.1,3.2,4.0,1.5,3.4000000000000004,1.3,0.84,9.943999999999999,3.42,6.0,10.4,5.046244622017653,5
505,1.0,7.2,2.3000000000000003,4.6000000000000005,6.4,3.6000000000000005,1.7,0.85,9.9279,3.1,7.800000000000001,11.7,6.067728899029603,6
