,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
2,1.0,1.13081,0.0,8.14,0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4,307,21.0,360.17,22.6,11.630998367194389,12.7
9,1.0,0.05372,0.0,13.92,0,0.4370000000000001,6.549,51.0,5.9604,4,289,16.0,392.85,7.39,27.094558944798003,27.1
10,1.0,0.06724,0.0,3.24,0,0.46,6.332999999999998,17.2,5.2146,4,430,16.9,375.21,7.34,24.152058711728678,22.6
12,1.0,0.04544,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,21.459716161743103,19.8
13,1.0,0.05646,0.0,12.83,0,0.4370000000000001,6.232,53.7,5.0141,5,398,18.7,386.4,12.34,21.056598050354996,21.2
15,1.0,0.04666,80.0,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61,31.883955439005057,30.3
21,1.0,0.22969,0.0,10.59,0,0.489,6.3260000000000005,52.5,4.3549,4,277,18.6,394.87,10.97,23.680558697115153,24.4
24,1.0,3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,19.55282391310945,19.9
26,1.0,7.83932,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22,20.65378136447063,21.4
27,1.0,0.12816,12.5,6.07,0,0.409,5.885,33.0,6.497999999999998,4,345,18.9,396.9,8.79,20.472710556518052,20.9
31,1.0,0.77299,0.0,8.14,0,0.5379999999999999,6.495,94.4,4.4547,4,307,21.0,387.94,12.8,20.300329804004534,18.4
32,1.0,1.00245,0.0,8.14,0,0.5379999999999999,6.674,87.3,4.239,4,307,21.0,380.23,11.98,21.70527765595539,21.0
33,1.0,1.61282,0.0,8.14,0,0.5379999999999999,6.096,96.9,3.7598,4,307,21.0,248.31,20.34,13.846420106911628,13.5
35,1.0,0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2,25.149174640044055,23.8
37,1.0,0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1,19.062769220066464,18.3
38,1.0,0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,12.93,19.65732179916412,20.1
40,1.0,0.01432,100.0,1.32,0,0.411,6.816,40.5,8.3248,5,256,15.1,392.9,3.95,32.413675484147845,31.6
41,1.0,0.08664,45.0,3.44,0,0.4370000000000001,7.178,26.3,6.4798,5,398,15.2,390.49,2.87,32.830978829844405,36.4
45,1.0,0.18836,0.0,6.91,0,0.448,5.7860000000000005,33.3,5.1004,3,233,17.9,396.9,14.15,19.96055660985333,20.0
49,1.0,0.34006,0.0,21.89,0,0.624,6.457999999999998,98.9,2.1185,4,437,21.2,395.04,12.6,20.67192114902438,19.2
51,1.0,0.12744,0.0,6.91,0,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84,28.27044919012943,26.6
55,1.0,0.19073,22.0,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,24.497969696630253,26.2
56,1.0,0.03738,0.0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,22.208037078934698,20.7
58,1.0,0.06127000000000001,40.0,6.41,1,0.447,6.8260000000000005,27.6,4.8628,4,254,17.6,393.45,4.16,33.383185334107026,33.1
64,1.0,0.03768,80.0,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,34.10169912799963,34.6
66,1.0,0.09849,0.0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,379.38,17.58,20.146640228100996,18.8
68,1.0,0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358,14.8,371.58,4.74,31.465345838340475,29.0
69,1.0,0.32264,0.0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9,16.119349277879117,17.4
72,1.0,0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51,22.4058530004983,20.6
73,1.0,0.00906,90.0,2.97,0,0.4,7.087999999999999,20.8,7.3073,1,285,15.3,394.72,7.85,31.13085316909406,32.2
77,1.0,0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,20.87575080393249,21.7
79,1.0,9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,15.44614623148525,14.9
81,1.0,0.44178,0.0,6.2,0,0.504,6.5520000000000005,21.4,3.3751,8,307,17.4,380.34,3.76,31.0359092108371,31.5
82,1.0,0.04981,21.0,5.64,0,0.439,5.997999999999998,21.4,6.8147,4,243,16.8,396.9,8.43,23.588476489409665,23.4
83,1.0,0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,22.320634997546872,22.6
85,1.0,0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,25.09495132350727,23.1
88,1.0,0.13554000000000002,12.5,6.07,0,0.409,5.5939999999999985,36.8,6.497999999999998,4,345,18.9,396.9,13.09,16.929775504842034,17.4
91,1.0,0.02187,60.0,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,31.55306532556608,31.1
92,1.0,0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,25.145595382879254,24.8
93,1.0,0.01301,35.0,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49,30.63753727201062,32.7
95,1.0,2.15505,0.0,19.58,0,0.871,5.627999999999999,100.0,1.5166,5,403,14.7,169.27,16.65,15.603265870446771,15.6
100,1.0,0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36,25.054319966648748,23.1
101,1.0,7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,24.56,12.960160417319141,12.3
104,1.0,0.84054,0.0,8.14,0,0.5379999999999999,5.599,85.7,4.4546,4,307,21.0,303.42,16.51,13.362668896492023,13.9
115,1.0,11.1604,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27,13.791195130831289,13.4
119,1.0,0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98,33.477296087756926,32.0
121,1.0,0.16211,20.0,6.96,0,0.464,6.24,16.3,4.4289999999999985,3,223,18.6,396.9,6.59,26.900314819351046,25.2
122,1.0,0.11027,25.0,5.13,0,0.453,6.456,67.8,7.2255,8,284,19.7,396.9,6.73,24.24701866605468,22.2
123,1.0,1.25179,0.0,8.14,0,0.5379999999999999,5.57,98.1,3.7979,4,307,21.0,376.57,21.02,12.556717154602637,13.6
124,1.0,0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,22.088377150660214,23.1
127,1.0,5.20177,0.0,18.1,1,0.77,6.127000000000002,83.4,2.7227,24,666,20.2,395.43,11.48,21.694408220731308,22.7
129,1.0,0.1396,0.0,8.56,0,0.52,6.167000000000002,90.0,2.421,5,384,20.9,392.69,12.33,21.535337404130402,20.1
130,1.0,0.1029,30.0,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22,23.737208526556746,22.2
132,1.0,0.13058,0.0,10.01,0,0.547,5.872000000000001,73.1,2.4775,6,432,17.8,338.63,15.37,19.810500416905313,20.4
133,1.0,0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4,254,17.6,389.25,6.05,34.45392679483156,33.2
134,1.0,0.1265,25.0,5.13,0,0.453,6.7620000000000005,43.4,7.9809,8,284,19.7,395.58,9.5,23.16274554893779,25.0
137,1.0,0.04011,80.0,1.52,0,0.404,7.287000000000001,34.1,7.309,2,329,12.6,396.9,4.08,35.5290359753955,33.3
138,1.0,0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86,32.49456768173526,33.1
140,1.0,0.7842,0.0,8.14,0,0.5379999999999999,5.99,81.7,4.2579,4,307,21.0,386.75,14.67,17.28771480964807,17.5
141,1.0,0.13117,0.0,8.56,0,0.52,6.127000000000002,85.2,2.1224,5,384,20.9,387.69,14.09,20.77548626871926,20.4
144,1.0,0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,39.19449354156857,41.7
145,1.0,0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,23.973796238315426,24.3
146,1.0,0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1,315,16.4,392.89,6.57,23.320625712353113,21.9
147,1.0,0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47,35.72154427360496,33.4
149,1.0,0.06262999999999999,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,9.67,24.193071635115977,22.4
151,1.0,0.12932000000000002,0.0,13.92,0,0.4370000000000001,6.678,31.1,5.9604,4,289,16.0,396.9,6.27,28.284110361936385,28.6
153,1.0,1.80028,0.0,19.58,0,0.605,5.877000000000002,79.2,2.4259,5,403,14.7,227.61,12.14,22.046924538000418,23.8
158,1.0,4.541919999999998,0.0,18.1,0,0.77,6.398,88.0,2.5182,24,666,20.2,374.56,7.79,23.451444321570072,25.0
165,1.0,0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,25.05599550141779,24.6
169,1.0,0.053020000000000005,0.0,3.41,0,0.489,7.079,63.1,3.4145,2,270,17.8,396.06,5.7,31.23368615547469,28.7
171,1.0,0.15875999999999998,0.0,10.81,0,0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88,21.333480312386687,21.7
172,1.0,0.44791,0.0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05,30.46578278956635,29.0
177,1.0,0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,30.82368310891672,29.1
179,1.0,0.05188,0.0,4.49,0,0.449,6.015,45.1,4.4272,3,247,18.5,395.99,12.86,21.880948443399582,22.5
180,1.0,0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,22.792548839506296,22.2
182,1.0,0.13262000000000002,0.0,8.56,0,0.52,5.851,96.7,2.1069,5,384,20.9,394.05,16.47,18.394852432852478,19.5
183,1.0,0.07977999999999999,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19,29.775472585077882,29.1
184,1.0,0.7258,0.0,8.14,0,0.5379999999999999,5.727,69.5,3.7965,4,307,21.0,390.95,11.28,18.51307952478796,18.2
185,1.0,0.20608,22.0,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,15.966547653677031,17.6
186,1.0,13.0751,0.0,18.1,0,0.58,5.712999999999999,56.7,2.8237,24,666,20.2,396.9,14.76,18.319179377053462,20.1
187,1.0,0.10574,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07,13.86560698958808,13.6
190,1.0,0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264,13.0,387.89,8.1,35.878481048947606,36.5
191,1.0,0.0837,45.0,3.44,0,0.4370000000000001,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,34.154943419809776,34.9
193,1.0,1.05393,0.0,8.14,0,0.5379999999999999,5.935,29.3,4.4986,4,307,21.0,386.85,6.58,20.86474075075855,23.1
196,1.0,0.26363000000000003,0.0,8.56,0,0.52,6.229,91.2,2.5451,5,384,20.9,391.23,15.55,19.953611857091875,19.4
198,1.0,9.72418,0.0,18.1,0,0.74,6.4060000000000015,97.2,2.0651,24,666,20.2,385.96,19.52,18.068269971469412,17.1
201,1.0,0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18.0,396.9,6.19,32.74376248639143,33.2
208,1.0,0.22876,0.0,8.56,0,0.52,6.405,85.4,2.7147,5,384,20.9,70.8,10.63,19.445068291411225,18.6
209,1.0,0.14932,25.0,5.13,0,0.453,5.7410000000000005,66.2,7.2254,8,284,19.7,395.11,13.15,17.664298089326856,18.7
210,1.0,6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666,20.2,396.9,13.99,20.396276036691976,19.5
213,1.0,0.15936,0.0,6.91,0,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44,24.501062696959,24.7
214,1.0,0.13587,0.0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,22.06943201807293,24.4
217,1.0,0.32543,0.0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39,19.527233356339536,18.0
220,1.0,0.12269,0.0,6.91,0,0.448,6.069,40.0,5.7209,3,233,17.9,389.39,9.55,22.732904467382188,21.2
221,1.0,0.09266,34.0,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67,28.243648874151567,26.4
226,1.0,0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13,22.745289601820783,24.7
229,1.0,0.19539,0.0,10.81,0,0.413,6.245,6.2,5.2873,4,305,19.2,377.17,7.54,23.82132782091633,23.4
230,1.0,0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18.0,357.98,6.65,28.48734107654289,28.4
231,1.0,16.8118,0.0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81,7.9812843825200845,7.2
233,1.0,0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437,21.2,392.11,17.19,15.244963839021233,16.2
234,1.0,0.08872999999999999,21.0,5.64,0,0.439,5.962999999999999,45.7,6.8147,4,243,16.8,395.56,13.45,20.822240590638504,19.7
236,1.0,0.03113,0.0,4.39,0,0.442,6.0139999999999985,48.5,8.0136,3,352,18.8,385.64,10.53,16.856407701968717,17.5
237,1.0,0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1,18.17461761418626,17.5
238,1.0,0.01778,95.0,1.47,0,0.403,7.135,13.9,7.6534,3,402,17.0,384.3,4.45,30.457022317934378,32.9
239,1.0,5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98,19.642448184279512,19.1
241,1.0,0.29916,20.0,6.96,0,0.464,5.856,42.1,4.4289999999999985,3,223,18.6,388.65,13.0,21.75204587097844,21.1
243,1.0,0.1403,22.0,5.86,0,0.431,6.487,13.0,7.3967,7,330,19.1,396.28,5.9,24.39462211286275,24.4
246,1.0,0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,30.884760888272833,32.5
247,1.0,4.668830000000002,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01,12.252929601294891,12.7
