,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1,1.0,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10.553259660268592,10
5,1.0,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,8.655314385824264,9
6,1.0,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8.077517914019023,8
16,1.0,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,3.9098844073873162,4
23,1.0,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,5.873656886444006,6
34,1.0,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,6.8210902364292325,7
44,1.0,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7.046010909995366,7
46,1.0,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,10.395245780720638,10
54,1.0,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9.130321623687973,9
57,1.0,0.64,0.525,0.175,1.382,0.6459999999999999,0.3115,0.37,9.433477913896994,9
59,1.0,0.655,0.54,0.215,1.5555,0.695,0.29600000000000004,0.444,10.671380400469413,11
61,1.0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,9.867010189883977,10
63,1.0,0.585,0.46,0.145,0.8465,0.339,0.16699999999999998,0.295,9.831719730714866,10
66,1.0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6.044466680542227,6
77,1.0,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,7.541756709405558,8
78,1.0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,7.757487811052329,8
79,1.0,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5.171727207635853,5
80,1.0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,7.824458876563911,8
83,1.0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9.007685015854985,9
86,1.0,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8.144242241065983,8
87,1.0,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,6.787367793426549,7
89,1.0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8.420337303569072,8
90,1.0,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9.678991777028633,9
93,1.0,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,10.443675000418523,10
95,1.0,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,9.692383900839841,10
102,1.0,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,7.862287140727663,8
105,1.0,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365,5.28130678957138,5
107,1.0,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6.319884924675247,6
110,1.0,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6.1952762679811535,6
114,1.0,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.219,8.44504031192912,8
116,1.0,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9.643872380025853,9
122,1.0,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,9.655753848602501,10
132,1.0,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9.061523888788845,9
133,1.0,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,4.946882445376791,5
139,1.0,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8.567782459878838,8
145,1.0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,12.636506393405519,13
148,1.0,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10.42410978574574,10
158,1.0,0.635,0.495,0.18,1.596,0.617,0.317,0.37,10.408088062213023,11
159,1.0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,7.525990421729665,8
160,1.0,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,6.990444945263031,7
161,1.0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,6.895556484049621,7
165,1.0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8.238488295863698,8
168,1.0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,9.509644867511168,10
173,1.0,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,7.801246757353304,8
182,1.0,0.51,0.385,0.135,0.632,0.282,0.145,0.17,7.687205381292012,8
197,1.0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,7.840293385642887,8
198,1.0,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,9.196760874733972,9
201,1.0,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8.20265703051912,8
213,1.0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10.143960751686974,10
215,1.0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,11.641098679467135,12
222,1.0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,9.492544807354125,10
225,1.0,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8.546185849295307,8
227,1.0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6.32002826643194,6
231,1.0,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36,9.862067766182616,10
233,1.0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5.338875042556104,5
234,1.0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6.378269748568718,6
237,1.0,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,8.649887592054524,9
238,1.0,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,8.594589333713628,9
245,1.0,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,5.654668365270992,6
246,1.0,0.695,0.525,0.175,1.742,0.696,0.389,0.505,11.278872319278207,12
254,1.0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8.3622857928274,8
256,1.0,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8.335500643615516,8
263,1.0,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,6.557595983784454,7
264,1.0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8.170824027276122,8
266,1.0,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,8.135499860817317,8
272,1.0,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,8.77323471351922,9
273,1.0,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225,9.509466845553362,9
274,1.0,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34,9.641316830730275,10
276,1.0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6.356231678220915,6
278,1.0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.14800000000000002,7.156636805667199,7
289,1.0,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7.33848852475842,7
292,1.0,0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6.182843075240513,6
294,1.0,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6.245534437294519,6
295,1.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,8.844152499524995,9
302,1.0,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,7.935580341255324,8
308,1.0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,8.673725309862945,9
310,1.0,0.675,0.525,0.17,1.711,0.8365,0.35200000000000004,0.475,9.398998290890194,9
314,1.0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10.63821962352907,10
321,1.0,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9.033417313108295,9
323,1.0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,7.525570730687506,8
326,1.0,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5.176421306667961,5
327,1.0,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998,7.595264696777651,8
329,1.0,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6.239638989017611,6
332,1.0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,6.960960315823986,7
347,1.0,0.44,0.325,0.115,0.39,0.163,0.087,0.113,6.998730313183104,7
349,1.0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10.119960964770122,10
368,1.0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8.239600790096823,8
371,1.0,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,7.82859001623817,8
373,1.0,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,9.144387882328727,9
377,1.0,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10.067365107534833,10
378,1.0,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11.006601953930794,11
383,1.0,0.61,0.495,0.16,1.089,0.469,0.198,0.384,10.445503133496935,11
385,1.0,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10.091731550182924,10
391,1.0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,8.956697126444904,9
397,1.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5.276830709884166,5
406,1.0,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10.122863558243989,10
411,1.0,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6.280368225880133,6
420,1.0,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10.526925324402107,10
421,1.0,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375,8.999175248127262,9
430,1.0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,6.907231797185915,7
436,1.0,0.615,0.53,0.17,1.12,0.5775,0.2095,0.28600000000000003,8.865963040382402,9
440,1.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,8.505629335579872,9
444,1.0,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12.011445939439643,12
446,1.0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,6.678934189261156,7
447,1.0,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,6.7301243039916745,7
454,1.0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9.369685980861767,9
461,1.0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9.131402507541022,9
462,1.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9.552524848002399,9
463,1.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11.636050387921486,11
474,1.0,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10.750052235407672,10
480,1.0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,9.655838355121546,10
481,1.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10.54390438924682,10
482,1.0,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8.270316857115859,8
485,1.0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,16.44542329006834,17
490,1.0,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,6.546917255946942,7
494,1.0,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,6.8190270348816,7
495,1.0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10.65441002838753,10
496,1.0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,8.912085146471014,9
499,1.0,0.5,0.38,0.14,0.6355,0.277,0.14300000000000002,0.1785,7.793809426113927,8
500,1.0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5.143627000547435,5
502,1.0,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9.180880441271976,9
504,1.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,6.911298245898865,7
508,1.0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,6.696287796232305,7
