Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-0.4741,-0.5833,-0.2809,0.1291,1.7952,7.22,0.8120797587311214,-1.152434752503955
0.2755,-0.5189,-0.1637,0.0394,0.6817,6.6274,0.8001050969804978,0.5941007582594953
-0.8357,-0.6375,-0.2547,0.0649,1.9188,7.9413,0.8277369204349292,0.7446623150557788
-1.1703,-0.6631,-0.275,0.0724,1.8243,8.4045,0.8416098894590659,0.9267918499786244
-0.2941,-0.5934,-0.2043,0.0812,1.5404,7.2458,0.7956710034752053,0.8454108964147015
0.1011,-0.5539,-0.2386,0.1552,1.0771,6.5283,0.8055304789455238,0.8620696573987898
-1.0522,-0.6525,-0.2823,0.0696,2.2359999999999998,8.2054,0.8505456508486398,0.7088057182096009
0.0271,-0.5012,-0.2715,0.1578,2.0533,6.4158,0.790957831717273,-0.8153746869951277
0.1623,-0.5568,-0.1269,0.0153,0.8976,6.8903,0.8107993529075693,0.5184039471740239
-0.3217,-0.6297,-0.171,0.0239,1.2966,7.5217,0.8203735100222637,0.8867159351652957
0.2771,-0.5509,-0.1249,0.0106,0.669,6.8065,0.8032224330682942,0.5766623837004979
-0.2402,-0.5869,-0.2456,0.107,1.7109,7.0004,0.8168579240959841,-0.2420567811236309
-0.3259,-0.5438,-0.2557,0.0953,2.2398,7.0289,0.8056415816010032,-3.1713095273851684
-0.1255,-0.5212,-0.2871,0.16399999999999998,1.7725,6.6018,0.7930457163332987,0.441681563490927
-0.1096,-0.5951,-0.2007,0.0752,1.9608,6.9506,0.8082010120160537,0.7113771744131521
-0.2292,-0.5413,-0.2667,0.1264,1.9839,6.836,0.7861300481851747,0.5049331927120801
