Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
0.6459999999999999,-0.5394,-0.0681,0.0794,-0.3355,5.6108,0.9347331474066606,0.9946520316970168
1.2121,-0.4965,0.0594,-0.0647,-1.3278,5.4271,0.9477607904886672,0.0
0.2221,-0.535,-0.0848,0.0471,0.6461,6.0662,0.9216672921227884,0.0
-0.4832,-0.5796,-0.2225,0.1272,0.6741,6.7471,0.948615271901158,0.0
0.7514,-0.511,-0.0245,0.048,0.2893,5.5025,0.9501480740301592,0.8840188787179204
0.9211,-0.5031,0.0079,-0.0001,-0.0903,5.4737,0.9264373261014656,0.9968131580749576
-1.3897,-0.6532,-0.4233,0.3468,0.1763,7.2639,0.9492965456611566,0.0
0.9899,-0.4938,0.0034,0.0156,0.162,5.3483,0.9327814945019652,-0.5340018334990748
1.1563,-0.4702,0.0717,-0.0494,-0.6413,5.3417,0.9441716586857136,0.0
0.9572,-0.4557,0.0699,-0.0888,0.1677,5.5152,0.9476486107133478,0.0
0.8666,-0.5303,0.0316,-0.0501,-0.4451,5.7571,0.9230007317662574,0.985876629649463
1.4437,-0.4464,0.124,-0.0618,-1.1216,5.0934,0.9505540144331688,0.0
1.0859999999999999,-0.4818,0.0477,-0.0398,-0.5417,5.4003,0.9429035485942896,0.0
0.5234,-0.6035,-0.1163,0.1443,-3.2667,5.859,0.9472632070508268,0.0
0.9498,-0.4811,0.0209,-0.0049,-0.2695,5.4194,0.9521314118525784,-21.861654634534823
0.9249,-0.515,0.0058,0.0074,-0.2324,5.4857,0.9484998954574971,0.0
