,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
26,1.0,6.8,3.2,3.0,3.3,2.9000000000000004,1.5,0.8,9.9061,3.33,6.3,12.6
32,1.0,6.0,1.7000000000000002,2.9,9.7,4.3999999999999995,3.3,0.98,9.9536,3.12,3.5999999999999996,9.2
39,1.0,6.3,2.3000000000000003,3.1,1.5,2.1999999999999997,1.1,0.82,9.892,3.3,4.0,12.9
49,1.0,8.3,2.2,3.4000000000000004,1.1,4.3,2.0,1.16,9.927,3.0,4.699999999999999,10.2
68,1.0,6.2,1.2,3.4000000000000004,1.5,4.5,4.3,1.17,9.939,3.42,5.1,9.0
69,1.0,6.0,2.9,2.7,2.3,4.3999999999999995,2.0,1.17,9.895,3.31,4.1,12.7
71,1.0,7.1,2.6,2.9,12.4,4.3999999999999995,6.2,2.4,9.969,3.04,4.2,9.2
83,1.0,7.8,3.0,2.9,16.85,5.4,2.3,1.35,9.998000000000001,3.16,3.8,9.0
90,1.0,6.6,2.2,2.9,14.4,4.6,3.9,1.18,9.9834,3.05,5.0,9.1
93,1.0,9.9,10.049999999999999,4.6000000000000005,1.4,4.6,3.4,1.85,9.966000000000001,3.02,4.9,10.2
97,1.0,6.3,2.9,2.9,3.3,3.7000000000000006,3.2,1.4,9.895,3.17,3.5999999999999996,12.8
102,1.0,6.5,2.2,5.0,16.4,4.8,3.6,1.82,9.990400000000001,3.02,4.9,8.8
113,1.0,6.7,3.0,4.5,10.6,3.2,5.6,2.12,9.97,3.22,5.8999999999999995,9.5
122,1.0,7.2,2.4,2.7,1.4,3.8,3.1,1.22,9.927,3.15,4.6000000000000005,10.3
124,1.0,5.0,3.3000000000000003,1.6,1.5,4.9,1.0,0.97,9.917,3.48,4.4,10.7
129,1.0,7.5,2.4,3.1,13.1,5.0,2.6,1.8,9.988399999999999,3.05,5.300000000000001,9.1
135,1.0,6.5,2.8000000000000003,2.5,4.8,2.9000000000000004,5.4,1.28,9.907399999999999,3.17,4.4,12.2
149,1.0,7.8,1.7999999999999998,3.1,12.2,5.3,4.6,1.4,9.98,3.06,5.300000000000001,8.9
166,1.0,7.1,2.3000000000000003,3.9000000000000004,1.6,3.2,1.2,0.65,9.898,3.25,4.0,12.7
171,1.0,6.8,2.7,3.7,8.2,5.5,5.2,1.92,9.9586,3.11,5.2,9.5
173,1.0,7.3,2.4,3.4000000000000004,15.4,5.0,3.8,1.74,9.983,3.03,4.2,9.0
197,1.0,7.3,2.9,2.9,4.6,2.9000000000000004,2.7,1.55,9.931,3.07,2.6,10.6
204,1.0,6.6,2.2,2.3000000000000003,17.3,4.7,3.7,1.18,9.990599999999999,3.08,4.6000000000000005,8.8
209,1.0,9.2,2.8000000000000003,4.1,1.0,4.2,1.4,0.59,9.922,2.96,2.5,10.5
215,1.0,6.1,2.5,4.8,15.8,5.2,2.5,0.94,9.978200000000001,3.07,4.5,9.2
220,1.0,6.7,3.1,3.0,2.4,3.8,3.0,0.83,9.886700000000001,3.09,3.5999999999999996,12.8
226,1.0,6.3,2.6,4.2,7.1,4.5,6.2,2.09,9.9544,3.2,5.300000000000001,9.5
235,1.0,6.8,2.5,2.4,4.55,5.3,4.1,2.11,9.955,3.37,6.7,9.5
248,1.0,6.3,3.2,1.7000000000000002,17.75,6.0,5.1,1.9,9.9916,3.13,4.8,8.8
266,1.0,6.6,2.3000000000000003,3.7,8.5,3.6000000000000005,4.6,1.53,9.9576,3.2,4.8,9.4
281,1.0,7.4,1.7999999999999998,3.5999999999999996,13.1,5.6000000000000005,7.2,1.63,10.0,3.42,3.5,9.1
292,1.0,8.9,2.1,3.4000000000000004,7.1,3.7000000000000006,3.3,1.5,9.962,3.1,4.5,9.7
329,1.0,7.0,1.6,2.5,14.3,4.3999999999999995,2.7,1.49,9.98,2.91,4.6000000000000005,9.2
341,1.0,7.5,3.8,2.9,4.9,2.1,3.8,1.13,9.9026,3.08,4.8,13.0
342,1.0,6.2,3.0,3.1,1.6,3.5000000000000004,4.0,1.06,9.8914,3.26,3.9000000000000004,12.9
344,1.0,4.8,2.6,2.3000000000000003,10.6,3.4000000000000004,2.3,1.11,9.927399999999999,3.46,2.8000000000000003,11.5
349,1.0,6.4,1.5,4.0,1.5,4.2,2.3,0.87,9.8972,3.11,4.6000000000000005,12.2
353,1.0,7.9,1.6,3.0,7.4,5.0,5.8,1.52,9.9612,3.12,3.7,9.5
374,1.0,6.5,3.5999999999999996,1.6,1.3,5.4,1.1,1.07,9.9398,3.19,3.9000000000000004,8.5
381,1.0,6.8,1.1,4.2,1.1,4.2,5.1,1.32,9.905899999999999,3.18,7.4,11.3
386,1.0,8.5,1.5,4.9,1.5,3.1,1.7,1.22,9.932,3.03,4.0,10.3
393,1.0,6.0,2.8000000000000003,2.4,17.8,4.7,4.2,1.11,9.9896,3.1,4.5,8.9
399,1.0,7.0,2.2,3.9000000000000004,2.1,5.5,3.9,1.98,9.951,3.52,5.4,10.2
401,1.0,10.7,2.2,5.6000000000000005,8.2,4.3999999999999995,3.7,1.81,9.98,2.87,6.800000000000001,9.5
405,1.0,8.3,2.8000000000000003,2.7,17.5,4.5,4.8,2.53,10.0014,3.02,5.6000000000000005,9.1
406,1.0,6.7,1.3,5.699999999999999,6.6,5.6000000000000005,6.0,1.5,9.9548,2.96,4.3,9.4
415,1.0,6.6,2.5,3.0,14.4,5.2,4.0,1.83,9.98,3.02,5.0,9.1
423,1.0,7.8,2.7,3.4000000000000004,1.6,4.6,2.7,1.54,9.927,3.05,4.5,10.5
431,1.0,10.0,2.3000000000000003,2.7,14.1,3.3000000000000003,4.5,1.66,9.988,2.72,4.3,9.7
442,1.0,7.6,2.2,2.8000000000000003,12.0,5.6000000000000005,6.8,1.43,9.983,2.99,3.0,9.2
445,1.0,7.3,3.2,3.4000000000000004,6.6,3.2,2.4,1.12,9.9505,3.22,4.6000000000000005,9.8
466,1.0,7.4,2.4,4.2,14.0,6.6000000000000005,4.8,1.98,9.979,2.89,4.2,8.9
496,1.0,8.2,2.6,4.9,5.2,4.0,1.9,1.0,9.940999999999999,3.12,3.4000000000000004,10.1
502,1.0,6.1,2.5,4.8,15.8,5.2,2.5,0.94,9.978200000000001,3.07,4.5,9.2
509,1.0,7.3,2.2,3.7,14.3,6.3,4.8,1.91,9.978,2.89,3.8,9.0
511,1.0,6.6,3.5999999999999996,2.8000000000000003,6.1,2.9000000000000004,1.2,0.93,9.9054,3.19,2.7,12.8
525,1.0,7.2,2.5,3.9000000000000004,18.95,3.8,4.2,1.55,9.999,2.97,4.699999999999999,9.0
536,1.0,8.0,2.6,2.8000000000000003,4.8,5.0,3.4,1.5,9.9437,3.13,5.0,10.0
545,1.0,7.0,2.3000000000000003,3.3000000000000003,5.8,4.0,2.5,1.36,9.95,3.19,5.8,9.5
549,1.0,7.0,3.1,2.6,7.4,6.9,2.8,1.6,9.953999999999999,3.13,4.6000000000000005,9.8
553,1.0,6.0,1.7000000000000002,4.9,1.0,3.4000000000000004,2.6,1.06,9.92,3.21,4.2,9.8
560,1.0,7.4,1.9,4.2,6.4,6.7,3.9,2.12,9.958,3.3,3.3000000000000003,9.6
589,1.0,8.0,6.1,3.8,12.1,30.099999999999998,2.4,2.2,9.993,2.94,4.8,9.2
593,1.0,7.6,3.0,2.2,10.2,4.9,5.7,1.91,9.966000000000001,3.08,4.0,9.3
594,1.0,6.3,2.1,2.8000000000000003,1.5,5.1,4.6,1.42,9.928,3.23,4.2,10.1
597,1.0,6.4,2.4,2.2,1.5,3.8,3.8,1.57,9.934,3.41,5.5,9.9
601,1.0,6.9,2.3000000000000003,3.4000000000000004,4.0,4.7,2.4,1.28,9.943999999999999,3.2,5.2,9.7
612,1.0,7.4,2.1,2.7,1.2,4.1000000000000005,2.7,0.99,9.927,3.19,3.3000000000000003,9.8
619,1.0,7.6,3.0,2.2,10.2,4.9,5.7,1.91,9.966000000000001,3.08,4.0,9.3
626,1.0,6.0,3.1,2.7,2.3,4.2,1.9,1.2,9.895199999999999,3.32,4.1,12.7
628,1.0,7.6,1.7999999999999998,2.8000000000000003,7.1,4.1000000000000005,2.9,1.1,9.9652,3.2,4.2,9.2
632,1.0,7.4,2.5,3.5999999999999996,13.2,6.7,5.3,1.78,9.976,3.01,4.8,9.0
639,1.0,7.5,1.7999999999999998,3.9000000000000004,1.9,5.4,2.3,0.91,9.940999999999999,3.27,4.5,10.3
640,1.0,6.6,2.2,2.3000000000000003,17.3,4.7,3.7,1.18,9.990599999999999,3.08,4.6000000000000005,8.8
654,1.0,6.8,2.3000000000000003,2.9,15.4,7.3,5.6,1.73,9.984,3.06,4.1,8.7
671,1.0,6.6,5.8,3.0,5.1,5.7,3.0,1.23,9.949,3.24,3.8,9.0
676,1.0,7.5,2.6,3.0,4.6,2.7,2.9,0.92,9.9085,3.15,3.8,12.0
685,1.0,7.6,2.2,3.4000000000000004,9.7,3.5000000000000004,2.6,1.43,9.965,3.08,4.9,9.8
686,1.0,7.3,2.4,3.4000000000000004,15.4,5.0,3.8,1.74,9.983,3.03,4.2,9.0
696,1.0,8.4,2.0,3.8,11.8,5.5,5.1,1.7,10.004,3.34,8.2,8.9
700,1.0,6.1,2.4,3.2,9.0,3.1,4.1,1.34,9.9234,3.25,2.6,12.3
