,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
134,1.0,5.8,2.8000000000000003,1.7999999999999998,1.2,5.800000000000001,0.7,1.08,9.928799999999999,3.23,5.8,9.55,4.0146485551694555,4
237,1.0,8.5,2.0,4.0,1.1,4.6,3.1,1.06,9.9194,3.0,3.5,10.5,3.9035627072992773,4
249,1.0,8.2,2.6,4.4,1.3,4.6,0.7,0.69,9.943999999999999,3.14,6.2,10.2,4.0289275634174375,4
250,1.0,6.3,3.8,1.7000000000000002,8.8,8.0,5.0,2.12,9.9803,3.47,6.6000000000000005,9.4,3.8423502768689515,4
301,1.0,6.4,2.7,1.9,2.0,8.4,2.1,1.91,9.951600000000001,3.49,6.3,9.6,3.8695517620020947,4
358,1.0,6.4,3.4000000000000004,2.0,14.9,6.0,3.7,1.62,9.983,3.13,4.5,9.0,4.006706637377539,4
420,1.0,7.6,3.3000000000000003,3.5999999999999996,2.1,3.4000000000000004,2.6,1.72,9.943999999999999,3.42,4.8,10.5,4.017217301070817,4
494,1.0,7.4,2.8000000000000003,4.0,11.9,3.2,1.3,0.92,9.9629,3.01,4.6000000000000005,10.8,4.104222234057664,4
585,1.0,8.5,1.7999999999999998,3.0,1.1,2.8000000000000003,3.4,0.95,9.927200000000001,2.83,3.5999999999999996,10.0,3.984147753313917,4
617,1.0,6.0,3.5,4.6000000000000005,0.9,3.3000000000000003,0.9,0.65,9.8934,3.24,3.5,12.1,3.998624137287348,4
642,1.0,7.4,1.7000000000000002,4.0,5.5,3.7000000000000006,3.4,1.61,9.935,3.05,6.2,11.5,3.9402166403630243,4
657,1.0,5.8,2.8000000000000003,3.5,2.3,5.3,3.6,1.14,9.924,3.28,5.0,10.2,3.929241713952077,4
675,1.0,7.6,2.1,3.5,1.2,4.1000000000000005,0.7,1.06,9.914,3.06,4.5,11.3,3.9809290325006153,4
755,1.0,6.5,3.2,4.8,8.0,2.6,1.8,0.88,9.9144,3.22,7.9,12.7,4.021685101757404,4
