,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
2,1.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,8.84354371933431,9
13,1.0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,8.981070536347556,9
40,1.0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13.213693449267751,13
50,1.0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,15.592923292840693,16
51,1.0,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15.298136627366219,15
67,1.0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195,6.746162493111352,7
70,1.0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13.098311753951018,13
88,1.0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,11.641429857637117,12
97,1.0,0.545,0.41,0.12,0.7929999999999999,0.434,0.1405,0.19,8.826710126664914,9
106,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,8.589240464509139,9
123,1.0,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11.28940364507697,11
137,1.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17.22155886910086,17
144,1.0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11.076534777804872,11
157,1.0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,11.677087051930798,12
183,1.0,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8.103230809869338,8
184,1.0,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7.124655725101482,7
189,1.0,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9.214627092362083,9
200,1.0,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215,12.524840854846781,12
205,1.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,10.562404215455826,11
206,1.0,0.575,0.47,0.165,0.853,0.292,0.179,0.35,15.675902618062743,16
226,1.0,0.42,0.33,0.125,0.463,0.18600000000000005,0.11,0.145,10.296891107341981,10
244,1.0,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815,10.006784389944828,10
290,1.0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,20.969187151860545,21
305,1.0,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9.196656414710437,9
348,1.0,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,10.785234181120273,11
361,1.0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12.01124134314318,12
367,1.0,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,12.99616214832501,13
376,1.0,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15,11.191074811030052,11
380,1.0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,8.933722602371784,9
408,1.0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,12.771943089651035,13
434,1.0,0.55,0.445,0.155,0.9905,0.544,0.17800000000000002,0.218,9.259489087690525,9
448,1.0,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,10.70059240484364,11
451,1.0,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10.162247183697446,10
453,1.0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9.031722328251757,9
466,1.0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9.226956858883407,9
470,1.0,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,15.971498294765432,16
488,1.0,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12.061759256894758,12
512,1.0,0.635,0.48,0.235,1.064,0.413,0.228,0.36,15.62572854195768,16
519,1.0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998,10.170290890813373,10
532,1.0,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13.532007895875385,13
