,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
12,1.0,7.2,2.1,3.5999999999999996,15.7,4.5,6.8,1.83,9.9922,3.25,7.6,9.4
85,1.0,7.5,1.7000000000000002,3.7,1.5,6.0,1.8,0.75,9.936,3.54,8.8,10.7
165,1.0,6.9,2.9,3.2,5.8,4.0,1.6,1.12,9.93,3.04,5.8,11.2
194,1.0,6.6,2.4,3.5,7.7,3.1,3.6,1.35,9.938,3.19,3.7,10.5
233,1.0,7.4,2.2,2.8000000000000003,9.0,4.6,2.2,1.21,9.9468,3.1,5.5,10.8
258,1.0,9.4,2.9,5.5,2.2,5.0,1.7,1.19,9.962,3.12,6.8999999999999995,10.3
260,1.0,8.4,2.2,2.8000000000000003,18.8,2.8000000000000003,5.5,1.3,9.98,2.96,3.5,11.6
265,1.0,6.6,2.1,3.4000000000000004,5.6,4.6,3.0,1.4,9.9299,3.22,3.8,11.0
339,1.0,6.0,1.4000000000000001,3.7,1.2,3.2,6.3,1.48,9.9185,3.32,4.4,11.2
352,1.0,5.6,3.4000000000000004,2.5,2.5,4.6,4.7,1.82,9.9093,3.21,4.0,11.3
375,1.0,8.0,2.3000000000000003,4.1,1.1,4.8,3.5,1.5,9.9168,3.09,4.699999999999999,11.2
383,1.0,6.9,1.9,3.3000000000000003,1.6,4.3,6.3,1.49,9.925,3.44,5.2,10.8
424,1.0,6.8,7.3,2.0,6.6,5.4,2.5,0.65,9.9324,3.12,2.8000000000000003,11.1
476,1.0,8.8,2.7,2.5,5.0,2.4,5.2,0.99,9.925,2.87,4.9,11.4
542,1.0,6.7,5.4,2.7,7.1,4.9,0.8,1.78,9.9502,3.16,3.8,9.4
551,1.0,7.6,2.5,12.3,4.6,3.5000000000000004,5.1,2.94,9.9018,3.03,4.3,13.1
702,1.0,6.9,1.9,3.3000000000000003,1.6,4.3,6.3,1.49,9.925,3.44,5.2,10.8
707,1.0,6.6,2.4,2.8000000000000003,1.8,2.8000000000000003,3.9,1.32,9.9182,3.34,4.6000000000000005,11.4
786,1.0,6.5,4.8,0.2,0.9,4.3,3.2,0.99,9.922600000000001,3.14,4.699999999999999,9.8
822,1.0,8.4,3.1,3.1,0.95,2.1,5.2,1.48,9.9038,2.93,3.2,11.5
826,1.0,5.0,6.1,1.2,1.3,0.9000000000000001,6.5,1.0,9.874,3.26,3.7,13.5
845,1.0,6.6,3.3000000000000003,3.2,15.6,5.4,6.2,2.27,9.9734,3.25,5.6000000000000005,10.4
850,1.0,5.9,6.550000000000001,0.0,5.6,3.3000000000000003,0.8,0.31,9.936,3.32,5.1,10.5
885,1.0,7.9,1.7999999999999998,3.7,1.2,4.0,1.6,0.75,9.92,3.18,6.3,10.8
894,1.0,9.2,3.5,3.9000000000000004,0.9,4.2,1.5,0.61,9.924,2.96,2.8000000000000003,10.4
912,1.0,6.9,2.6,4.9,1.6,5.800000000000001,3.9,1.66,9.965,3.65,5.2,9.4
948,1.0,8.0,3.2,2.6,1.2,5.0,1.15,0.88,9.946,3.24,3.7,9.5
952,1.0,7.4,2.7,2.8000000000000003,1.8,4.0,4.5,1.21,9.904300000000001,3.02,4.0,11.9
1040,1.0,6.8,1.7999999999999998,4.6000000000000005,1.4,6.4,3.7,1.6,9.924,3.37,4.5,11.1
1079,1.0,7.5,2.3000000000000003,3.5999999999999996,7.0,3.6000000000000005,4.3,1.61,9.938,3.04,3.2,11.0
1094,1.0,6.9,1.7000000000000002,2.5,1.6,4.7,3.4,1.32,9.914,3.16,4.8,11.4
1098,1.0,6.0,1.4000000000000001,3.7,1.2,3.2,6.3,1.48,9.9185,3.32,4.4,11.2
1203,1.0,7.0,2.3000000000000003,3.5999999999999996,13.0,5.1,7.2,1.77,9.972,3.16,4.9,9.8
1242,1.0,7.7,3.1,3.5999999999999996,4.3,2.6,1.5,0.87,9.915199999999999,3.11,4.8,12.0
1282,1.0,6.5,2.5,2.7,15.2,4.9,7.5,2.17,9.972,3.19,3.9000000000000004,9.9
1384,1.0,6.1,11.0,1.6,4.4,3.3000000000000003,0.8,1.09,9.9058,3.35,4.699999999999999,12.4
