Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-0.3748,-0.5043,-0.2186,-0.0225,1.8741,7.3223,0.9297213038039284,-3.0142446378908714
-0.3286,-0.4976,-0.2203,-0.0203,2.1208,7.2158,0.9093904394692852,0.9602057936349868
-0.4692,-0.5056,-0.2376,-0.0014,2.3307,7.3124,0.913345944878486,-0.5755493734066
-0.456,-0.4689,-0.2926,0.0376,2.755,7.0732,0.9297111731439216,-7.801998002906215
-0.5328,-0.5133,-0.2826,0.0286,2.9577,7.2552,0.9296470121747512,0.7628804262792617
-0.5408,-0.5122,-0.2123,-0.0417,2.1419,7.5782,0.9032887398173431,0.9078032263706602
-0.9568,-0.5096,-0.3071,0.0185,3.2244,7.7013,0.9074247724578608,0.968996273868555
-0.4119,-0.5066,-0.2332,-0.009000000000000001,2.4639,7.2843,0.9266238288948772,0.3420489005019628
-0.5529999999999999,-0.4997,-0.2786,0.0238,2.4401,7.3061,0.9057543921662836,0.9409018708053456
-0.4749,-0.5053,-0.2366,0.0005,2.468,7.3273,0.9187591083283659,0.9057431608414956
-0.9063,-0.5201,-0.3824,0.1098,3.5166,7.3872,0.9114716147609926,0.9354112679176056
-0.5621,-0.4883,-0.2696,-0.0017,2.7302,7.3381,0.9219116118924496,-4.704134203499871
-0.7694,-0.5042,-0.3191,0.0622,3.125,7.3616,0.8996968428098678,0.8718120439755304
-0.5845,-0.5152,-0.2449,-0.0243,2.2923,7.5197,0.9182011427373468,0.9836727136292204
-0.4781,-0.4706,-0.275,0.0157,2.9722,7.1232,0.9149677878982954,0.9951066451796152
-1.1486,-0.517,-0.3097,-0.0006,3.8635,7.9099,0.9184061078303896,0.6053969728702002
-0.6743,-0.5476,-0.1987,-0.0729,2.8223,7.7845,0.9231971225202396,-0.04849198282648093
-0.2608,-0.4857,-0.2353,-0.0073,2.5771,7.0201,0.9105912114079364,0.9444761336095696
-0.4997,-0.4771,-0.2562,0.0084,2.78,7.2114,0.9171273110823001,0.4234468257866353
-0.6539,-0.5076,-0.3324,0.0973,3.3946,7.165,0.921690703684175,0.1535243736853834
-0.3758,-0.5029,-0.1945,-0.0484,2.2888,7.3622,0.9142539412643856,0.8654455624834902
-0.6504,-0.5723,-0.1806,-0.0951,2.5323,7.9171,0.9130004162273136,0.9784274701272562
-0.4348,-0.4836,-0.2607,0.0036,2.4841,7.1937,0.9053630249223278,0.9723073673808108
-0.4714,-0.4945,-0.2627,0.0076,2.3651,7.2727,0.9111912709064288,0.9818189374760016
-0.4267,-0.4779,-0.2656,0.0151,2.8575,7.096,0.9255299523474728,0.8322168638496594
-0.1662,-0.5196,-0.1685,-0.0452,1.3719,7.2449,0.901312040617718,-0.5050615008505195
-0.6352,-0.5451,-0.273,0.0103,2.2818,7.5382,0.9164669679802132,0.3801054336964875
-0.9502,-0.6056,-0.2748,-0.0012,2.4765,7.9985,0.9107162610853302,0.5047292197688621
-0.3507,-0.4776,-0.2498,0.0078,2.0424,7.12,0.9308547116490856,0.4684469315061043
-0.5959,-0.4768,-0.2902,0.0282,3.1171,7.2113,0.9142257440289798,0.8015773225516732
-0.3255,-0.4741,-0.2327,-0.0299,2.2775,7.1665,0.9264712915217056,0.5525092130878377
-0.5514,-0.5262,-0.2717,0.0418,2.7407,7.3139,0.9362009505222808,0.2726652350336076
-0.3177,-0.452,-0.2597,0.0163,2.2278,6.9833,0.9149059427086916,0.9350054714075164
-0.6266,-0.5077,-0.2567,0.0002,2.721,7.4459,0.904690948721224,0.8006720418445699
-0.5132,-0.4645,-0.274,0.0071,2.8898,7.1832,0.9243630661306798,-0.6302441781861055
-1.1493,-0.5955,-0.3014,0.0078,4.1427,8.0362,0.9221014285296264,0.9317268917737273
-0.3075,-0.5066,-0.1878,-0.0756,2.027,7.3925,0.9313192416649984,0.8442018638796149
-0.4591,-0.4946,-0.2698,0.0204,2.5695,7.1999,0.92236449223669,0.4798983747330208
-0.6214,-0.5042,-0.2553,-0.0014,2.992,7.4158,0.9146179697794738,-3.2789220867074595
-0.3941,-0.4571,-0.2489,0.0097,2.565,7.093,0.9182026230872752,-0.10194881766121378
-0.7063,-0.5006,-0.3144,0.0517,2.9446,7.3592,0.9135047752638218,0.9653050591181592
-0.7017,-0.5812,-0.1966,-0.0657,2.1266,7.923999999999999,0.9098697834308884,0.9014364108782889
-0.3322,-0.4681,-0.2402,-0.0016,2.8414,7.0826,0.9235283785489936,0.8107952028452194
-0.4419,-0.5019,-0.2482,-0.0003,2.4339,7.2687,0.9041549014503304,0.967031453213876
-0.3214,-0.512,-0.209,-0.0259,1.8494,7.2865,0.9109050824653327,0.8556954584881268
-0.563,-0.5304,-0.2148,-0.0352,2.7492,7.5798,0.9022060992669844,0.8346085952825258
