Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-1.1425,-0.4951,-0.3855,0.0778,4.0932,7.5552,0.8949772480337397,0.9955844970410952
-0.5897,-0.5552,-0.2894,0.0406,2.3051,7.4012,0.9180476271520918,0.9805367038434004
-0.3825,-0.4825,-0.2302,-0.0286,2.3558,7.2494,0.9121067890014318,0.980188001603578
-0.5455,-0.5207,-0.2804,0.0191,2.7145,7.287000000000001,0.926780802654718,0.33775755239544425
-1.0663,-0.484,-0.3759,0.1031,3.8215,7.4778,0.9162248236786104,-0.9916727641007701
-0.5977,-0.4858,-0.2754,0.0103,2.4164,7.3566,0.9087826159830168,0.9760483247480056
-0.2086,-0.5049,-0.1573,-0.0821,1.6638,7.3329,0.9230719844239248,0.8598391092336475
-0.4396,-0.4933,-0.2559,0.0123,2.4845,7.1886,0.9182801149268752,-0.1971290741925773
-0.7342,-0.495,-0.2983,0.0399,3.3655,7.366,0.91477375080123,-0.3759291587778257
-0.2381,-0.5487,-0.1865,-0.0384,0.8929,7.4618,0.9230499041220804,0.9280908863468096
-0.2723,-0.6765,-0.0057,-0.1967,-0.5704,8.4132,0.9327515450335336,-0.8366492898029965
-0.5776,-0.5047,-0.2925,0.0499,2.6757,7.2528,0.9215662485995608,-0.20969472798081767
-0.4471,-0.4534,-0.2595,0.0192,2.732,7.077000000000001,0.9195872868256456,0.5789337929350784
-1.1293,-0.5436,-0.3327,0.0291,3.0896,7.9592,0.9100375220069504,0.9398949326155492
-0.5694,-0.4842,-0.2513,-0.0019,2.6928,7.3331,0.9237211553990218,0.9705936570069801
-0.1899,-0.4807,-0.2191,-0.0088,1.6924,7.0319,0.9191783849710304,-1.9444701773974813
-0.19,-0.4977,-0.1608,-0.0523,1.7458,7.228,0.9210713896075602,0.4197932647567878
-0.4556,-0.4688,-0.2625,0.0076,2.8366,7.1015,0.9066399762394036,0.626665477622991
-0.2343,-0.4843,-0.2067,-0.0029,1.8986,7.087999999999999,0.92332508171374,-1.2830848857226593
-0.3596,-0.5072,-0.2417,0.0087,2.1061,7.2063,0.9194754461358016,-0.2580696095043804
-0.4876,-0.5135,-0.3165,0.1172,2.2888,7.0335,0.91064139333048,0.9721116036532942
-0.2717,-0.4709,-0.2915,0.1105,1.2853,6.8381,0.9173454325156588,0.30367572726688097
-0.5936,-0.5417,-0.2992,0.0472,2.7625,7.2878,0.927365750118867,-0.9398771299770036
-1.1432,-0.5062,-0.3494,0.0556,3.1118,7.8265,0.8854018618534543,0.9686050325043688
-0.7307,-0.537,-0.3302,0.066,2.7001,7.4616,0.8852866049284381,0.4534561062811194
-0.7107,-0.521,-0.2919,0.0461,2.9935,7.4063,0.9029790929438128,0.9599117575500958
-0.4065,-0.4518,-0.2499,-0.0103,2.6913,7.1185,0.9161432638670404,-0.062120156491615175
-0.2887,-0.4471,-0.2429,0.03,2.1434,6.9226,0.9246667803801482,-0.03764043990222987
-0.3171,-0.5005,-0.2446,0.0498,2.2588,7.0019,0.9211767432435716,0.7450730954695206
