,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
30,1.0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,9.120113409071493,9
36,1.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045,8.967055293837557,9
65,1.0,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17.073055447147865,17
84,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,16.266527104858355,17
120,1.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16.630858620724084,16
146,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,13.621096412966672,14
164,1.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,13.896422361652515,14
171,1.0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14.06487072880011,14
176,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,16.862061578817606,17
190,1.0,0.67,0.55,0.155,1.5659999999999998,0.858,0.339,0.354,10.029497176637143,10
195,1.0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19.062026532058756,19
204,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,9.618894893395217,10
270,1.0,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,10.637565827098447,11
288,1.0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17.387819833671006,17
291,1.0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,19.846672158006008,20
297,1.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,12.748663821506662,13
328,1.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,11.871284361835778,12
374,1.0,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13.166730191252523,13
382,1.0,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15,13.909684538902063,14
410,1.0,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12.389786874175973,12
412,1.0,0.445,0.33,0.1,0.4370000000000001,0.163,0.0755,0.17,12.860867882572443,13
439,1.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10.036682824768144,10
464,1.0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,18.750178677911897,19
465,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17.48841346283926,17
487,1.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,24.491329213158227,25
585,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21.50815598307016,21
606,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,17.757454161625567,18
625,1.0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10.166272461114584,10
663,1.0,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11.20296212761851,11
698,1.0,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,14.878480335142983,15
733,1.0,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10.141502536795999,10
769,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,11.759733359098215,12
775,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,14.7497961256951,15
789,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,21.735480563977426,22
791,1.0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10.248513321927563,10
807,1.0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,9.789525192233754,10
876,1.0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,11.903760148869532,12
896,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,14.951990239313051,15
947,1.0,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14.380802617451447,14
956,1.0,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3,17.212797758332176,17
979,1.0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12.13742263620427,12
986,1.0,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10.269508183842103,10
988,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,11.668850191623765,12
993,1.0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,10.919181849606089,11
999,1.0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,15.943667806986245,16
1029,1.0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19.171898469065,19
1039,1.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35,18.792055598600108,19
1046,1.0,0.745,0.585,0.19,1.966,0.8435,0.4370000000000001,0.5855,18.23972544910894,18
1166,1.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,9.799329566608435,10
1186,1.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9.231598554538234,9
1220,1.0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9.136235594598675,9
1260,1.0,0.505,0.395,0.135,0.5915,0.28800000000000003,0.1315,0.185,12.304627851400745,12
1285,1.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15.347851521213034,15
1356,1.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,15.48729571365509,16
1359,1.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,11.937645081716841,12
1410,1.0,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10.40666431205193,10
1431,1.0,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685,11.40053815780685,11
1433,1.0,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735,10.413661331385514,10
1462,1.0,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11.301525448068094,11
1486,1.0,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14.353949374782161,14
1585,1.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,13.701710920603658,14
1587,1.0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,16.663594058783282,17
1591,1.0,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245,13.41858547189618,14
1608,1.0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,15.962465285544221,16
1657,1.0,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042,9.354216499914964,9
1677,1.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,17.435774431744804,18
1706,1.0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16.33027584192012,16
1733,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,9.804530995091268,10
1753,1.0,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13.454842029591331,13
1756,1.0,0.315,0.25,0.09,0.203,0.0615,0.037000000000000005,0.0795,11.297347226963641,11
1767,1.0,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,11.73673806017733,12
