Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-1.955,-0.6522,-0.5068,0.1452,2.7793,10.0036,0.9292452096275456,0.8930052907442012
-1.4036,-0.6301,-0.4775,0.1396,2.0606,9.3794,0.9176637577151509,0.9077051914441632
-1.9298,-0.6348,-0.4803,0.105,2.3905,10.0971,0.9307188025868224,0.8845898925922461
-2.3701,-0.6831,-0.531,0.1684,3.3919,10.4667,0.9400183725308492,0.9165589337940748
-1.9593,-0.6647,-0.4866,0.1338,2.6989,10.1216,0.9294256945427348,0.906768391845109
-1.2739,-0.6259,-0.511,0.2027,2.419,9.0107,0.9187494418242286,0.8731679048234731
-2.0266,-0.6747,-0.5221,0.1561,2.6736,10.1129,0.9299630209534441,0.9518927722371178
-1.7033,-0.631,-0.5549,0.1945,3.5987,9.4387,0.9237923695177964,0.8154422640834064
-1.3112,-0.639,-0.4235,0.1174,1.2355,9.4552,0.9228089693340694,0.9202299695684156
-2.0249,-0.6558,-0.5034,0.1366,2.9744,10.1154,0.9281115628600124,0.9602631423542448
-1.5145,-0.6258,-0.4897,0.1244,2.0013,9.5512,0.927845788902222,0.8980367285098472
-1.5109,-0.5964,-0.5117,0.1529,3.354,9.258,0.9109031275217117,0.8900159075112319
-1.6292,-0.6098,-0.5132,0.1561,3.0157,9.4699,0.9072947149716992,0.9459938451303443
-1.63,-0.6179,-0.5405,0.2055,2.9712,9.3169,0.9147511105165422,0.9284589410910312
-1.8343,-0.6495,-0.4909,0.1596,3.4365,9.7862,0.9334728561654112,0.8867246346517432
-1.8493,-0.6344,-0.511,0.156,3.0134,9.7965,0.9247515999083189,0.7834646275495524
