,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
2,1.0,1.13081,0.0,8.14,0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4,307,21.0,360.17,22.6,12.347777117897397,12.7
4,1.0,0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76,46.27680806969429,45.4
6,1.0,1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32,49.464579928594695,50.0
8,1.0,0.06047,0.0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,30.296931860117205,29.6
11,1.0,0.31533,0.0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,43.9268243240671,44.8
23,1.0,13.5222,0.0,18.1,0,0.631,3.863,100.0,1.5106,24,666,20.2,131.42,13.33,21.497693801811785,23.1
29,1.0,0.17899,0.0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6,21.55075839976979,23.1
34,1.0,0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,33.971129717145445,35.4
46,1.0,0.59005,0.0,21.89,0,0.624,6.372000000000001,97.9,2.3274,4,437,21.2,385.76,11.12,22.422302073688318,23.0
48,1.0,0.01538,90.0,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11,43.03801901514049,44.0
61,1.0,0.01381,80.0,0.46,0,0.422,7.875,32.0,5.6484,4,255,14.4,394.23,2.97,47.43533230134558,50.0
74,1.0,0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35,20.019858010809322,20.1
107,1.0,0.80271,0.0,8.14,0,0.5379999999999999,5.456,36.6,3.7965,4,307,21.0,288.99,11.69,19.863045139654858,20.2
134,1.0,0.1265,25.0,5.13,0,0.453,6.7620000000000005,43.4,7.9809,8,284,19.7,395.58,9.5,25.09193279010772,25.0
139,1.0,0.61154,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264,13.0,389.7,5.12,49.98489460321372,50.0
142,1.0,0.02729,0.0,7.07,0,0.469,7.185,61.1,4.9671,2,242,17.8,392.83,4.03,36.32970968920814,34.7
144,1.0,0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,43.54163933834736,41.7
161,1.0,0.25199,0.0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06,22.439352590019247,22.5
173,1.0,0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264,13.0,384.54,7.44,48.53980677316836,50.0
174,1.0,11.9511,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666,20.2,332.09,12.13,29.19530257056098,27.9
199,1.0,14.4383,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666,20.2,179.36,19.78,27.556043687523648,27.5
206,1.0,0.06888,0.0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,34.35801708648207,36.2
207,1.0,0.08221,22.0,5.86,0,0.431,6.957000000000002,6.8,8.9067,7,330,19.1,386.09,3.53,29.267233946556374,29.6
228,1.0,0.32982,0.0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03,17.97596575743039,18.4
238,1.0,0.01778,95.0,1.47,0,0.403,7.135,13.9,7.6534,3,402,17.0,384.3,4.45,34.642080088001414,32.9
245,1.0,0.09068,45.0,3.44,0,0.4370000000000001,6.9510000000000005,21.5,6.4798,5,398,15.2,377.68,5.1,38.01277159525225,37.0
251,1.0,0.06211000000000001,40.0,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98,22.493539268227263,22.9
256,1.0,0.0795,60.0,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49,22.877322921407405,24.1
265,1.0,0.08187,0.0,2.89,0,0.445,7.82,36.9,3.4952,2,276,18.0,393.53,3.57,41.268216600874474,43.8
273,1.0,0.03049,55.0,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61,32.93958570516394,31.2
275,1.0,0.24103,0.0,7.38,0,0.493,6.082999999999998,43.7,5.4159,5,287,19.6,396.9,12.79,23.47713570556178,22.2
280,1.0,0.06588,0.0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,39.46487992983757,39.8
288,1.0,0.0578,0.0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,39.31032770411316,37.2
304,1.0,0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,48.31130353455582,48.5
332,1.0,0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,24.852230139948933,24.5
334,1.0,1.83377,0.0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92,49.06811653053057,50.0
336,1.0,0.01501,90.0,1.21,1,0.401,7.922999999999999,24.8,5.885,1,198,13.6,395.52,3.16,51.46730354087386,50.0
339,1.0,0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,39.50301058425087,37.9
350,1.0,0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59,25.593617088971442,24.5
365,1.0,0.14866,0.0,8.56,0,0.52,6.727,79.9,2.7778,5,384,20.9,394.76,9.42,27.527851997498324,27.5
379,1.0,2.37934,0.0,19.58,0,0.871,6.13,100.0,1.4191,5,403,14.7,172.91,27.8,14.787849872591813,13.8
388,1.0,0.33983,22.0,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,24.29903107018336,24.3
399,1.0,0.07886,80.0,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56,38.234814603997066,37.3
410,1.0,0.8520399999999999,0.0,8.14,0,0.5379999999999999,5.965,89.2,4.0123,4,307,21.0,392.53,13.83,19.890539113655063,19.6
411,1.0,1.22358,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,42.27385207145384,41.3
412,1.0,5.29305,0.0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76,22.048817794864135,23.2
418,1.0,0.0315,95.0,1.47,0,0.403,6.975,15.3,7.6534,3,402,17.0,396.9,4.56,34.27700105947522,34.9
429,1.0,0.5201399999999999,20.0,3.97,0,0.647,8.398,91.5,2.2885,5,264,13.0,386.86,5.91,47.49961255978821,48.8
448,1.0,13.6781,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02,8.827154137379235,8.4
450,1.0,0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,43.64616706722799,42.3
