,y_predicted,y_actual,Relative Error
3626,4.075642268155779,4,0.01891056703894467
2385,6.992653810321668,7,0.0010494556683331119
684,4.080417884178512,4,0.02010447104462809
2485,5.98468308813829,6,0.0025528186436183375
2208,3.853195397329818,4,0.036701150667545535
1698,6.8987444642854365,7,0.014465076530651924
882,8.09087895451852,8,0.011359869314814919
1670,8.030760007468324,8,0.0038450009335404545
1363,5.8169363800269185,6,0.03051060332884692
3344,9.827446273994628,10,0.0172553726005372
980,8.190436084402451,8,0.023804510550306412
1880,5.868953214000929,6,0.02184113099984512
82,5.934000764522404,6,0.010999872579599371
3293,9.83426744704727,10,0.016573255295272916
682,6.793600239196861,7,0.029485680114734132
1237,2.9721558182649948,3,0.009281393911668415
364,7.988934955807441,8,0.0013831305240699088
2785,5.1909058591783435,5,0.038181171835668694
1924,7.8512871852136765,8,0.018589101848290435
443,5.788685284238014,6,0.03521911929366439
3740,5.947927653405389,6,0.008678724432435114
3555,2.8959905560371615,3,0.034669814654279506
574,6.118087576203162,6,0.019681262700526947
3372,7.4292734609202,7,0.061324780131457146
2089,10.169818733028247,10,0.016981873302824725
3048,5.371606830277726,5,0.07432136605554511
1013,4.182393968606199,4,0.04559849215154976
2002,4.92584409387838,5,0.014831181224323942
1871,8.133515085504442,8,0.016689385688055225
1887,7.961810983082791,8,0.0047736271146511244
757,8.968590031851303,9,0.0034899964609663593
1418,6.874669346093082,7,0.017904379129559698
3011,6.955886300822003,7,0.006301957025428097
