,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
9,1.0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18.687582106657864,18
20,1.0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17.933389792287578,17
121,1.0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20.1010606653552,20
127,1.0,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,18.90468462125966,19
150,1.0,0.59,0.485,0.12,0.911,0.39,0.182,0.29,17.091214006390466,16
186,1.0,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16.515864851519666,16
214,1.0,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18.413841746130355,18
240,1.0,0.59,0.455,0.155,1.0659999999999998,0.382,0.2275,0.415,20.500620914823426,20
242,1.0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16.878641923555158,16
330,1.0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.16899999999999998,16.163369857502115,18
341,1.0,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7.0695661178448646,7
351,1.0,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19.093508710877874,19
360,1.0,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20.09471582790718,20
384,1.0,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16.849992487904682,16
402,1.0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18.008021577842285,18
409,1.0,0.69,0.54,0.185,1.6195,0.5329999999999999,0.353,0.555,24.300984438279627,24
427,1.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,14.29066334979145,16
473,1.0,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15.993217147135361,15
475,1.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,19.11662815731245,18
513,1.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24,19.22482860953202,19
566,1.0,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,16.028529826077335,17
609,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,13.693399048746866,14
623,1.0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15.533972204359904,15
633,1.0,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,18.837208080964082,19
667,1.0,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,17.80794240007647,20
689,1.0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,22.199878915190233,23
710,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,15.344923212464543,16
719,1.0,0.585,0.455,0.125,1.027,0.391,0.212,0.25,16.659665091917955,17
740,1.0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,16.183376598914123,17
749,1.0,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12.578515151783169,12
764,1.0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,11.157573740354922,12
773,1.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,16.073578108688054,15
778,1.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16.320311879813833,16
794,1.0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16.57356161276431,16
801,1.0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11.263130340007113,11
811,1.0,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,14.115450623756463,13
931,1.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,18.90819615833211,20
950,1.0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15.95928376771627,15
963,1.0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13.606473190139921,13
981,1.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,22.05223643825461,23
1041,1.0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18.361688398387873,18
1045,1.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16.79404631380487,16
1114,1.0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,11.809404685011945,13
1157,1.0,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,15.658858437141042,15
1195,1.0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,16.851841070681242,19
1202,1.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15.392589309799108,15
1208,1.0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14.375873643797785,14
1284,1.0,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,15.94894755338401,15
1346,1.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16.98766573919946,16
1348,1.0,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19.197336785181882,19
1357,1.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,15.243243494970905,16
1371,1.0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,18.267619959961223,19
1378,1.0,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,11.493630940597836,13
1405,1.0,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,13.32896868127331,13
1408,1.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11.261960620167462,11
1419,1.0,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13.90176055725399,13
1437,1.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,14.558623622302372,16
1482,1.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,15.529290226492098,17
1508,1.0,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23.61385554265503,23
1562,1.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,15.124875552913077,14
1592,1.0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14.909963405056025,14
1595,1.0,0.505,0.41,0.135,0.657,0.29100000000000004,0.133,0.195,15.75563093143583,15
1613,1.0,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,17.71499561248418,20
1651,1.0,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13.334099615022044,13
1703,1.0,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13.628781329622262,13
1714,1.0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17.37571778862495,17
1806,1.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15.230973895546269,15
1817,1.0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,19.461569997299744,20
1854,1.0,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11.826178301676538,11
1873,1.0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,19.980309903355298,21
1877,1.0,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15.974714197568517,15
1883,1.0,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,14.155266787764578,15
1895,1.0,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12.563829748990228,12
1902,1.0,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12.925436675209273,12
1934,1.0,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,13.670367531038963,14
1959,1.0,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,15.820471429963877,17
1984,1.0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,17.25430785415444,19
2061,1.0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20.88361645290404,20
2095,1.0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17.713327502986303,17
2164,1.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,18.900271990615003,19
2217,1.0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,15.09279764130018,14
2229,1.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16.647407518914683,16
2240,1.0,0.485,0.38,0.14,0.6729999999999999,0.2175,0.13,0.195,17.32175275341945,18
2329,1.0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,17.60770515430953,18
2352,1.0,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23.039856340307306,23
2361,1.0,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20.92149879670594,20
2397,1.0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17.086969365252646,17
2426,1.0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17.585068795268338,17
2445,1.0,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,16.779044638442112,17
2465,1.0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17.37025120510823,17
2497,1.0,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20.486052221305624,20
2512,1.0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19.7162831660708,19
2535,1.0,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,17.63936512116529,19
2552,1.0,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18.443579821086864,18
2563,1.0,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15.78753638284793,15
