,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
0,1.0,0.58,0.43,0.13,0.7979999999999999,0.365,0.173,0.2285,9.575145815856866,10
3,1.0,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7.120580238489648,7
4,1.0,0.72,0.565,0.17,1.6130000000000002,0.723,0.3255,0.4945,12.816816744440015,12
5,1.0,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9.77565557976829,9
8,1.0,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6.399873629822546,6
10,1.0,0.495,0.375,0.115,0.507,0.241,0.103,0.15,8.645614293157104,8
11,1.0,0.54,0.415,0.135,0.7090000000000001,0.3195,0.174,0.185,9.195438750609744,9
12,1.0,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11.437152157006729,11
15,1.0,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6.047103047952284,6
17,1.0,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,8.57301098522232,9
19,1.0,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,8.12845679008508,9
22,1.0,0.54,0.435,0.175,0.892,0.322,0.174,0.335,12.968348067526863,13
25,1.0,0.665,0.525,0.18,1.5785,0.6779999999999999,0.229,0.456,13.69367850440434,14
27,1.0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10.076008922778222,10
28,1.0,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11.95676283558145,11
29,1.0,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,8.339352516476291,9
31,1.0,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12.508414312333512,12
32,1.0,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,11.605112456182912,12
35,1.0,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,12.864516875987,13
37,1.0,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,8.634830257872661,9
38,1.0,0.405,0.3,0.085,0.3035,0.15,0.0505,0.08800000000000001,7.3847034889936385,7
39,1.0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12.371766127640457,12
42,1.0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10.107176561518818,10
43,1.0,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8.746796445324643,8
45,1.0,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,13.710367106041511,14
48,1.0,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9.258611076871452,9
49,1.0,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,15.237979884576982,14
53,1.0,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11.284648724548338,11
58,1.0,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,9.841980167260376,10
60,1.0,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,7.28034014126254,8
