,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
2,1.0,1.13081,0.0,8.14,0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4,307,21.0,360.17,22.6,12.993711855520168,12.7
7,1.0,0.21977,0.0,6.91,0,0.448,5.602,62.0,6.0877,3,233,17.9,396.9,16.2,19.63332409616598,19.4
8,1.0,0.06047,0.0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,28.607593842333532,29.6
41,1.0,0.08664,45.0,3.44,0,0.4370000000000001,7.178,26.3,6.4798,5,398,15.2,390.49,2.87,36.33694307954358,36.4
55,1.0,0.19073,22.0,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,26.283384653920923,26.2
69,1.0,0.32264,0.0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9,17.18991881660934,17.4
93,1.0,0.01301,35.0,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49,32.94333678651172,32.7
110,1.0,73.5341,0.0,18.1,0,0.679,5.957000000000002,100.0,1.8026,24,666,20.2,16.45,20.62,8.805713406230122,8.8
126,1.0,0.1712,0.0,8.56,0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66,19.929892058178616,19.5
131,1.0,4.4222800000000015,0.0,18.1,0,0.584,6.002999999999999,94.5,2.5403,24,666,20.2,331.29,21.32,19.49173169415361,19.1
142,1.0,0.02729,0.0,7.07,0,0.469,7.185,61.1,4.9671,2,242,17.8,392.83,4.03,33.556303630291225,34.7
144,1.0,0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,41.324825092523824,41.7
158,1.0,4.541919999999998,0.0,18.1,0,0.77,6.398,88.0,2.5182,24,666,20.2,374.56,7.79,24.73924696083593,25.0
176,1.0,22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666,20.2,396.9,31.99,7.164098459020288,7.4
181,1.0,0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67,16.80867224526623,17.2
185,1.0,0.20608,22.0,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,17.89908490596256,17.6
193,1.0,1.05393,0.0,8.14,0,0.5379999999999999,5.935,29.3,4.4986,4,307,21.0,386.85,6.58,23.50323346760609,23.1
233,1.0,0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437,21.2,392.11,17.19,16.55314879549057,16.2
238,1.0,0.01778,95.0,1.47,0,0.403,7.135,13.9,7.6534,3,402,17.0,384.3,4.45,32.87571412095214,32.9
266,1.0,0.38735,0.0,25.65,0,0.581,5.613,95.6,1.7572,2,188,19.1,359.29,27.26,15.704503748905998,15.7
272,1.0,0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,377.07,3.01,46.143749820509846,46.0
273,1.0,0.03049,55.0,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61,31.066421520798613,31.2
275,1.0,0.24103,0.0,7.38,0,0.493,6.082999999999998,43.7,5.4159,5,287,19.6,396.9,12.79,21.838735067268864,22.2
278,1.0,6.80117,0.0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7,20.396374167037315,20.0
279,1.0,0.43571,0.0,10.59,1,0.489,5.3439999999999985,100.0,3.875,4,277,18.6,396.9,23.09,21.075590572986385,20.0
288,1.0,0.0578,0.0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,37.23375982928236,37.2
289,1.0,15.5757,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666,20.2,368.74,18.13,19.495167924058943,19.1
306,1.0,0.5405,20.0,3.97,0,0.575,7.47,52.6,2.872,5,264,13.0,390.3,3.16,43.87554237592083,43.5
322,1.0,0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38,28.64020376109188,28.1
336,1.0,0.01501,90.0,1.21,1,0.401,7.922999999999999,24.8,5.885,1,198,13.6,395.52,3.16,49.85625017948975,50.0
339,1.0,0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,37.79160406321037,37.9
350,1.0,0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59,24.103377882327067,24.5
365,1.0,0.14866,0.0,8.56,0,0.52,6.727,79.9,2.7778,5,384,20.9,394.76,9.42,27.422292458310555,27.5
391,1.0,0.12083,0.0,2.89,0,0.445,8.068999999999999,76.0,3.4952,2,276,18.0,396.9,4.21,39.36268265900567,38.7
399,1.0,0.07886,80.0,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56,37.022592339403396,37.3
402,1.0,0.54452,0.0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46,17.577297372797865,17.8
403,1.0,7.40389,0.0,18.1,0,0.597,5.617000000000001,97.9,1.4547,24,666,20.2,314.64,26.4,16.529347225799576,17.2
407,1.0,20.7162,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666,20.2,370.22,23.34,10.876252695896804,11.9
410,1.0,0.8520399999999999,0.0,8.14,0,0.5379999999999999,5.965,89.2,4.0123,4,307,21.0,392.53,13.83,19.649624225097842,19.6
426,1.0,2.14918,0.0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79,19.56657195002799,19.4
436,1.0,0.05515,33.0,2.18,0,0.472,7.2360000000000015,41.1,4.022,7,222,18.4,393.68,6.93,36.71529306684058,36.1
441,1.0,3.67822,0.0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19,20.63105002281376,20.8
446,1.0,0.08308,0.0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,391.0,13.98,26.571440202162748,26.4
