,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
9,1.0,0.05372,0.0,13.92,0,0.4370000000000001,6.549,51.0,5.9604,4,289,16.0,392.85,7.39,27.380869317546686,27.1
13,1.0,0.05646,0.0,12.83,0,0.4370000000000001,6.232,53.7,5.0141,5,398,18.7,386.4,12.34,21.375279751719184,21.2
21,1.0,0.22969,0.0,10.59,0,0.489,6.3260000000000005,52.5,4.3549,4,277,18.6,394.87,10.97,23.73510974406244,24.4
27,1.0,0.12816,12.5,6.07,0,0.409,5.885,33.0,6.497999999999998,4,345,18.9,396.9,8.79,21.086487648320574,20.9
32,1.0,1.00245,0.0,8.14,0,0.5379999999999999,6.674,87.3,4.239,4,307,21.0,380.23,11.98,21.20132788684373,21.0
33,1.0,1.61282,0.0,8.14,0,0.5379999999999999,6.096,96.9,3.7598,4,307,21.0,248.31,20.34,14.086722290250657,13.5
38,1.0,0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,12.93,20.154661257294972,20.1
40,1.0,0.01432,100.0,1.32,0,0.411,6.816,40.5,8.3248,5,256,15.1,392.9,3.95,32.716735315550956,31.6
45,1.0,0.18836,0.0,6.91,0,0.448,5.7860000000000005,33.3,5.1004,3,233,17.9,396.9,14.15,20.528899057990195,20.0
64,1.0,0.03768,80.0,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,34.208232741955264,34.6
73,1.0,0.00906,90.0,2.97,0,0.4,7.087999999999999,20.8,7.3073,1,285,15.3,394.72,7.85,31.077690608451384,32.2
77,1.0,0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,22.386614696483605,21.7
79,1.0,9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,15.145838169443987,14.9
81,1.0,0.44178,0.0,6.2,0,0.504,6.5520000000000005,21.4,3.3751,8,307,17.4,380.34,3.76,31.026230873790965,31.5
82,1.0,0.04981,21.0,5.64,0,0.439,5.997999999999998,21.4,6.8147,4,243,16.8,396.9,8.43,24.132934902870446,23.4
83,1.0,0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,22.663292110926882,22.6
88,1.0,0.13554000000000002,12.5,6.07,0,0.409,5.5939999999999985,36.8,6.497999999999998,4,345,18.9,396.9,13.09,17.742900257275107,17.4
91,1.0,0.02187,60.0,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,31.727090712400667,31.1
92,1.0,0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,25.190504494406486,24.8
95,1.0,2.15505,0.0,19.58,0,0.871,5.627999999999999,100.0,1.5166,5,403,14.7,169.27,16.65,16.10401199087209,15.6
101,1.0,7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,24.56,12.802079068364687,12.3
104,1.0,0.84054,0.0,8.14,0,0.5379999999999999,5.599,85.7,4.4546,4,307,21.0,303.42,16.51,13.936533724432515,13.9
115,1.0,11.1604,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27,13.112097098078367,13.4
124,1.0,0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,23.08073362020641,23.1
127,1.0,5.20177,0.0,18.1,1,0.77,6.127000000000002,83.4,2.7227,24,666,20.2,395.43,11.48,22.01931950256211,22.7
132,1.0,0.13058,0.0,10.01,0,0.547,5.872000000000001,73.1,2.4775,6,432,17.8,338.63,15.37,20.407461607887004,20.4
138,1.0,0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86,32.388376203863515,33.1
140,1.0,0.7842,0.0,8.14,0,0.5379999999999999,5.99,81.7,4.2579,4,307,21.0,386.75,14.67,17.321418237172907,17.5
141,1.0,0.13117,0.0,8.56,0,0.52,6.127000000000002,85.2,2.1224,5,384,20.9,387.69,14.09,20.89318467804887,20.4
145,1.0,0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,24.51546920987503,24.3
151,1.0,0.12932000000000002,0.0,13.92,0,0.4370000000000001,6.678,31.1,5.9604,4,289,16.0,396.9,6.27,28.38151738081023,28.6
153,1.0,1.80028,0.0,19.58,0,0.605,5.877000000000002,79.2,2.4259,5,403,14.7,227.61,12.14,23.05272229627819,23.8
165,1.0,0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,24.831317104607002,24.6
171,1.0,0.15875999999999998,0.0,10.81,0,0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88,21.82127123269117,21.7
179,1.0,0.05188,0.0,4.49,0,0.449,6.015,45.1,4.4272,3,247,18.5,395.99,12.86,22.286345404620285,22.5
180,1.0,0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,22.584055374140416,22.2
182,1.0,0.13262000000000002,0.0,8.56,0,0.52,5.851,96.7,2.1069,5,384,20.9,394.05,16.47,18.749682779729657,19.5
183,1.0,0.07977999999999999,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19,29.97808765228025,29.1
184,1.0,0.7258,0.0,8.14,0,0.5379999999999999,5.727,69.5,3.7965,4,307,21.0,390.95,11.28,18.80791632460369,18.2
187,1.0,0.10574,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07,13.961318687721871,13.6
190,1.0,0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264,13.0,387.89,8.1,35.4525806901676,36.5
191,1.0,0.0837,45.0,3.44,0,0.4370000000000001,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,34.06114122095004,34.9
196,1.0,0.26363000000000003,0.0,8.56,0,0.52,6.229,91.2,2.5451,5,384,20.9,391.23,15.55,19.947245302766024,19.4
198,1.0,9.72418,0.0,18.1,0,0.74,6.4060000000000015,97.2,2.0651,24,666,20.2,385.96,19.52,17.012209314364284,17.1
201,1.0,0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18.0,396.9,6.19,32.167942385628976,33.2
209,1.0,0.14932,25.0,5.13,0,0.453,5.7410000000000005,66.2,7.2254,8,284,19.7,395.11,13.15,18.220635759007134,18.7
210,1.0,6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666,20.2,396.9,13.99,19.590933796378575,19.5
213,1.0,0.15936,0.0,6.91,0,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44,24.68442293247176,24.7
214,1.0,0.13587,0.0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,23.419522339354597,24.4
229,1.0,0.19539,0.0,10.81,0,0.413,6.245,6.2,5.2873,4,305,19.2,377.17,7.54,24.047543621143678,23.4
230,1.0,0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18.0,357.98,6.65,28.70037640897545,28.4
236,1.0,0.03113,0.0,4.39,0,0.442,6.0139999999999985,48.5,8.0136,3,352,18.8,385.64,10.53,17.234888350960457,17.5
239,1.0,5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98,19.4389389608732,19.1
243,1.0,0.1403,22.0,5.86,0,0.431,6.487,13.0,7.3967,7,330,19.1,396.28,5.9,24.321613028303286,24.4
246,1.0,0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,31.102740084178542,32.5
247,1.0,4.668830000000002,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01,12.726494374079842,12.7
250,1.0,0.5401100000000001,20.0,3.97,0,0.647,7.2029999999999985,81.8,2.1121,5,264,13.0,392.8,9.59,34.392637354417765,33.8
252,1.0,0.02763,75.0,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32,30.953586464939416,30.8
263,1.0,0.23912,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92,21.386362368272156,21.2
267,1.0,0.06663999999999999,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,30.593547001320637,29.4
270,1.0,0.62976,0.0,8.14,0,0.5379999999999999,5.949,61.8,4.7075,4,307,21.0,396.9,8.26,20.02565863683058,20.4
274,1.0,5.82401,0.0,18.1,0,0.532,6.242000000000001,64.7,3.4242,24,666,20.2,396.9,10.74,23.139568360868182,23.0
277,1.0,0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,28.268651879912273,28.7
282,1.0,12.8023,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79,11.31866783728,10.8
283,1.0,0.2498,0.0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32,13.92391907103472,13.3
284,1.0,0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,32.625021964021045,31.5
285,1.0,0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85,34.89030403654753,35.1
295,1.0,0.06899,0.0,25.65,0,0.581,5.87,69.7,2.2577,2,188,19.1,389.15,14.37,21.73902691559409,22.0
297,1.0,0.11432,0.0,8.56,0,0.52,6.7810000000000015,71.3,2.8561,5,384,20.9,395.58,7.67,25.7143936198555,26.5
298,1.0,51.1358,0.0,18.1,0,0.597,5.7570000000000014,100.0,1.413,24,666,20.2,2.6,10.11,14.827162399310161,15.0
300,1.0,0.2909,0.0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16,13.554557662837809,14.0
303,1.0,0.03961,0.0,5.19,0,0.515,6.037000000000001,34.5,5.9853,5,224,20.2,396.9,8.01,21.014188015414582,21.1
305,1.0,9.39063,0.0,18.1,0,0.74,5.627000000000002,93.9,1.8172,24,666,20.2,396.9,22.88,12.853966800198098,12.8
307,1.0,0.04113,25.0,4.86,0,0.426,6.727,33.5,5.4007,4,281,19.0,396.9,5.29,28.354573108323283,28.0
308,1.0,3.8497,0.0,18.1,1,0.77,6.395,91.0,2.5052,24,666,20.2,391.34,13.27,22.473089486966728,21.7
312,1.0,0.47547,0.0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73,21.466932138480445,21.0
313,1.0,2.81838,0.0,18.1,0,0.532,5.7620000000000005,40.3,4.0983,24,666,20.2,392.92,10.42,20.86863925455094,21.8
314,1.0,1.19294,0.0,21.89,0,0.624,6.3260000000000005,97.7,2.271,4,437,21.2,396.9,12.26,19.600800620130908,19.6
316,1.0,2.924,0.0,19.58,0,0.605,6.101,93.0,2.2834,5,403,14.7,240.16,9.81,25.3503055354891,25.0
320,1.0,5.66637,0.0,18.1,0,0.74,6.2189999999999985,100.0,2.0048,24,666,20.2,395.69,16.59,18.56435965001481,18.4
323,1.0,0.08829,12.5,7.87,0,0.524,6.0120000000000005,66.6,5.5605,5,311,15.2,395.6,12.43,23.13586494635129,22.9
324,1.0,0.31827,0.0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,390.7,18.33,17.827161889574974,17.8
326,1.0,0.05789,12.5,6.07,0,0.409,5.877999999999999,21.4,6.497999999999998,4,345,18.9,396.21,8.1,21.380034476814874,22.0
328,1.0,0.02055,85.0,0.74,0,0.41,6.382999999999999,35.7,9.1876,2,313,17.3,396.9,5.77,24.963465089023533,24.7
330,1.0,15.1772,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666,20.2,9.32,26.45,8.644621527861505,8.7
337,1.0,4.34879,0.0,18.1,0,0.58,6.167000000000002,84.0,3.0334,24,666,20.2,396.9,16.29,19.881313986967463,19.9
341,1.0,0.06911,45.0,3.44,0,0.4370000000000001,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,30.14125776335463,30.5
