,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
19,1.0,0.03537,34.0,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5,23.004965333673976,22.0
22,1.0,0.04294,28.0,15.04,0,0.464,6.249,77.3,3.615,4,270,18.2,396.9,10.59,21.354729871207745,20.6
42,1.0,0.03466,35.0,6.06,0,0.4379,6.0310000000000015,23.3,6.6407,1,304,16.9,362.25,7.83,19.21675363090435,19.4
43,1.0,0.05023,35.0,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43,16.70148479985746,17.1
44,1.0,10.8342,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79,7.451193609497665,7.5
52,1.0,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07,23.53640020302389,24.8
65,1.0,1.2074200000000002,0.0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,17.295012086672195,17.4
80,1.0,5.87205,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666,20.2,396.9,19.37,12.39849321270294,12.5
86,1.0,25.0461,0.0,18.1,0,0.693,5.987,100.0,1.5888,24,666,20.2,396.9,26.77,5.391841091360188,5.6
89,1.0,1.35472,0.0,8.14,0,0.5379999999999999,6.072,100.0,4.175,4,307,21.0,376.73,13.04,14.551619613911168,14.5
96,1.0,19.6091,0.0,18.1,0,0.6709999999999999,7.313,97.9,1.3163,24,666,20.2,396.9,13.44,15.432178347060654,15.0
112,1.0,0.04203,28.0,15.04,0,0.464,6.442,53.6,3.6659,4,270,18.2,395.01,8.16,22.99389258720415,22.9
125,1.0,11.8123,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74,8.551481185552717,8.4
136,1.0,0.00632,18.0,2.31,0,0.5379999999999999,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.022176253525178,24.0
148,1.0,0.02498,0.0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65,17.199545217104184,16.5
160,1.0,0.17142000000000002,0.0,6.91,0,0.448,5.682,33.8,5.1004,3,233,17.9,396.9,10.21,19.506319912848728,19.3
168,1.0,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6,21.926436324507115,22.3
178,1.0,0.7904100000000001,0.0,9.9,0,0.544,6.122000000000001,52.8,2.6403,4,304,18.4,396.9,5.98,21.878085197111442,22.1
188,1.0,0.03932,0.0,3.41,0,0.489,6.405,73.9,3.0921,2,270,17.8,393.55,8.2,22.275777063972086,22.0
192,1.0,1.41385,0.0,19.58,1,0.871,6.129,96.0,1.7494,5,403,14.7,321.02,15.12,16.453109274155143,17.0
195,1.0,0.06466000000000001,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97,22.896010694843838,22.5
253,1.0,0.06151,0.0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29,18.807937528398718,18.7
254,1.0,0.11425,0.0,13.89,1,0.55,6.372999999999998,92.4,3.3633,5,276,16.4,393.74,10.5,22.979942282330583,23.0
255,1.0,8.71675,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12,12.929501618916593,13.1
271,1.0,2.3139,0.0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,18.50514466105011,19.1
290,1.0,15.8744,0.0,18.1,0,0.6709999999999999,6.545,99.1,1.5192,24,666,20.2,396.9,21.08,10.834566712060248,10.9
309,1.0,0.14231,0.0,10.01,0,0.547,6.254,84.2,2.2565,6,432,17.8,388.74,10.45,18.99067542124311,18.5
317,1.0,0.04684,0.0,3.41,0,0.489,6.417000000000002,66.1,3.0923,2,270,17.8,392.18,8.81,22.120501410234525,22.6
318,1.0,0.08244,30.0,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36,23.32368152932041,23.7
321,1.0,0.49298,0.0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54,22.721997763033485,22.8
325,1.0,0.04379,80.0,3.37,0,0.398,5.787000000000001,31.1,6.6115,4,337,16.1,396.9,10.24,20.01564123963373,19.4
327,1.0,0.09252,30.0,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37,22.97880582469311,23.3
331,1.0,2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,350.45,12.64,16.116884203028413,16.1
333,1.0,0.11329000000000003,30.0,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38,21.76440193635368,22.0
373,1.0,0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33,15.94545504957028,16.8
377,1.0,0.01096,55.0,2.25,0,0.389,6.4529999999999985,31.9,7.3073,1,300,15.3,394.72,8.23,21.78765187547533,22.0
387,1.0,1.12658,0.0,19.58,1,0.871,5.012,88.0,1.6102,5,403,14.7,343.28,12.12,15.50807684657576,15.3
401,1.0,0.09065,20.0,6.96,1,0.464,5.92,61.5,3.9175,3,223,18.6,391.34,13.65,20.51198087109355,20.7
413,1.0,0.03584,80.0,3.37,0,0.398,6.29,17.8,6.6115,4,337,16.1,396.9,4.67,23.640075621289633,23.5
415,1.0,0.22489,12.5,7.87,0,0.524,6.377000000000002,94.3,6.3467,5,311,15.2,392.52,20.45,15.459117693665537,15.0
