,y_predicted,y_actual,Relative Error
165,5.52734835446897,5.627621113690637,0.01781796556589923
140,6.5021052773217,6.8308742346461795,0.04812985073813304
320,5.778276541629382,5.459585514144159,0.05837275131227266
90,4.582566671255059,4.762173934797756,0.037715393432038814
351,6.334127610123334,7.520234556474628,0.15772206803444744
301,4.426354015305259,4.653960350157523,0.04890594627531798
39,5.36361235820706,6.186208623900494,0.132972603367323
56,5.570683583292071,5.337538079701318,0.04368034477869243
370,6.05149930259515,5.442417710521793,0.11191378987611013
148,6.6556097249071975,7.495541943884256,0.11205757038853931
118,5.387107925777377,4.060443010546419,0.3267291061061898
116,5.644256807883025,4.6913478822291435,0.20312049960385728
368,6.020691097774104,5.247024072160486,0.14744872807397977
57,5.223682292320049,5.241747015059643,0.0034463171701520617
22,5.668539035995997,5.332718793265369,0.0629735517190091
31,4.87702811565878,5.062595033026967,0.03665450547744786
82,4.666588418354136,4.990432586778736,0.0648930053243415
155,5.809336181428264,5.846438775057725,0.0063461869792854845
318,6.835945899358119,7.002155954403621,0.02373698274186156
73,5.8262617583445735,6.144185634125646,0.05174385910726386
30,5.201052581035527,4.762173934797756,0.09215930628464317
180,8.056863050621738,8.735525185733225,0.07768990652329316
327,5.884723641247312,5.768320995793772,0.020179640754808974
326,5.913035081411417,6.825460036255307,0.13367962745328432
255,5.399058975811087,5.680172609017068,0.04949033287469518
172,5.782860131403028,5.3706380281276624,0.0767547731045052
137,5.884557647441781,6.529418838262226,0.09876241772722169
5,5.252904441583702,5.707110264748875,0.0795859554301356
45,6.33222141090863,7.501082124259871,0.15582561209014517
114,5.226429548660242,5.209486152841421,0.003252412103942207
237,6.133503070729954,7.087573705557973,0.13461174083873736
369,6.453282577167765,6.284134161070802,0.026916741711978418
375,6.222525423990178,5.75890177387728,0.08050556656755672
110,5.535155342528052,5.697093486505405,0.0284246948660633
381,5.777104694254492,5.356586274672012,0.07850492795586085
3,6.162656211319391,7.498315870766981,0.17812795332546716
18,5.3491914047881295,5.0238805208462765,0.0647529101442592
