,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
4,1.0,0.72,0.565,0.17,1.6130000000000002,0.723,0.3255,0.4945,11.758042700200583,12
8,1.0,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,5.851638332034355,6
10,1.0,0.495,0.375,0.115,0.507,0.241,0.103,0.15,8.046740811097713,8
28,1.0,0.65,0.505,0.19,1.274,0.59,0.23,0.391,10.884718126305156,11
38,1.0,0.405,0.3,0.085,0.3035,0.15,0.0505,0.08800000000000001,6.851927941034851,7
41,1.0,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,12.896885357166346,13
43,1.0,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8.073885212558945,8
49,1.0,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,13.453367342490315,14
55,1.0,0.315,0.23,0.07,0.16399999999999998,0.0625,0.04,0.045,6.0907654152190585,6
68,1.0,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,7.97793777078461,8
71,1.0,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11.312508181269747,11
76,1.0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,9.953255333394782,10
96,1.0,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11.062179782795257,11
111,1.0,0.57,0.43,0.145,0.833,0.354,0.14400000000000002,0.2815,10.138488996623511,10
119,1.0,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7.157455691154674,7
126,1.0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11.258232674569769,11
135,1.0,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9.02520913653586,9
136,1.0,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4.140536969845122,4
154,1.0,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,8.794763972895135,9
156,1.0,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,8.931493761729879,9
159,1.0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8.281127111889306,8
163,1.0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,8.783926042673086,9
168,1.0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10.324029182541409,10
174,1.0,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,8.962598677890005,9
175,1.0,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,7.720907785580626,8
179,1.0,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,9.79045605448912,10
188,1.0,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8.129287728280438,8
194,1.0,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7.1338171895826505,7
196,1.0,0.55,0.425,0.16,0.7929999999999999,0.343,0.2035,0.215,9.165112418067176,9
202,1.0,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,8.949159556347446,9
210,1.0,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,8.8932725369287,9
222,1.0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10.346636026495695,10
224,1.0,0.365,0.28,0.09,0.196,0.0865,0.036000000000000004,0.0605,6.822418883954619,7
246,1.0,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12.341410551677626,12
251,1.0,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,9.643158451522389,10
253,1.0,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,5.723907630716654,6
258,1.0,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8.016780432810629,8
262,1.0,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,3.9641102244960145,4
263,1.0,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,7.269555330246202,7
280,1.0,0.53,0.405,0.12,0.632,0.2715,0.14800000000000002,0.1875,8.799383862634418,9
287,1.0,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,11.85652517891889,12
300,1.0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,7.946972502490427,8
301,1.0,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,5.842356124204653,6
315,1.0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9.042406890033204,9
317,1.0,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,7.844467788146128,8
322,1.0,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9.044457588112738,9
323,1.0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8.319042052656872,8
334,1.0,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,5.734997505313203,6
355,1.0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,7.945674683679632,8
357,1.0,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8.015205406816946,8
359,1.0,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,6.872483166278054,7
365,1.0,0.38,0.29,0.085,0.2285,0.08800000000000001,0.0465,0.075,7.142605168023356,7
381,1.0,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7.173184253470336,7
383,1.0,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11.341301302841853,11
396,1.0,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,7.780333467505427,8
399,1.0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11.078498587473405,11
417,1.0,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,4.898856104823527,5
419,1.0,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8.071273759782331,8
422,1.0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10.36725902876611,10
424,1.0,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6.030952307092602,6
429,1.0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,10.786918499556483,11
435,1.0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11.105827710376452,11
438,1.0,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,9.97938914255835,10
440,1.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9.261373043968726,9
449,1.0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,10.782873094235116,11
450,1.0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13.047518586490083,13
477,1.0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,9.965477962294635,10
490,1.0,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7.142026080873006,7
493,1.0,0.635,0.505,0.165,1.251,0.5770000000000001,0.227,0.3825,10.663517041175176,11
501,1.0,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,7.87748115448953,8
503,1.0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,9.735806774466639,10
507,1.0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10.13490081834227,10
524,1.0,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,6.8352894518720655,7
528,1.0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11.353914799771745,11
539,1.0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,8.906927473637403,9
546,1.0,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8.071226407379433,8
567,1.0,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,8.989043400290601,9
576,1.0,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10.439315588187796,10
579,1.0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9.196748583968958,9
590,1.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10.213388784117743,10
595,1.0,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,6.911458537709034,7
597,1.0,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7.266376349639403,7
604,1.0,0.575,0.445,0.16,0.8390000000000001,0.4005,0.198,0.239,9.00490825898483,9
611,1.0,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7.208769100424706,7
612,1.0,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,5.926319153572065,6
613,1.0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7.062056411049454,7
615,1.0,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,8.7461965109804,9
621,1.0,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,5.957598756848453,6
624,1.0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,9.841961031515327,10
657,1.0,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9.030621408511628,9
662,1.0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6.203405723095023,6
666,1.0,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.08900000000000001,6.778192783700523,7
673,1.0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,10.880041693909137,11
680,1.0,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,6.902734653490194,7
706,1.0,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,9.885638907529488,10
711,1.0,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9.393206048113875,9
732,1.0,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7.129654286681284,7
734,1.0,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9.237692487516,9
737,1.0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,9.972779455743286,10
745,1.0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7.062509205663218,7
746,1.0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,9.791838948669067,10
750,1.0,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,8.963480142310209,9
767,1.0,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,8.836074423736687,9
772,1.0,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,13.80523804623274,14
780,1.0,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10.29120661926182,10
783,1.0,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,8.887413191617675,9
787,1.0,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,9.996540052410314,10
792,1.0,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,9.858781640144121,10
793,1.0,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,7.954400531612587,8
813,1.0,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,6.9320585069380245,7
819,1.0,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9.156259745710479,9
823,1.0,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8.228094840986904,8
826,1.0,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,9.964614978588216,10
837,1.0,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,8.996139594346193,9
849,1.0,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,7.8663332085822475,8
853,1.0,0.545,0.43,0.16,0.8440000000000001,0.3945,0.1855,0.231,8.979449236209163,9
858,1.0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,9.760617746396337,10
864,1.0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11.146163735808836,11
865,1.0,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4.113532772210233,4
874,1.0,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10.089037125854427,10
885,1.0,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11.037883973739957,11
887,1.0,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6.014921671638088,6
893,1.0,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405,10.023313598971722,10
909,1.0,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,6.828805231463119,7
919,1.0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,9.815355822254881,10
927,1.0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,9.845930258627927,10
929,1.0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11.310661469233114,11
930,1.0,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,8.888316859957339,9
937,1.0,0.37,0.275,0.1,0.22,0.094,0.045,0.065,6.876585014998806,7
942,1.0,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7.012114268813462,7
945,1.0,0.65,0.515,0.18,1.463,0.6579999999999999,0.3135,0.4115,10.69915594445564,11
946,1.0,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,5.936295605629127,6
949,1.0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,9.922042079786014,10
959,1.0,0.345,0.27,0.11,0.2135,0.08199999999999999,0.0545,0.07,7.015901248326785,7
961,1.0,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10.006584301863116,10
991,1.0,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8.143431744532611,8
992,1.0,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,5.759674237534413,6
994,1.0,0.425,0.325,0.11,0.317,0.135,0.048,0.09,7.729001445286341,8
998,1.0,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9.250943249576698,9
1000,1.0,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,9.942390344626592,10
1004,1.0,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6.038349870522512,6
1007,1.0,0.405,0.3,0.11,0.32,0.172,0.044,0.093,6.907869684382481,7
1015,1.0,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,9.833372027161571,10
1016,1.0,0.35,0.265,0.09,0.197,0.073,0.0365,0.077,7.003317982786105,7
1020,1.0,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4.088364858373632,4
1023,1.0,0.39,0.29,0.125,0.3055,0.121,0.08199999999999999,0.09,7.366574271973414,7
1030,1.0,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,6.949814795735965,7
1032,1.0,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7.069761102779104,7
1038,1.0,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,9.820442242970042,10
1070,1.0,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12.548877082689884,12
1077,1.0,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,7.942148505372833,8
1090,1.0,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,8.960475643441756,9
1095,1.0,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10.232649732119755,10
1118,1.0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,8.792168951150853,9
1121,1.0,0.625,0.49,0.145,0.92,0.4370000000000001,0.1735,0.28,9.860523736042563,10
1124,1.0,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11.404552864813702,11
1133,1.0,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12.032944702178181,12
1136,1.0,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,7.828980078662889,8
1154,1.0,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,7.805228453853059,8
1173,1.0,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8.236306838420251,8
1179,1.0,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,8.09904188073115,8
1187,1.0,0.51,0.4,0.145,0.5775,0.231,0.14300000000000002,0.177,9.18235337169952,9
1209,1.0,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,9.724886906676119,10
1210,1.0,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,10.96710655449051,11
1215,1.0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11.096167828867994,11
1241,1.0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16.658172968226495,16
1247,1.0,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7.157665189903106,7
1263,1.0,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,5.821219632998132,6
1297,1.0,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9.236392173598613,9
1299,1.0,0.47,0.355,0.12,0.393,0.16699999999999998,0.0885,0.115,8.095787896969096,8
1303,1.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,10.760707100298607,11
1311,1.0,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9.011290966254242,9
1320,1.0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9.077751558637287,9
1321,1.0,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8.080688613126352,8
1323,1.0,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12.057458765704421,12
1328,1.0,0.395,0.29,0.095,0.319,0.138,0.08,0.08199999999999999,6.877001816960274,7
1329,1.0,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5.090304915916362,5
1337,1.0,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6.184385979895708,6
1340,1.0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,9.769946018010536,10
1360,1.0,0.6,0.475,0.15,1.13,0.575,0.196,0.305,8.97387311784098,9
1372,1.0,0.555,0.44,0.14,0.846,0.34600000000000003,0.1715,0.2735,10.162302060760396,10
1375,1.0,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,16.688125823049944,17
1376,1.0,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9.023916192256358,9
1377,1.0,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10.060696495393593,10
1381,1.0,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8.358082692407836,8
1385,1.0,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10.367963456533904,10
1387,1.0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,7.930752814138263,8
1392,1.0,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03,5.867017372138262,6
1403,1.0,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7.1752699851691055,7
1406,1.0,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,6.75417827394716,7
1409,1.0,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,9.794489864872302,10
1412,1.0,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9.117389559453816,9
1425,1.0,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,4.994991927312268,5
1436,1.0,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10.248027779238386,10
1439,1.0,0.38,0.32,0.115,0.6475,0.32299999999999995,0.1325,0.16399999999999998,6.91535966042371,7
1452,1.0,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10.014792841785916,10
1454,1.0,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6.142891533619235,6
1459,1.0,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9.014564578027311,9
1461,1.0,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9.293393980517301,9
1464,1.0,0.65,0.525,0.19,1.3685,0.5975,0.29600000000000004,0.4,11.25505241492533,11
1466,1.0,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14.000411352801876,14
1475,1.0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,10.557874103377026,11
