,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
330,1.0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.16899999999999998,17.779527742132423,18
402,1.0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,17.840291572115262,18
427,1.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,15.638685124292843,16
566,1.0,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,16.77345383503612,17
609,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14.579757017031667,14
710,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16.165397177885513,16
719,1.0,0.585,0.455,0.125,1.027,0.391,0.212,0.25,16.8258081195196,17
740,1.0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17.10363083553983,17
764,1.0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,11.574478646929,12
931,1.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20.32566344251015,20
981,1.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23.294392465089896,23
1057,1.0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,22.092174473219295,23
1114,1.0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,12.693741688810123,13
1195,1.0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,18.772916648363235,19
1357,1.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16.584727881455287,16
1371,1.0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19.643376596105757,19
1408,1.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11.99820504275838,11
1437,1.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16.227575969127397,16
1482,1.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,16.420208159988526,17
1613,1.0,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,19.979869300583253,20
1645,1.0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,25.189271552417587,26
1806,1.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15.462885493107374,15
1817,1.0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20.94856065333475,20
1873,1.0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21.10181920203434,21
1959,1.0,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,16.91666436290914,17
2445,1.0,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,16.96115968515155,17
2535,1.0,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,18.318568453392682,19
2648,1.0,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13.162313217916761,13
2664,1.0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,17.35360953908776,18
2720,1.0,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17.134910889185655,17
3024,1.0,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15.05779093491051,15
3079,1.0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,19.04779092202737,18
3246,1.0,0.525,0.41,0.175,0.8740000000000001,0.3585,0.207,0.205,17.65572058121254,18
3281,1.0,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26,19.622472266023806,19
3304,1.0,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,19.763409461162134,20
3374,1.0,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20.05027627383862,20
3387,1.0,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,17.049515265789893,18
3423,1.0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18.61313459528123,18
3566,1.0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15.524836395599511,15
3654,1.0,0.465,0.36,0.105,0.498,0.214,0.116,0.14,14.691427909962272,15
