,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1,1.0,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,9.98756354595212,10
90,1.0,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9.068980487655331,9
105,1.0,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365,4.935142869408856,5
107,1.0,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6.0597104694198745,6
225,1.0,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8.060439068108057,8
227,1.0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,5.974747214275377,6
233,1.0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5.037806202994114,5
234,1.0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6.036427299104262,6
276,1.0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6.017727499662929,6
289,1.0,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,6.852504753327411,7
329,1.0,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,5.9590528168521635,6
342,1.0,0.605,0.475,0.175,1.0759999999999998,0.463,0.2195,0.335,9.147813647599147,9
397,1.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,4.940347172910204,5
411,1.0,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,5.879840058908573,6
413,1.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6.132581934340727,6
420,1.0,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,9.83715191187454,10
462,1.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,8.87744225851663,9
474,1.0,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,9.962142854526716,10
495,1.0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,9.863221038616148,10
529,1.0,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5.002020441464188,5
541,1.0,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8.006958745419412,8
554,1.0,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045,4.937773457159809,5
559,1.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8.043315231426334,8
691,1.0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4.076187335160579,4
770,1.0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,7.947684933449962,8
796,1.0,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6.130358834951716,6
803,1.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6.038910062829314,6
815,1.0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6.037086419493164,6
833,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,8.942935311719829,9
904,1.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,6.990629715706179,7
912,1.0,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9.043112037190507,9
941,1.0,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,5.912585025619739,6
952,1.0,0.195,0.145,0.05,0.032,0.01,0.008,0.012,3.906236465085437,4
969,1.0,0.395,0.29,0.095,0.304,0.127,0.084,0.077,5.9963044992971675,6
1116,1.0,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,6.852515187877816,7
1135,1.0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,9.848981776172018,10
1151,1.0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6.005323185669558,6
1216,1.0,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6.096802543315319,6
1257,1.0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8.079753967339451,8
1407,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,5.963099786979587,6
1432,1.0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11.311294312083707,11
1456,1.0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6.0202868631829585,6
1480,1.0,0.205,0.15,0.065,0.04,0.02,0.011,0.013,3.935733367705957,4
1498,1.0,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,8.95328930157342,9
1518,1.0,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,5.968251074116672,6
1571,1.0,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7.014248418356271,7
1578,1.0,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,5.988940518923416,6
1667,1.0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,5.899713211380348,6
1704,1.0,0.38,0.29,0.1,0.237,0.108,0.0395,0.08199999999999999,6.008560760316785,6
1755,1.0,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,3.976612001163848,4
1775,1.0,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,5.945752240332158,6
1784,1.0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10.071767692146665,10
1789,1.0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14.055608805672694,14
1800,1.0,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8.084262800336358,8
1812,1.0,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8.028157331064397,8
1866,1.0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,9.969971875373208,10
1910,1.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12.011038882097855,12
2003,1.0,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6.065765514903905,6
2041,1.0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,6.958280721599944,7
2046,1.0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5.090198726228554,5
2097,1.0,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,7.928532111462328,8
2098,1.0,0.525,0.42,0.16,0.7559999999999999,0.2745,0.173,0.275,8.975804825441397,9
2102,1.0,0.55,0.425,0.145,0.797,0.297,0.15,0.265,8.949713747297341,9
2206,1.0,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6.011103758294517,6
2392,1.0,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7.0163480789434125,7
2400,1.0,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,7.944002410929591,8
2418,1.0,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7.017976060763528,7
2531,1.0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14.306395737032803,14
2557,1.0,0.65,0.52,0.155,1.368,0.6185,0.28800000000000003,0.365,9.0562168417527,9
2578,1.0,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,4.900523346256227,5
2639,1.0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9.041800485920731,9
2643,1.0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8.05537162365589,8
2653,1.0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,8.929124435878169,9
2675,1.0,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,3.9719416545601316,4
2685,1.0,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7.085903081884393,7
2710,1.0,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6.054546582405492,6
2738,1.0,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,6.984977102654344,7
2761,1.0,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8.029511884309914,8
2801,1.0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9.105470681372676,9
2809,1.0,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,6.981439815811905,7
2869,1.0,0.43,0.33,0.095,0.32,0.118,0.065,0.123,6.973400519234543,7
2874,1.0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,9.951194316802116,10
3000,1.0,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9.037908557334466,9
3085,1.0,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,7.932334935080633,8
3130,1.0,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,8.936706360476458,9
3146,1.0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,5.979098812077502,6
3164,1.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5.108428135939059,5
3173,1.0,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7.016650411229592,7
3204,1.0,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999,3.9272414780948264,4
3243,1.0,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,4.898252541679016,5
3250,1.0,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5.011342853252267,5
