,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
5,1.0,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,8.66639464288599,9
6,1.0,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8.144160725548,8
16,1.0,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,3.939403339876183,4
23,1.0,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,5.935210836639478,6
34,1.0,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,6.884150098253214,7
44,1.0,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7.117334705157038,7
46,1.0,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,10.425975691396083,10
54,1.0,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9.191653806797401,9
57,1.0,0.64,0.525,0.175,1.382,0.6459999999999999,0.3115,0.37,9.446218500256103,9
59,1.0,0.655,0.54,0.215,1.5555,0.695,0.29600000000000004,0.444,10.614377944792444,11
61,1.0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,9.83941952289155,10
63,1.0,0.585,0.46,0.145,0.8465,0.339,0.16699999999999998,0.295,9.844993482936916,10
66,1.0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6.085701862800159,6
77,1.0,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,7.634665629222803,8
78,1.0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,7.772938003384069,8
79,1.0,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5.216641398998732,5
80,1.0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,7.814919648872518,8
83,1.0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9.08388247993247,9
86,1.0,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8.190559211746562,8
87,1.0,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,6.850075609810956,7
89,1.0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8.424177439832416,8
93,1.0,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,10.465812095885115,10
95,1.0,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,9.711522449203708,10
102,1.0,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,7.897658240338142,8
110,1.0,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6.223047866012723,6
122,1.0,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,9.737907573915972,10
132,1.0,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9.136818029527761,9
133,1.0,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5.000405982480624,5
145,1.0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,12.714484259471043,13
148,1.0,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10.457750989888602,10
160,1.0,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7.037779972103335,7
161,1.0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,6.950318367533304,7
165,1.0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8.254378761321167,8
173,1.0,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,7.875834796651873,8
182,1.0,0.51,0.385,0.135,0.632,0.282,0.145,0.17,7.743269714973792,8
197,1.0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,7.863261427424867,8
198,1.0,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,9.229614402168437,9
201,1.0,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8.24982891307205,8
213,1.0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10.141157164868986,10
215,1.0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,11.732895813175736,12
231,1.0,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36,9.910645460117385,10
237,1.0,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,8.668767620359354,9
