,y_predicted,y_actual,Relative Error
290,10.847245040229954,10.9,0.004839904566059334
178,22.149105994635296,22.1,0.00222199070747937
331,16.09393021527675,16.1,0.0003770052623137772
96,15.650257867246284,15.0,0.043350524483085566
348,18.09548192962433,19.2,0.05752698283206607
20,10.123048932153731,8.5,0.19094693319455658
281,12.62542430912802,13.3,0.05071997675729179
253,18.878469994221405,18.7,0.009543849958363926
65,16.994101911235234,17.4,0.02332747636579109
117,10.97114422336027,12.7,0.13613037611336454
43,16.79559477712868,17.1,0.01780147502171465
22,21.393865117741885,20.6,0.03853714163795553
318,23.27803837720512,23.7,0.017804287881640436
136,23.897723903936427,24.0,0.004261504002648871
227,10.57695737031263,7.2,0.4690218569878653
367,17.043874367325653,16.2,0.052091010328744074
373,16.243659893415916,16.8,0.03311548253476692
401,20.62300905813549,20.7,0.0037193691721984783
112,23.292014810412443,22.9,0.017118550673032504
80,12.473321757904252,12.5,0.0021342593676598656
192,16.90408714219956,17.0,0.005641932811790523
188,22.240019468012125,22.0,0.010909975818732966
114,18.718572655862193,19.4,0.03512512083184565
168,21.551462574493932,22.3,0.03356670069533939
255,12.956736958124406,13.1,0.010936110066839222
413,23.57885843157983,23.5,0.003355677939567308
317,22.164366407099333,22.6,0.019275822694719835
89,14.775358421690658,14.5,0.01899023597866608
254,22.894182341696556,23.0,0.004600767752323644
415,14.968037906992198,15.0,0.00213080620052016
325,19.697989546513273,19.4,0.015360285902746131
225,9.45609161817855,10.2,0.07293219429622044
387,15.578721457968637,15.3,0.01821708875612002
5,22.838717084270698,22.8,0.0016981177311709296
152,21.631711351059163,22.2,0.025598587790127754
19,22.802598047289276,22.0,0.036481729422239824
329,6.11744957145196,6.3,0.028976258499688844
309,19.10358829563448,18.5,0.03262639435862058
276,11.2900247680777,12.1,0.06694010181176031
160,19.43215436158308,19.3,0.006847376247827969
333,21.62508819567471,22.0,0.017041445651149543
86,5.209408885641794,5.6,0.06974841327825095
157,10.118800827566176,10.2,0.007960703179786614
125,8.737897995999855,8.4,0.04022595190474463
422,21.38615836504377,22.0,0.02790189249801048
148,17.41685174794648,16.5,0.05556677260281703
44,7.4467102612160865,7.5,0.007105298504521803
321,22.91185170221622,22.8,0.004905776412992144
102,19.77522013734154,18.9,0.04630794377468483
195,22.556363857803923,22.5,0.0025050603468410298
377,21.67778715649008,22.0,0.014646038341360003
299,11.490862606657442,12.6,0.08802677724940931
